,Person,Said
0,Ross,You sure?
1,Chandler,"Okay, let me just straighten out your helmet there."
2,Ross,"No-no, one daddy, two mommies."
3,Ross,"All right, it's all yours."
4,Chandler,Okay.
5,Chandler,Okay.
6,Ross,Yes!
7,Ross,Yes!
8,Ross,Yes!
9,Phoebe,"His first big kid's bike, this is so exciting!"
10,Monica,"Oh yeah, I remember mine!"
11,Monica,"Ohh, it was my sixth birthday, my dad took me to the park, I got it, andit bent."
12,Ross,Yeah.
13,Phoebe,I never had a bike of my own.
14,Ross,What?
15,Phoebe,"Well, we didn't have a lot of money."
16,Phoebe,But the girl across the street had the best bike!
17,Phoebe,"It was pink and it had rainbow colored tassels hanging off the handle grips, and-and-and a bell and this big, white wicker basket with those plastic daisies stuck on."
18,Chandler,That sounds like my first bike.
19,Chandler,My dad gave me his old one.
20,Ross,Ohh.
21,Monica,Did the girl ever let you ride it?
22,Phoebe,No!
23,Phoebe,But she gave me the box that it came in.
24,Phoebe,It had a picture of the bike on the front.
25,Phoebe,So I would sit on it and my step-dad would drag me around the backyard.
26,Ross,That is so unfair!
27,Phoebe,"Not really, I got to drag him around too!"
28,Phoebe,Opening Credits
29,Chandler,Hey!
30,Chandler,What are you guys doing?
31,Joey,Hey.
32,Monica,Making holiday candy for the neighbors.
33,Chandler,"I'm sorry, who?"
34,Monica,I'm gonna hang this basket  on the door and when the neighbors walk by they can all take a piece.
35,Chandler,But we don't know the neighbors.
36,Joey,I do.
37,Joey,"There's uh, let's see, Guy With a Mustache, Smokes-A-Lot Lady, Some Kids I've Seen, and A Red-haired Guy Who Does Not Like To Be Called Rusty."
38,Monica,See?
39,Monica,This is exactly why I'm making this candy.
40,Monica,We can learn their names and get to know our neighbors.
41,Chandler,Wouldn't it be easier if we just moved?
42,Rachel,Gooood morning!
43,Chandler,"Eh, somebody's in a good mood!"
44,Rachel,"Well, why shouldn't I be?"
45,Rachel,I have great friends!
46,Rachel,I have a wonderful job!
47,Monica,Where you can make out with your assistant.
48,Rachel,"Come on, it's not a big deal!"
49,Rachel,We stayed up all night coming up with a plan so that us dating will not be a problem.
50,Monica,"Oh yeah, what's the plan?"
51,Rachel,We We are not going to let it be a problem.
52,Monica,Wow!
53,Monica,It took you all night to come up with that plan?
54,Rachel,"Well y'know, we did other stuff too."
55,Monica,Did you two
56,Rachel,"Oh Monica come on, y'know I don't sleep with guys on the first date!"
57,Monica,"Matt Guire, Mark Lynn, Ben Wire"
58,Rachel,Anymore!
59,Monica,Okay.
60,Rachel,Hi.
61,Rachel,"Tag, I have a conference call today is that correct?"
62,Rachel,"Okay, thank you."
63,Rachel,That'll be all.
64,Rachel,Wait!
65,Rachel,Wait!
66,Rachel,Did you see that?
67,Rachel,That mail guy had no idea there was something going on between us.
68,Rachel,"Okay, you hard worker!"
69,Rachel,I'll remember to put that in your evaluation.
