,Person,Said
0,Chandler,Dehydrated Japanese noodles under fluorescent lights... does it get better than this?
1,Chandler,"Ah, y'see, perfect might be a problem."
2,Chandler,"Had you said 'co-dependent', or 'self-destructive'..."
3,Chandler,Yes please.
4,Chandler,He's a he?
5,Chandler,...Couldn't enjoy a cup of noodles after that.
6,Chandler,"I mean, is that ridiculous?"
7,Chandler,Can you believe she actually thought that?
8,Rachel,Um... yeah.
9,Rachel,"Well, I mean, when I first met you, y'know, I thought maybe, possibly, you might be..."
10,Chandler,You did?
11,Rachel,"Yeah, but then you spent Phoebe's entire birthday party talking to my breasts, so then I figured maybe not."
12,Chandler,Huh.
13,Chandler,"Did, uh... any of the rest of you guys think that when you first met me?"
14,Monica,I did.
15,Phoebe,"Yeah, I think so, yeah."
16,Joey,Not me.
17,Ross,"Nono, me neither."
18,Ross,"Although, uh, y'know, back in college, Susan Sallidor did."
19,Chandler,You're kidding!
20,Chandler,Did you tell her I wasn't?
21,Ross,No.
22,Ross,"No, it's just 'cause, uh, I kinda wanted to go out with her too, so I told her, actually, you were seeing Bernie Spellman... who also liked her, so..."
23,Chandler,"Well, this is fascinating."
24,Chandler,"So, uh, what is it about me?"
25,Phoebe,"I dunno, 'cause you're smart, you're funny..."
26,Chandler,"Ross is smart and funny, d'you ever think that about him?"
27,Chandler,WHAT IS IT?
28,Monica,"Okay, I-I d'know, you-you just- you have a quality."
29,Chandler,"Oh, oh, a quality, good, because I was worried you guys were gonna be vague about this."
30,Monica,Hello?
31,Monica,Hello?
32,Monica,Oh!
33,Monica,"Rachel, it's Paolo calling from Rome."
34,Rachel,Oh my God!
35,Rachel,Calling from Rome!
36,Rachel,"Bon giorno, caro mio."
37,Ross,So he's calling from Rome.
38,Ross,I could do that.
39,Ross,Just gotta go to Rome.
40,Rachel,"Monica, your dad just beeped in, but can you make it quick?"
41,Rachel,Talking to Rome.
42,Rachel,I'm talking to Rome.
43,Monica,"Hey dad, what's up?"
44,Monica,Oh God.
45,Monica,"Ross, it's Nana."
46,Ross,"So, uh, how's she doing?"
47,Ross,Aunt
48,Monica,"How-how are you, Mom?"
49,Monica,Mrs.
50,Monica,What?
51,Monica,Mrs.
52,Monica,Nothing.
53,Monica,Mrs.
54,Monica,"She is unbelievable, our mother is..."
55,Ross,"Okay, relax, relax."
56,Ross,"We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover."
57,Monica,Oh God!
58,Monica,The fuzzy little mints at the bottom of her purse.
59,Ross,Oh!
60,Ross,"...Yeah, they were gross."
61,Ross,"Oh, you know what I loved?"
62,Ross,Her Sweet 'n' Los.
63,Ross,How she was always stealing them from- from restaurants.
64,Ross,Mr.
65,Ross,She looks so small.
66,Monica,I know.
67,Ross,"Well, at least she's with Pop-Pop and Aunt Phyllis now."
68,Monica,"G'bye, Nana."
69,Ross,"Bye, Nana."
70,Monica,Ross!
71,Monica,Mrs.
72,Ross,Y'know how-how the nurse said that-that Nana had passed?
73,Ross,"Well, she's not, quite.. Mrs."
74,Ross,"She's not- past, she's present, she's back."
75,Ross,Aunt
76,Ross,"I, uh, I'll go see."
77,Ross,Now she's passed.
78,Chandler,"I just have to know, okay."
79,Chandler,Is it my hair?
80,Rachel,"Yes, Chandler, that's exactly what it is."
81,Rachel,It's your hair.
82,Phoebe,"Yeah, you have homosexual hair."
83,Rachel,"So, um, did she..."
84,Ross,Twice.
85,Joey,Twice?
86,Phoebe,"Oh, that sucks!"
87,Joey,You guys okay?
88,Ross,"I dunno, it's weird."
89,Ross,"I mean, I know she's gone, but I just don't feel, uh..."
90,Phoebe,Maybe that's 'cause she's not really gone.
91,Ross,"Nono, she's gone."
92,Monica,We checked.
93,Monica,A lot.
94,Phoebe,"Hm, I mean maybe no-one ever really goes."
95,Phoebe,"Ever since my mom died, every now and then, I get the feeling that she's like right here, y'know?"
96,Phoebe,Oh!
97,Phoebe,"And Debbie, my best friend from junior high- got struck by lightning on a miniature golf course- I always get this really strong Debbie vibe whenever I use one of those little yellow pencils, y'know?"
98,Phoebe,...I miss her.
99,Rachel,Aw.
100,Rachel,"Hey, Pheebs, want this?"
101,Phoebe,Thanks!
102,Rachel,Sure.
103,Rachel,I just sharpened her this morning.
104,Joey,"Now, see, I don't believe any of that."
105,Joey,"I think once you're dead, you're dead!"
106,Joey,You're gone!
107,Joey,You're worm food!
108,Joey,"...So Chandler looks gay, huh?"
109,Phoebe,"Y'know, I dunno who this is, but it's not Debbie."
110,Ross,I thought it was gonna be a closed casket.
111,Ross,Mrs.
112,Ross,I don't see why not.
113,Ross,Here's my retainer!
114,Monica,Dad!
115,Monica,Mr.
116,Monica,You what?
117,Monica,Mr.
118,Monica,Define fun.
119,Monica,Mr.
120,Monica,"...And then we throw your body in the water... Gee, that does sound fun."
121,Monica,Mr.
122,Monica,That's probably what they'll say.
123,Monica,Mr.
124,Chandler,"Hey, gorgeous."
125,Chandler,"No, nono, don't- don't worry about it."
126,Chandler,"Believe me, apparently other people have made the same mistake."
127,Chandler,"So, uh... what do you think it is about me?"
128,Chandler,"...Quality, right, great."
129,Chandler,Lowell?
130,Chandler,"Financial Services' Lowell, that's who you saw me with?"
131,Chandler,"Well, yeah... 's'no Brian in Payroll."
132,Chandler,No!
133,Chandler,"Uh, I d'know!"
134,Chandler,"The point is, if you were gonna set me up with someone, I'd like to think you'd set me up with someone like him."
135,Chandler,Excuse me?
136,Chandler,You don't think I could get a Brian?
137,Chandler,Because I could get a Brian.
138,Chandler,Believe you me.
139,Chandler,...I'm really not.
140,Ross,This one?
141,Ross,Aunt
142,Ross,I have shown you everything we have.
143,Ross,"Unless you want your mother to spend eternity in a lemon yellow pant-suit, go with the burgundy."
144,Ross,Aunt
145,Ross,Oh!
146,Ross,A fine choice.
147,Ross,I'm coming out.
148,Ross,Aunt
149,Ross,Okay.
150,Ross,"Um, how about these?"
151,Ross,Mrs.
152,Ross,And where she's going everyone else'll be dressier?
153,Ross,Aunt
154,Ross,"Okay, I have nothing in an evening shoe in the burgundy."
155,Ross,I can show you something in a silver that may work.
156,Ross,Aunt
157,Ross,No!
158,Ross,"Nonono, wait a sec."
159,Ross,I may have something in the back.
160,Ross,", pulls it down and opens it."
161,Ross,It is full of Sweet 'n' Lo's.)
162,Ross,Oh my God.. Mrs.
163,Ross,"Yeah, just... just Nana stuff."
164,Ross,Commercial Break
165,Ross,"How we doing, you guys ready?"
166,Monica,Mom already called this morning to remind me not to wear my hair up.
167,Monica,Did you know my ears are not my best feature?
168,Ross,Some days it's all I can think about.
169,Phoebe,"Hi, sorry I'm late, I couldn't find my bearings."
170,Rachel,"Oh, you-you mean your earrings?"
171,Phoebe,What'd I say?
172,Rachel,Hm-m.
173,Monica,Are these the shoes?
174,Rachel,Yes.
175,Rachel,Paolo sent them from Italy.
176,Ross,"What, we-uh- we don't have shoes here, or...?"
177,Joey,Morning.
178,Joey,We ready to go?
179,Chandler,"Well, don't we look nice all dressed up?...It's stuff like that, isn't it?"
180,Monica,It was a really beautiful service.
181,Monica,Mrs.
182,Joey,What?
183,Chandler,"Nothing, just your overcoat sounds remarkably like Brent Mussberger."
184,Joey,"Check it out, Giants-Cowboys."
185,Chandler,You're watching a football game at a funeral?
186,Joey,"No, it's the pre-game."
187,Joey,I'm gonna watch it at the reception.
188,Chandler,"You are a frightening, frightening man."
189,Rachel,Oh no!
190,Rachel,My new Paolo shoes!
191,Ross,"Oh, I hope they're not ruined."
192,Phoebe,"God, what a great day."
193,Phoebe,...What?
194,Phoebe,Weather-wise!
195,Ross,"I know, uh, the air, the-the trees... even though Nana's gone there's, there's something almost, uh- I dunno, almost life-aff-"
196,Ross,I'm fine.
197,Ross,Just-just... having my worst fear realised...
198,Phoebe,"Okay, don't worry, I'm just checking to see if the muscle's in spasm...huh."
199,Ross,"What, what is it?"
200,Phoebe,You missed a belt loop.
201,Ross,Oh!
202,Ross,No-n-
203,Phoebe,"Okay, it's in spasm."
204,Phoebe,Mrs.
205,Chandler,"Oh, no-"
206,Chandler,"Hi, I'm Chandler, and I have no idea who Dorothy is."
207,Phoebe,"Hey, look who's up!"
208,Phoebe,How do you feel?
209,Ross,I feel great.
210,Ross,"I feel- great, I fleel great."
211,Monica,"Wow, those pills really worked, huh?"
212,Ross,"Not the first two, but the second two- woooo!"
213,Ross,...I love you guys.
214,Ross,You guys are the greatest.
215,Ross,"I love my sister , I love Pheebs..."
216,Phoebe,Ooh!
217,Phoebe,That's so nice...
218,Ross,...Chandler!
219,Chandler,Hey.
220,Ross,"And listen, man, if you wanna be gay, be gay."
221,Ross,Doesn't matter to me.
222,Ross,Rachel.
223,Ross,Rachel Rachel.
224,Ross,I love you the most.
225,Rachel,"Oh, well you know who I love the most?"
226,Ross,No.
227,Rachel,You!
228,Ross,Oh.. you don't get it!
229,Ross,Mr.
230,Joey,"Just a, uh... hearing disability."
231,Joey,Mr.
232,Joey,Seventeen-fourteen Giants... three minutes to go in the third.
233,Joey,Mr.
234,Rachel,"Pheebs, could you maybe hand me a cracker?"
235,Rachel,Mrs.
236,Monica,"Well, sure, what with it being her funeral and all."
237,Monica,Mrs.
238,Monica,That sounds like Nana.
239,Monica,Mrs.
240,Monica,...I can imagine.
241,Monica,Mrs.
242,Monica,That is a wonder.
243,Monica,"So tell me something, Mom."
244,Monica,"If you had to do it all over again, I mean, if she was here right now, would you tell her?"
245,Monica,Mrs.
246,Monica,"How she drove you crazy, picking on every little detail, like your hair... for example."
