,Person,Said
0,Chandler,"Guys, guys, I've got great news!"
1,Chandler,Guess what
2,Joey,"Uh, ah, Monica's pregnant?"
3,Monica,Really?
4,Monica,Let's get past the moment.
5,Phoebe,What's your news?
6,Chandler,Thank you.
7,Chandler,I got a job in advertising.
8,Monica,"Oh, honey, that's incredible!"
9,Phoebe,"Gosh, what's the pay like?"
10,Phoebe,"Oh, come on people  come on, now, if I don't know who makes the most, how do I know who I like the most!"
11,Phoebe,Hey Joey!
12,Chandler,"Actually, it pays nothing."
13,Chandler,It's an internship.
14,Joey,"Oh, that's cool."
15,Joey,We have interns at 'Days Of Our Lives'.
16,Chandler,Right.
17,Chandler,"So, it'll be the same except less sex with you."
18,Ross,"So, uh, what kinda stuff do you think they'll have you do there?"
19,Chandler,"Well, it's a training program, but at the end, they hire the people they like."
20,Phoebe,That's great.
21,Chandler,"Yeah, I mean, there's probably gonna be some ground work which will probably stink, you know, grown man getting people coffee is a little humiliating"
22,Chandler,Humiliating and noble!
23,Ross,"You know, if I didn't already have a job, I think, I would have been really good in advertising."
24,Monica,"Ross, you did not come up with ""got milk?"""
25,Ross,"Yes, I did, I did!"
26,Ross,I should have written it down!
27,Ross,Opening Credits
28,Joey,Hey!
29,Monica,Hey!
30,Joey,Where's Chandler?
31,Joey,I wanna wish him good luck on his first day.
32,Joey,... and I smelled bacon.
33,Monica,He just left.
34,Joey,Who did?
35,Rachel,Joey!
36,Rachel,You never gonna believe
37,Joey,She did?
38,Rachel,You got it!
39,Joey,I did?
40,Monica,What is she talking about?
41,Joey,"I don't know, but it sounds great."
42,Rachel,Your agent called.
43,Rachel,You got that audition.
44,Joey,With Lennart Haze?
45,Rachel,Yes.
46,Joey,"Oh my god, that is great!"
47,Joey,"That is *** for a play on broadway and in a real theatre, not that little one underneath the dally like last time."
48,Monica,Is it a good play?
49,Joey,"Well, it must be, because I read and I didn't understand a singe word."
50,Rachel,"Yeah, and Lennart Haze is starring in it"
51,Joey,"Yeah, yeah, and directing."
52,Monica,He was so good in that movie of MacBeth.
53,Rachel,You saw that?
54,Monica,"No, but I saw the previews."
55,Monica,They played it right before Jackass.
56,Monica,Rachel and
57,Joey,Ah!
58,Joey,"Yeah, he's done some amazing works."
59,Rachel,"Oh, yeah."
60,Rachel,"Oh, I loved him in those cell phone commercials."
61,Joey,I know.
62,Joey,When the monkey hits him in the face with that giant rubber phone.
63,Monica,Hey!
64,Monica,Maybe the monkey will be at the audition!
65,Joey,Don't make me more nervous than I already am!
66,Chandler,"Good morning, everybody."
