,Person,Said
0,Rachel,Pheebs?
1,Rachel,Could you get that?
2,Rachel,Please?
3,Phoebe,Why?
4,Phoebe,Just 'cause you're too lazy to get up off your touchie?
5,Rachel,No!
6,Rachel,No!
7,Rachel,It's just that all the people in the entire world that I want to talk to are right here.
8,Phoebe,Okay!
9,Rachel,Sucker!
10,Phoebe,Hello?
11,Phoebe,Hey Joey!
12,Joey,Hey Pheebs!
13,Joey,"Listen, uh can you do me a favor?"
14,Joey,"I forgot the pin number to my ATM card can, can you get it for me?"
15,Phoebe,Sure!
16,Phoebe,Where is it?
17,Joey,"Uh, I scratched it on the ATM machine down on the corner."
18,Phoebe,Ohh!
19,Phoebe,So you're 5639?
20,Joey,That's it!
21,Joey,Thanks Pheebs!
22,Chandler,Hey!
23,Phoebe,"Ooh, do you want to talk to Chandler?"
24,Chandler,Is that Joey?!
25,Chandler,Let me talk to him!
26,Joey,No!
27,Joey,Because he didn't believe in my movie!
28,Joey,Which is a big mistake because it is real!
29,Joey,Real!
30,Joey,A Casino
31,Phoebe,Who was that?
32,Joey,"Uhh, my stunt double."
33,Joey,"Yeah, and y'know, he's getting a little too familiar for my tastes."
34,Chandler,Y'know what?
35,Chandler,I have been trying to apologize to him all week!
36,Chandler,"If he's not gonna let me do it on the phone, I'm gonna go down there and do it in person."
37,Joey,"Uhh Pheebs, I heard that."
38,Joey,Can you put him on?
39,Phoebe,Yeah!
40,Chandler,Hey!
41,Joey,Don't come out here!
42,Chandler,"No-no-no-no, I've supported you one hundred percent and I want to prove that to you in person!"
43,Joey,I got that!
44,Joey,I forgive ya!
45,Joey,Don't come out here!
46,Chandler,Forgive me?
47,Chandler,You haven't been taking my calls in a week!
48,Joey,"Well, I'm totally over it Chandler."
49,Joey,Friends forever!
50,Joey,Don't come out here!
51,Chandler,"Uh, what was that?"
52,Joey,"Uh, Entertainment Tonight."
53,Joey,"Yeah, okay so, good talking to ya and don't come out here."
54,Joey,All right.
55,Joey,Opening Credits
56,Phoebe,Monica!
57,Phoebe,I'm sorry I'm late!
58,Phoebe,Monica?
59,Monica,Phoebe?
60,Monica,"Oh, Phoebe, I'm so sorry."
61,Monica,Have you been here long?
62,Phoebe,It's okay.
63,Phoebe,What the hell took you so long?
64,Monica,"Okay, you can not tell Chandler."
65,Monica,Okay?
66,Monica,That I ran into Richard.
67,Phoebe,Which Richard?
68,Monica,The Richard.
69,Phoebe,Richard Simmons?!
70,Phoebe,Oh my God!
71,Monica,Noo!
72,Monica,My ex-boyfriend Richard!
73,Monica,"Y'know the tall guy, moustache?"
74,Phoebe,Oh!
75,Phoebe,"Okay, that actually makes more sense."
76,Phoebe,So how was it?
77,Monica,"It was, it was really nice."
78,Monica,We started talking and I-I ended up having lunch with him.
79,Phoebe,That is so weird!
