,Person,Said
0,Rachel,Everybody?
1,Rachel,"Shh, shhh."
2,Rachel,Uhhh... Central Perk is proud to present the music of Miss Phoebe Buffay.
3,Phoebe,Hi.
4,Phoebe,"Um, I want to start with a song thats about that moment when you suddenly realize what life is all about."
5,Phoebe,"OK, here we go."
6,Phoebe,"OK, thank you very much."
7,Chandler,"Oh, great."
8,Chandler,This is just...
9,Chandler,Opening Credits
10,Rachel,"Wow, this is so cool, you guys."
11,Rachel,The entire city is blacked out!
12,Monica,"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on."
13,Rachel,"Wow, you guys, this is big."
14,Monica,Pants and a sweater?
15,Monica,"Why, mom?"
16,Monica,Who am I gonna meet in a blackout?
17,Monica,Power company guys?
18,Monica,Eligible looters?
19,Monica,Could we talk about this later?
20,Monica,OK.
21,Phoebe,Can I borrow the phone?
22,Phoebe,I want to call my apartment and check on my grandma.
23,Phoebe,What's my number?
24,Phoebe,"Well, I never call me."
25,Chandler,"Oh my God, it's that Victoria's Secret model."
26,Chandler,Something... something Goodacre.
27,Chandler,"She's right, it's Jill."
28,Chandler,Jill Goodacre.
29,Chandler,Oh my God.
30,Chandler,I am trapped in an ATM vestibule with Jill Goodacre!
31,Chandler,Is it a vestibule?
32,Chandler,Maybe it's an atrium.
33,Chandler,"Oh, yeah, that is the part to focus on, you idiot!"
34,Chandler,Jill says vestibule...
35,Chandler,I'm going with vestibule.
36,Chandler,Oh!
37,Chandler,Some guy.
38,Chandler,Some guy.
39,Chandler,"'Hey Jill, I saw you with some guy last night."
40,Chandler,"Yes, he was some guy."
41,Joey,Hi everyone.
42,Ross,"And officiating at tonight's blackout, is Rabbi Tribbiani."
43,Joey,"Well, Chandler's old roomate was Jewish, and these are the only candles we have, so..."
44,Joey,"Happy Chanukah, everyone."
45,Phoebe,"Eww, look."
46,Phoebe,Ugly Naked Guy lit a bunch of candles.
47,Rachel,That had to hurt!
48,Chandler,"Alright, alright, alright."
49,Chandler,It's been fourteen and a half minutes and you still have not said one word.
50,Chandler,"Oh God, do something."
51,Chandler,"Just make contact, smile!"
52,Chandler,There you go!
53,Chandler,You're definitely scaring here.
54,Chandler,"Yeah, about 300 guys I went to high school with."
55,Chandler,"Yeah, thanks."
56,Monica,Hello?
57,Chandler,"Hey, it's me."
58,Monica,It's Chandler!
59,Monica,Are you OK?
60,Chandler,"Yeah, I'm fine."
61,Chandler,I'm trppd in an ATM vstbl wth Jll Gdcr.
62,Monica,What?
63,Chandler,I'm trppd... in an ATM vstbl... wth Jll Gdcr!
64,Monica,I have no idea what you just said.
65,Chandler,Put Joey on the phone.
66,Joey,What's up man?
67,Chandler,I'm trppd... in an ATM vstbl... wth JLL GDCR.
68,Joey,Oh my God!
69,Joey,He's trapped in an ATM vestibule with Jill Goodacre!
70,Joey,"Chandler, listen."
71,Chandler,"Yeah, like that thought never entered my mind."
72,Rachel,"Alright, somebody."
73,Monica,"OK, I'll go."
74,Monica,"OK, senior year of college... on a pool table."
75,Ross,That's my sister.
76,Joey,OK... my weirdest place would have to be... the women's room on the second floor of the New York CIty public library.
77,Monica,Oh my God!
78,Monica,What were you doing in a library?
79,Ross,"Pheebs, what about you?"
80,Phoebe,Oh... Milwaukee.
81,Rachel,Um... Ross?
82,Ross,"Disneyland, 1989, 'It's a Small World After All.'"
83,Ross,The ride broke down.
84,Ross,"So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom."
85,Phoebe,"Oh, Rachel."
86,Rachel,"Oh come on, I already went."
87,Monica,You did not go!
88,Rachel,"Oh, alright."
89,Rachel,"The weirdest place would have to be... ... oh, the foot of the bed."
90,Ross,Step back.
91,Joey,We have a winner!
92,Rachel,"I just never had a relationship with that kind of passion, you know, where you have to have somebody right there, in the middle of a theme park."
93,Ross,"Well, it was the only thing to do there that didn't have a line."
94,Rachel,"There, well, see?"
95,Rachel,Barry wouldn't even kiss me on a miniature golf course.
96,Ross,Come on.
97,Rachel,"No, he said we were holding up the people behind us."
98,Ross,And you didn't marry him because...?
99,Rachel,"I mean, do you think there are people who go through life never having that kind of..."
100,Ross,Probably.
101,Ross,"But you know, I'll tell you something."
102,Ross,Passion is way overrated.
103,Rachel,Yeah right.
104,Ross,It is.
105,Ross,"Eventually, it kind of... burns out."
106,Ross,"But hopefully, what you're left with is trust, and security, and... well, in the case of my ex-wife, lesbianism."
107,Ross,"So, you know, for all of those people who miss out on that passion... thing, there's all that other good stuff."
108,Rachel,OK.
109,Ross,"But, um..."
110,Ross,I don't think that's going to be you.
111,Rachel,You don't.
112,Ross,Uh-uh.
113,Ross,"See, I see.... big passion in your future."
114,Rachel,Really?
115,Ross,Mmmm.
116,Rachel,You do?
117,Ross,I do.
118,Rachel,"Oh Ross, you're so great."
119,Joey,It's never gonna happen.
120,Ross,What?
121,Joey,You and Rachel.
122,Ross,What?
123,Ross,Why not?
124,Joey,"Because you waited too long to make your move, and now you're in the friend zone."
125,Ross,"No, no, no."
126,Ross,I'm not in the zone.
127,Joey,"Ross, you're mayor of the zone."
128,Ross,"I'm taking my time, alright?"
129,Ross,I'm laying the groundwork.
130,Ross,Yeah.
131,Ross,"I mean, every day I get just a little bit closer to..."
132,Joey,Priesthood!
133,Joey,"Look Ross, I'm telling you, she has no idea what you're thinking."
134,Joey,If you don't ask her out soon you're going to end up stuck in the zone forever.
135,Ross,"I will, I will."
136,Ross,"See, I'm waiting for the right moment."
137,Ross,What?
138,Ross,"What, now?"
139,Joey,Yeeeeaaaahhh!
140,Joey,What's messing you up?
141,Joey,The wine?
142,Joey,The candles?
143,Joey,The moonlight?
144,Joey,"You've just got to go up to her and say, 'Rachel, I think that...'"
145,Ross,Shhhh!
146,Rachel,What are you shushing?
147,Ross,We're shushing... because... we're trying to hear something.
148,Ross,Listen.
149,Ross,Don't you hear that?
150,Rachel,Ahhhh!
151,Ross,See?
152,Rachel,Huh.
153,Chandler,"Um, is it sugarless?"
154,Chandler,"Oh, then no thanks."
155,Chandler,What the hell was that?
156,Chandler,Mental
157,Phoebe,"New York City has no power, and the milk is getting sour."
158,Phoebe,"But to me it is not scary, 'cause I stay away from dairy.... la la la, la la, la la..."
159,Ross,"OK, here goes."
160,Joey,Are you going to do it?
161,Ross,I'm going to do it.
162,Joey,Do you want any help?
163,Ross,"You come out there, you're a dead man."
164,Joey,"Good luck, man."
165,Ross,Thanks.
166,Ross,OK.
167,Joey,OK.
168,Joey,"Hey, where are you going?"
169,Monica,Outside.
170,Joey,You can't go out there.
171,Monica,Why not?
172,Joey,Because of... the reason.
173,Monica,And that would be?
174,Joey,"I, um, can't tell you."
175,Monica,"Joey, what's going on?"
176,Joey,"OK, you've got to promise that you'll never, ever tell Ross that I told you."
177,Monica,About what?
178,Joey,He's planning your birthday party.
179,Monica,Oh my God!
180,Monica,I love him!
181,Joey,You'd better act surprised.
182,Phoebe,About what?
183,Monica,My surprise party!
184,Phoebe,What surprise party?
185,Monica,Oh stop it.
186,Monica,Joey already told me.
187,Phoebe,"Well, he didn't tell me."
188,Joey,"Hey, don't look at me."
189,Joey,This is Ross's thing.
190,Phoebe,This is so typical.
191,Phoebe,I'm always the last one to know everything.
192,Monica,"No, you are not."
193,Monica,We tell you stuff.
194,Phoebe,Yuh-huh!
195,Phoebe,I was the last one to know when Chandler got bitten by the peacock at the zoo.
196,Phoebe,I was the last one to know when you had a crush on Joey when he was moving in.
197,Phoebe,Looks like I was second to last.
198,Rachel,Hmmm... this is so nice.
199,Ross,"OK, I have a question."
200,Ross,"Well, actually, it's not so much a question as.. more of a general wondering... ment."
201,Rachel,OK.
202,Ross,OK.
203,Ross,Here goes.
204,Ross,"For a while now, I've been wanting to, um...."
205,Rachel,Ohhh!!!
206,Ross,"Yes, yes, that's right..."
207,Rachel,"Oh, look at the little cat!"
208,Ross,What?
209,Ross,Ow!
210,Ross,"Monica, Joey, and"
211,Phoebe,"I'm on top of the world, looking down on creation and the only explanation I can find, is the wonders I've found ever since... Commercial Break"
212,Monica,This is just Bactine.
213,Monica,It won't hurt.
214,Joey,"Sorry, that was wax."
215,Phoebe,"Oh, poor little Tooty is scared to death."
216,Phoebe,We should find his owner.
217,Ross,Why don't we just put 'poor little Tooty' out in the hall?
218,Rachel,During a blackout?
219,Rachel,He'd get trampled!
220,Ross,Yeah?
221,Chandler,"You know, on second thought, gum would be perfection."
222,Chandler,'Gum would be perfection'?
223,Chandler,'Gum would be perfection.'
224,Chandler,"Could have said 'gum would be nice,' or 'I'll have a stick,' but no, no, no, no."
225,Chandler,"For me, gum is perfection."
226,Chandler,I loathe myself.
227,Phoebe,"Oh no, the Mendels, they hate all living things, right?"
228,Rachel,Oh.
229,Rachel,Hi.
