,Person,Said
0,Monica,"It's so weird, how did Joey end up kissing Charlie last night?"
1,Monica,I thought you'd end up kissing Charlie.
2,Ross,"Hey, I thought I'd end up kissing Charlie too ok?"
3,Ross,But SURPRISE!
4,Chandler,"I missed most of the party  Charlie's a girl, right?"
5,Ross,"Yes, she is this new professor of my department that I did    not kiss."
6,Rachel,I don't know why Joey had to kiss her!
7,Rachel,"I mean, of all the girls    at the party, GOD!"
8,Ross,Why do you care so much?
9,Monica,"Yes Rachel, why do you care so much?"
10,Rachel,Be-cause Ross is the father of my child!
11,Rachel,You know...    and I... want him to hook up with lots of women!
12,Rachel,I just... All I'm saying    is...
13,Rachel,I don't think that Joey and Charlie have anything in common.
14,Ross,"Oh, I don't know, they seem to have a shared interest in each    other's tonsils..."
15,Phoebe,"Wow, Joey and a professor!"
16,Phoebe,"Can you imagine if they had kids    and if the kids got her intelligence and Joey's raw sexual magnetism... Oh,    those nerds will get laaaaaid!"
17,Rachel,"All right, so... Ross, you're ok with all this?"
18,Rachel,I mean...
19,Ross,"Yeah, it's no big deal."
20,Ross,"I mean, I just met her and I'm fine with    it..."
21,Ross,"Oh, God."
22,Ross,I forgot how hot she was!
23,Joey,Hey!
24,Ross,I'm gonna get some more coffee.
25,Ross,Ok.
26,Chandler,"So, a professor, uh?"
27,Joey,Yeah!
28,Joey,"She is cool, and she's so smart!"
29,Joey,Her mind is totally acrimonious    .
30,Joey,That's not    how she used it...?
31,Ross,Uhm no!
32,Ross,Think less of you!
33,Ross,"No, I don't think less of you."
34,Ross,"I mean,    you saw someone you liked and you kissed them."
35,Ross,"I mean, those people who like    someone and don't kiss them... those-those people are stupid, I hate those people."
36,Ross,"Yeah, I know the type."
37,Joey,"Hey, if you wanna grab a bite before work we'd better get acrimonious."
38,Joey,No?
39,Joey,Am I getting close?
40,Joey,Opening credits
41,Phoebe,Hey!
42,Monica,Hey!
43,Phoebe,Hey you guys!
44,Phoebe,Look what I just got.
45,Rachel,"Oh, OH!"
46,Rachel,"Wow, I love those!"
47,Rachel,Where did you get them?
48,Phoebe,I bought them off Ebay!
49,Phoebe,They used to belong to the late Shania    Twain.
50,Rachel,"Phoebe, Shania Twain is still alive!"
51,Phoebe,Oh... then I overpaid.
52,Monica,"Hey, what's this?"
53,Rachel,"Oh, it's a gift certificate to this new SPA in SOHO."
54,Monica,"Oh, you can't show Phoebe this!"
55,Monica,She hates those corporate massage    chains.
56,Rachel,"Ah, why, now I can't get a massage?"
57,Rachel,There are so many things    that she disapproves of!
58,Rachel,"I can't eat veal, I can't wear fur, I can't go hunting..."
59,Monica,Do you wanna go hunting?
60,Rachel,"Well, I would like to have the option!"
61,Phoebe,What's up?
62,Phoebe,"Hey, Rachel!"
63,Rachel,Oh!
64,Phoebe,"No, you can't go there!"
65,Phoebe,"You know how I feel about these ""big    massage places""!"
66,Phoebe,They're putting people like me out of business!
67,Monica,"And she wants to go hunting, too!"
68,Rachel,"Phoebe, come on, I don't wanna waste it!"
