,Person,Said
0,Monica,"Ross, when's this comet thing start?"
1,Ross,"Well, technically it seven billion years ago"
2,Ross,Okay!
3,Ross,Okay!
4,Ross,"Fine, I'll stop!"
5,Ross,"No teaching, okay?"
6,Ross,We'll just watch the pretty light streaking across the sky.
7,Ross,Okay?
8,Ross,Who's official name is Bapstein-King.
9,Phoebe,There it is!
10,Phoebe,"Oh, look at that!"
11,Phoebe,Isn't Mother Nature amazing?
12,Chandler,That's a plane!
13,Phoebe,"Well, all right."
14,Phoebe,"1700 bags of peanuts flying that high, that's pretty amazing too."
15,Rachel,No.
16,Rachel,"No, you can't."
17,Rachel,Oh I don't-I don't know.
18,Ross,"Man, look at all those stars!"
19,Ross,Infinite space.
20,Ross,"It really, really makes you wonder, doesn't it?"
21,Joey,Y'know what else makes you wonder?
22,Ross,Huh?
23,Joey,Check out the rack on this chick!
24,Joey,Opening Credits
25,Monica,"Okay, we've been out here for two hours and we haven't seen any stupid comets."
26,Monica,Can we go now?
27,Monica,"I mean, Chandler's getting chilly."
28,Chandler,"No, I'm not!"
29,Joey,Then why are you wearing Monica's jacket?
30,Chandler,Because it's flattering!
31,Chandler,Come on Monica!
32,Chandler,Come on Monica!
33,Rachel,"Yeah actually, I think we're gonna take off too."
34,Rachel,We rented a movie.
35,Phoebe,Oh!
36,Phoebe,"I won't say, no' to a movie!"
37,Rachel,"Uh Pheebs, we just actually kinda wanted to be alone."
38,Phoebe,Shh!
39,Phoebe,Get me out of here.
40,Rachel,Oh.
41,Joey,Ross!
42,Ross,What?
43,Joey,"Come here, check this out!"
44,Ross,What?
45,Ross,Is it the comet?
46,Joey,No!
47,Joey,No-no.
48,Joey,"Look, there's a bug stuck in tar right here."
49,Ross,"Joey comeI can't believeI bring you here to see the Bapstein-King comet, one of nature's most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman!"
50,Joey,"Y'know, there's two women dude."
51,Ross,Show me where?
52,Joey,Right-right up here.
53,Ross,Joey where's the pipe that was holding the door open?
54,Joey,I don't know!
55,Joey,"Yeah, I do."
56,Ross,Joey!
57,Joey,What?!
58,Joey,All rightHey!
59,Joey,Don't look at me!
60,Joey,You're the one who wanted to come up and look for some stupid Burger King comet!
61,Ross,"It's called the Bapstein-King comet, okay?"
62,Ross,Hey!
63,Ross,Hey!
64,Ross,Bapstein was a very well respected astronomer!
65,Joey,Oh no!
66,Joey,No!
67,Joey,No!
68,Chandler,Monica!
69,Monica,She's sleeping.
70,Chandler,"I know, just quick-quick question, quick question."
71,Chandler,Which one was Deep Impact and which one was Armageddon?
72,Monica,"Deep Impact was the one with Robert Duval, Armageddon is what's going to happen to you if you wake me up."
73,Chandler,"Sorry, I justcan't sleep."
74,Chandler,Ooh!
75,Chandler,"Where is that book that you are reading with the two women who were ice-skating and wearing, wearing those hats with the flowers on it?"
76,Chandler,Because every time I look at that cover I'm like
77,Monica,It is in the living room where there is also a light!
