,Person,Said
0,Ross,Hey!
1,Rachel,"Hey, so did everything go okay with the annulment?"
2,Ross,"Oh, yeah, no problems."
3,Ross,It's all taken care of.
4,Rachel,"Ross, thank you."
5,Rachel,"Hey, do you guys wanna go see a movie?"
6,Ross,"Oh yeah, why not?"
7,Rachel,"Okay, umm, I'm gonna get my sweater."
8,Ross,Okay.
9,Ross,"You uh, you wanna hear something weird?"
10,Phoebe,Always.
11,Ross,I didn't get the annulment.
12,Phoebe,What?
13,Ross,We're still married!
14,Ross,Don't tell Rachel.
15,Ross,See you later.
16,Ross,"Hey, do you have any gum?"
17,Rachel,Oh?
18,Rachel,Yeah!
19,Rachel,Sure!
20,Phoebe,Wait!
21,Phoebe,Wait!
22,Phoebe,Hi!
23,Phoebe,"Listen, Ross can I just talk to you for just a second?"
24,Rachel,"Oh but Phoebe, we're gonna be late for the movie."
25,Phoebe,"Oh, there's a cab!"
26,Phoebe,Taxi!!
27,Phoebe,"Good timing, my God, huh?"
28,Phoebe,Here you go.
29,Rachel,"Yeah, we're, we're actually just gonna walk cause it's right up there at the Angelica."
30,Phoebe,"Oh, the Angelica!!"
31,Phoebe,Go!
32,Phoebe,Go!
33,Phoebe,You didn't get the annulment?!
34,Ross,I know.
35,Phoebe,Ross?
36,Ross,"Well, I tried!"
37,Ross,"But when I got to my lawyer's office all I could hear was, ""Three divorces."
38,Ross,"Three divorces!"""
39,Ross,"Look, I just don't want my tombstone to read, Ross Gellar, Three Divorces."
40,Phoebe,Don't be worried about that!
41,Phoebe,Your tombstone can say whatever you want it to say!
42,Phoebe,"It could say, Ross Geller, Good at Marriage!"
43,Phoebe,Y'know?
44,Phoebe,"Mine's gonna say Phoebe Buffay, Buried Alive."
45,Ross,"Look, all I know is I-I can't have another failed marriage!"
46,Phoebe,So okay what?
47,Phoebe,You're gonna be married to a girl who doesn't even know about it?
48,Phoebe,"!Op, woman!"
49,Phoebe,Sorry.
50,Ross,"Well, okay so, I don't have it all worked out quite yet."
51,Ross,"Just don't say anything to Rachel, please?"
52,Phoebe,Rachel is one of my closest friends.
53,Phoebe,"Although, being the only one who knows anything about this does makes me feel special."
54,Phoebe,Okay!
55,Rachel,"Okay, stop-stop!"
56,Rachel,Phoebe?
57,Phoebe,Hey Rach!
58,Rachel,What was that?
59,Phoebe,"Sorry, mix up."
60,Phoebe,"Hey, how was the movie?"
61,Rachel,I haven't seen it yet!
62,Phoebe,Well then you'd better hurry!
63,Phoebe,The Angelica!
64,Phoebe,Go!
65,Phoebe,Go!
66,Rachel,Noooooooo!!
67,Rachel,Opening Credits {Transciber's
68,Chandler,"Y'know when we move in together, can I get a gumball machine?"
69,Monica,Of course!
70,Monica,Joey wouldn't let you have one?
71,Chandler,No.
72,Chandler,"When it comes to sweets, he's surprisingly strict."
73,Monica,"Hey, have you figured out a way to tell him you're moving out?"
74,Chandler,"No, no, I keep trying, y'know?"
75,Chandler,"I can get out, ""Joey, I have too"" but then I lose my nerve and I always finish with, ""go to the bathroom."""
76,Chandler,He may think I'm sick.
77,Monica,"Y'know, I really have to tell Rachel, but I We just have to get it over with!"
78,Monica,"Y'know, the next time we see them we're just gonna tell them."
79,Monica,Okay?
80,Monica,That's it.
81,Chandler,"Oh, so that's this is gonna work now?"
82,Chandler,You're just gonna order me around all the time?
83,Monica,Pretty much.
84,Chandler,All right.
85,Joey,Hey Monica!
86,Monica,Hi!
87,Joey,"Hey man, you feeling any better?"
88,Monica,"Joey, we have something to tell you."
89,Joey,Oh my God!
90,Joey,You're pregnant!
91,Chandler,No-o-o!
92,Chandler,No?
93,Chandler,No-o-o!
94,Chandler,"Look Joey, here's the thing, Monica and I have decided to live together, here."
95,Chandler,"So, I'm gonna be moving out man."
96,Joey,Wow!
97,Joey,"Well, uh Hey!"
98,Joey,I'm really happy for you guys!
99,Joey,Congratulations!
100,Joey,See you later.
101,Monica,Wait!
102,Monica,Joey!
103,Monica,Joey!
104,Monica,Are you okay?
105,Joey,"Yeah, I gotta go!"
106,Joey,I got an acting job.
107,Joey,Like you'd believe that.
108,Joey,This sucks!
109,Chandler,"Look, I-I'm just gonna be right across the hall and I promise you, the minute Monica and I break up I'm moving right back in with you!"
110,Joey,Okay!
111,Joey,"Look-look-look, uh, if you're gonna be moving in with him I feel it's my responsibility to tell you the truth about him!"
112,Joey,Okay?
113,Joey,He's a terrible roommate!
114,Joey,Terrible!
115,Joey,"He uh, forgets to umm Oh-oh he always, he always ummOh, who am I kidding!"
116,Joey,He's the best roommate ever!
117,Monica,Hey Pheebs!
118,Phoebe,Hey!
119,Monica,"Hey, have you seen Rachel?"
120,Phoebe,"No, why?"
121,Monica,I have some pretty exciting news!
122,Phoebe,You're pregnant!
123,Monica,No!
124,Monica,Chandler and I are moving in together!
125,Phoebe,Ooh!
126,Phoebe,That's good!
127,Phoebe,Wow!
128,Phoebe,"But now if you were pregnant, what would you name it?"
129,Ross,Hey!
130,Ross,Hi!
131,Monica,Hey!
132,Ross,What's up?
133,Monica,"Well umm, Chandler and I are moving in together."
134,Ross,Oh my God.
135,Ross,"Ohh, my little sister and my best friendshaking up."
136,Ross,"Oh, that's great."
137,Ross,That's great.
138,Phoebe,"Guys, I'm happy too."
139,Monica,"Okay, come here!"
140,Phoebe,Wow!
141,Phoebe,Big day huh?
142,Phoebe,"People moving in, people getting annulled"
143,Monica,"Okay, I gotta go find Rachel but umm, if you guys see her could you please try to give her some really bad news so that mine doesn't seem so bad?"
144,Ross,Bye.
145,Phoebe,"Hmm, something bad to tell Rachel Bad news for Rachel, what could that be?"
146,Ross,"Could ya just, could ya just lay off, please?"
147,Ross,All right?
148,Ross,My life is an embarrassment!
149,Ross,I should go live under somebody's stairs!
150,Phoebe,"Ross, it's not that big a deal!"
151,Phoebe,"So you'll been divorced three times, you'll still have a life, you'll go on dates"
152,Ross,No!
153,Ross,"No, I won't!"
154,Ross,I'll be at the bottom of the dating barrel now.
155,Ross,"The only guys below me will be Four Divorce Guy uh, Murderer Guy, and-and, Geologists."
156,Phoebe,"Ross, you're being ridiculous!"
157,Phoebe,Okay?
158,Phoebe,You are cute and smart and sweet and that is much more important than three stupid divorces!
159,Ross,Oh yeah?
160,Ross,Have you ever dated anyone who has been divorced three times?
161,Phoebe,Y'know that's really fair.
162,Phoebe,Y'know?
163,Phoebe,Most guys who have been divorced three times are like 60.
164,Phoebe,"Ross, nobody cares about this except you!"
165,Phoebe,This-this embarrassment thing is all in your head!
166,Phoebe,"Here, I'll show you!"
167,Phoebe,Come here.
168,Ross,What?!
169,Ross,Why?
170,Phoebe,Hi!
171,Phoebe,Hi!
172,Phoebe,"Listen, my friend Ross is about to be divorced for the third time, but wouldn't you date him?"
173,Ross,"And if you wait right here, I'll go get Ross."
174,Chandler,Hey!
175,Monica,"Ugh, I thought you were Rachel!"
176,Chandler,What gave me away?
177,Monica,"I just tell her, I have to get it over with."
178,Monica,I told Ross and Phoebe and she's the only one left!
179,Chandler,"Okay, so that's it, everybody knows!"
180,Chandler,"It's official, we're moving in together."
181,Chandler,No turning back.
182,Chandler,Are ya scared?
183,Chandler,Are ya?
184,Monica,No.
185,Chandler,Wow that was my scariest voice!
186,Chandler,You're very brave.
187,Rachel,Hey!
188,Chandler,Hey.
189,Rachel,"Ugh, the worse day!"
190,Rachel,"Y'know, you think you're making progress at work and then your boss calls you Raquel."
191,Chandler,"Hey listen, for the first four years of my work everybody called me Sha-la-lap."
192,Chandler,Seriously.
193,Rachel,I believe you.
194,Rachel,"So, it was right in the middle of a staff meeting so of course no one else wants to correct her so everyone else is calling me Raquel!"
195,Rachel,"By the end of the day, the mailroom guys were calling me Rocky!"
196,Chandler,"Well, I-I still think you're very-very nice and very pretty"
197,Rachel,What?
198,Chandler,All yours babe.
199,Monica,Have a seat.
200,Monica,"Okay, listen umm, Chandler and I are going to live together, here."
201,Rachel,Oh my God!
202,Rachel,That's so great!
203,Rachel,I'm so happy for you guys!
204,Monica,Really?
205,Rachel,And that was so sweet of you to ask!
206,Rachel,"Oh my God, the three of us are gonna have such a good time living together!"
207,Monica,"Yes, we are."
208,Rachel,"And Chandler, you're gonna have to watch those long showers you take in the morning because you know Raquel can't be late."
209,Chandler,Rach
210,Monica,"Yeah, he's gonna work on that."
211,Rachel,Ohh!
212,Rachel,This is so exciting!
213,Rachel,Oh God  Come and knock on my door
214,Monica,We'll be waiting for you {Transciber's
215,Ross,"once you know the stories, it's not that bad."
216,Ross,"First marriage, wife's hidden sexuality, not my fault."
217,Ross,"Second marriage, said the wrong name at the altar, a little my fault."
218,Ross,"Third marriage, well they really shouldn't allow you to get married when you're that drunk and have writing all over your face, Nevada's fault."
219,Phoebe,"Okay, so what do you think ladies?"
220,Phoebe,Who wouldn't be interested?
221,Phoebe,Who wouldn't want to date him?
222,Phoebe,"Okay, what about you?"
223,Phoebe,Wouldn't you want a date?
224,Phoebe,Whatever!
225,Phoebe,What about you Meg?
226,Ross,What?
227,Phoebe,"She said, ""He's obviously still in love with this Rachel girl."""
228,Ross,This is crazy!
229,Ross,"I mean, yes-yes Rachel is my good friend and I-I have loved her in the past, but now, she is just my wife!"
230,Ross,"Phoebe, will you-will you help me out here?"
231,Phoebe,"Well, I thought you loved her when you-when you married her."
232,Ross,We were drunk!
233,Ross,"I would've married uh, Joey with that amount of alcohol!"
234,Phoebe,Hey!
235,Phoebe,You could do a lot worse than Joey Tribbiani!
236,Ross,"Look, I'm sorry, but you guys are wrong."
237,Ross,I just don't want to be divorced three times.
238,Phoebe,"Yes, and now he's using this three divorces reason because he wants to stay married to her because he loves her."
239,Phoebe,"I must say, ""Well done!"""
240,Phoebe,Bravo Meg.
241,Ross,Okay!
242,Ross,Fine!
243,Ross,Fine!
244,Ross,"If-if this is what you think, forget about the whole three divorce thing!"
245,Ross,"Okay, I-I'll go to my lawyer's office right now and get this marriage annulled!"
246,Ross,Okay?!
247,Ross,Because she means nothing to me!
248,Ross,NothNothing!
249,Chandler,"Okay, when are we gonna tell Rachel what is actually gonna happen?"
250,Monica,Soon!
251,Monica,I-I just couldn't before.
252,Monica,You saw how upset Joey got!
253,Monica,"I couldn't do that to her, she's my best friend!"
254,Chandler,"Well, Joey's my best friend."
255,Monica,I'm not your best friend?
256,Chandler,You just said Of course you're my best friend.
257,Chandler,Would you please tell Rachel though?
258,Monica,"All right, all right, at least I'm prepared."
259,Chandler,Okay.
260,Chandler,Oh yes.
261,Monica,Hey!
262,Chandler,Hey-hey!
263,Monica,These aren't for you!
264,Monica,Are you upset?
265,Chandler,I am now!
266,Rachel,Hey roomie!
267,Chandler,"Okay, bye!"
268,Monica,"Rach, there's something uh, important I have to tell you."
269,Rachel,Are you pregnant?
270,Monica,No!
271,Monica,"But, I'm throwing this shirt away!"
272,Monica,I think there was a little misunderstanding before.
273,Rachel,Um-hmm.
274,Monica,"Umm, when I said that uh, that Chandler and I wanted to umm, live together we meant alone together."
275,Rachel,Oh my God!
276,Rachel,"Oh, that's funny, I can't believe I did that."
277,Monica,"Oh no sweetie, no!"
278,Monica,"This is my fault, I wasn't clear!"
279,Monica,I'm really sorry.
280,Monica,"And listen, you take as much time as you need to move out okay?"
281,Monica,There's absolutely no rush.
282,Rachel,Okay.
283,Monica,Okay.
284,Monica,Don't you want a cookie?
285,Rachel,Sure?
286,Rachel,Thanks.
287,Monica,"Maybe, do you need a tissue?"
288,Rachel,"Monica, where did you get these?"
289,Monica,I made them!
290,Rachel,"Ooh, good God, they're so yummy!"
291,Joey,"God, it's gonna so weird like when I come home and you're not here."
292,Joey,Y'know?
293,Joey,No more Joey and Chan's.
294,Joey,No more J and C's.
295,Joey,"""You wanna go over to Joey and Chandler's?"""
296,Joey,"""Can't, its not there."""
297,Chandler,"Look, I'm just gonna be across the hall, we can still do all the same stuff."
