,Person,Said
0,Phoebe,"Ok, so this is pretty much what's happened so far."
1,Phoebe,"Ross was in love with Rachel since, you know, forever, but every time he tried to tell her, something kind of got in the way, like cats, and Italian guys."
2,Phoebe,"Finally Chandler was like ""forget about her"" but when Ross was in China on his dig, Chandler let it slip that Ross was in love with Rachel."
3,Phoebe,"She was like, ""Oh my god."""
4,Phoebe,"So she went to the airport to meet him when he came back, but what she didn't know was, that Ross was getting off the plane with another woman."
5,Phoebe,Uh-Oh!
6,Phoebe,"So, that's pretty much everything you need to know."
7,Phoebe,"But, enough about us."
8,Phoebe,"So, how've you been?"
9,Phoebe,Opening Credits
10,Rachel,Oh my god.
11,Rachel,Oh my god.
12,Rachel,Excuse me.
13,Rachel,Move!
14,Rachel,Move!
15,Rachel,Emergency!
16,Rachel,Excuse me!
17,Ross,Rach!
18,Rachel,"Oh, there you are!"
19,Rachel,Hi!
20,Rachel,"Oh, so, so, how was China, you?"
21,Ross,"It was, it was great."
22,Ross,"Oh, what happened?"
23,Rachel,What?
24,Ross,You're bleeding.
25,Rachel,I am?
26,Rachel,"Oh, look at that, yes I am."
27,Rachel,"Enough about me, enough about me, Mr. Back from the Orient."
28,Rachel,Come on.
29,Rachel,I wanna hear everything!
30,Rachel,Everything.
31,Ross,"Well, where do I start?"
32,Ross,This is Julie.
33,Ross,"Julie, this is Rachel."
34,Rachel,"These are, these aren't for you."
35,Rachel,These are for you.
36,Rachel,Welcome to our country.
37,Rachel,"Ok, well, not a problem."
38,Rachel,We'll just use them to stop the bleeding.
39,Rachel,Ok. Baggage claim?
40,Rachel,Ok.
41,Chandler,No way!
42,Monica,"I'm telling you, she went to the airport, and she's gonna go for it with Ross!"
43,Phoebe,Oh my god.
44,Phoebe,This is huge.
45,Phoebe,This is bigger than huge.
46,Phoebe,"This is like, all right, what's bigger than huge?"
47,Joey,"Um, this?"
48,Phoebe,Yes.
49,Monica,"Guys, you got your hair cut."
50,Chandler,"Yes, yes, we did, thanks to Vidal Buffay."
51,Phoebe,"'Cause, you know,  if you don't look good, we don't look good."
52,Phoebe,I love that voice.
53,Rachel,"Airport, airport."
54,Rachel,"Ross, not alone, Julie, arm around her."
55,Rachel,"Cramp, cramp."
56,Chandler,"Ok, I think she's trying to tell us something."
57,Chandler,"Quick, get the verbs."
58,Rachel,"You, you, you said he liked me."
59,Rachel,"You, you slowpokes!"
60,Ross,"That's all right, Rach, we got the bags."
61,Ross,"Hi, hello."
62,Ross,"Julie, this is my sister Monica."
63,Ross,This is Chandler.
64,Ross,Phoebe.
65,Ross,"Joey, what up?"
66,Joey,What up?
67,Ross,"Everyone, this is Julie."
68,Rachel,Julie.
69,Ross,And bus.
70,Ross,The screaming guy?
71,Ross,You gotta hear this story.
72,Ross,200 at least.
73,Rachel,And the chicken pooped in her lap.
74,Rachel,"Oh, I'm so sorry."
75,Rachel,"I just gave away the ending, didn't I?"
76,Rachel,Oh!
77,Rachel,"It's just, I just heard this story in the cab, and it is all I can think about."
78,Monica,This is amazing.
79,Monica,"I mean, how, how did this happen?"
80,Ross,But we haven't seen each other since then.
81,Ross,"Well I land in China, guess who's in charge of the dig."
82,Rachel,Julie!
83,Rachel,"Julie, isn't that great?"
84,Rachel,"I mean, isn't that just kick-you-in-the-crotch, spit-on-your-neck fantastic?"
85,Monica,It's an expression.
86,Ross,"Well, we just wanted to say a quick hi, and then we're gonna go see the baby."
87,Ross,"Yeah, it's really"
88,Chandler,"Well, listen, don't tell us what's gonna happen though, 'cause I like to be surprised."
89,Rachel,Bye.
90,Ross,"Hey, Rach, can I get some coffee?"
91,Rachel,"Yeah, sure."
92,Ross,Thank you.
93,Chandler,"Hey, Rach, can I get..."
94,Rachel,Did you talk to him?
95,Chandler,Not yet.
96,Rachel,"Then, no."
97,Chandler,So what the hell happened to you in China?
98,Chandler,"I mean, when last we left you, you were totally in love with, you know."
99,Ross,"I know, I know I was, but there was always this little voice inside that kept saying it's never gonna happen, move on."
100,Ross,You know whose voice that was?
101,Chandler,God?
102,Ross,"It was you, pal."
103,Chandler,"Well, maybe it was God, doing me."
104,Ross,"Look, you were right."
105,Ross,"She looks at me and sees a friend, that's all."
106,Ross,"But then I met Julie, and I don't know, we're havin' a great time."
107,Ross,"And I have to say, I never would've gone for it with her if it hadn't been for you."
108,Chandler,"Well, you owe me one, big guy."
109,Rachel,Here's your lemonade.
110,Ross,I didn't order lemonade.
111,Rachel,Oh.
112,Rachel,"Well then, you better go take that back because they're gonna charge you for that."
113,Ross,But...
114,Rachel,"Go-go-go-go, come on!"
115,Rachel,"So uh, what did you find out?"
116,Chandler,"He said...he said, he said that they're having a great time."
117,Chandler,I'm sorry.
118,Chandler,"But, the silver lining, if you wanna see it, is that he made the decision all by himself!"
119,Chandler,Without any outside help whatsoever.
120,Rachel,How is that the silver lining?
121,Chandler,You have to really wanna see it.
122,Ross,"Ironically, these are the guys who were picked last in gym."
123,Monica,"Pheebes, you know what I'm thinking?"
124,Phoebe,"Oh, ok. How, it's been so long since you've had sex, you're wondering if they've changed it?"
125,Monica,"No, although now that's what I'm thinking."
126,Phoebe,"All right, so what were you thinking?"
127,Monica,"Well, I was thinking, that you gave the guys such great haircuts, I thought, maybe you'd like to do mine?"
128,Phoebe,Ohh!
129,Phoebe,No.
130,Monica,Why not?
131,Phoebe,"Because, I'm just, I'm incredibly anal and an unbelievable control freak."
132,Monica,No you're not.
133,Phoebe,"I know I'm not, but you are, and I was trying to spare your feelings."
134,Joey,Hello?
135,Joey,"Oh, hi."
136,Joey,"Yeah, hold on a second."
137,Joey,"Ross, it's Julie, for you."
138,Ross,Hello?
139,Ross,Hi.
140,Chandler,Hi.
141,Chandler,Anybody know a good tailor?
142,Joey,Needs some clothes altered?
143,Chandler,"No, no, I'm just looking for a man to draw on me with chalk."
144,Joey,Why don't you go see Frankie?
145,Joey,My family's been goin' to him forever.
146,Joey,He did my first suit when I was 15.
147,Joey,"No wait, 16."
148,Joey,"No, 'scuse me, 15."
149,Joey,"All right, when was 1990?"
150,Chandler,Okay.
151,Chandler,You have to stop the Q-tip when there's resistance!
152,Ross,"Ok, ok, sweetheart, I'll see you later."
153,Ross,"Ok, bye."
154,Ross,What?
155,Ross,"Oh, that is so sweet."
156,Ross,"No, no, ok, you hang up."
157,Ross,"Ok, ok, one, two, three."
158,Ross,Well you didn't hang up either.
159,Rachel,She didn't hang up either!
160,Ross,"Ok, no, no, you hang up."
161,Ross,"You, you, y..."
162,Rachel,"Sorry, I thought you were talking to me."
163,Ross,Rachel!
164,Ross,I'll just call her back.
165,Rachel,Okay!
166,Ross,Hi?
167,Ross,"Sorry, we got disconnected..."
168,Rachel,"Ok, ok, ok. How did this happen to me?"
