,Person,Said
0,Chandler,Are you kidding me?!
1,Chandler,Joey.
2,Chandler,Joey!
3,Chandler,Joey!
4,Chandler,Joey!
5,Chandler,Joey!
6,Chandler,Joey!
7,Chandler,Joey!
8,Chandler,Joey!
9,Chandler,Joey!
10,Chandler,Joey!
11,Joey,Joey.
12,Joey,Joey.
13,Joey,Joey.
14,Joey,Joey!
15,Joey,Joey!
16,Chandler,Oh.
17,Chandler,"Oh, did-did-did I wake you?"
18,Chandler,Opening Credits
19,Chandler,"Gunther, can I get another cup of coffee, please?"
20,Chandler,"So uh, what do you do when you're not working here?"
21,Chandler,"Oh, okay, thanks."
22,Monica,"Chandler, that's like your fourth cup of coffee!"
23,Chandler,"Well, I am drinking lots of cups of coffee because I'm exhausted!"
24,Chandler,Because Joey started snoring!
25,Monica,He's in a different room!
26,Monica,He's really that loud?
27,Joey,"Oh, you should here me."
28,Chandler,"It's not something to be proud of, okay?"
29,Chandler,You have to go to a sleep clinic!
30,Joey,"Look, I told ya, I'm not going to any clinic!"
31,Joey,"I don't have a problem, you're the one with the problem!"
32,Joey,"You should go to a ""Quit being a baby and leave me alone"" clinic!"
33,Chandler,They don't have those.
34,Joey,"Yeah, they do!"
35,Joey,Quit being a baby and leave me alone!
36,Joey,"There, you've just had your first class!"
37,Monica,"Y'know I used to go out with this guy that was a really light sleeper, and whenever I started to snore, he would just roll me over"
38,Joey,"Ohhh, yeah!"
39,Monica,He would just roll me over and I would stop snoring.
40,Chandler,"Next time you snore, I'm rolling ya over!"
41,Joey,"I gotta do what I gotta do, you gotta do what you gotta do, you just do it."
42,Ross,Hey guys!
43,Chandler,"Hey, all right!"
44,Phoebe,Hey!
45,Phoebe,"Oh, the Olympics."
46,Monica,Have you guys picked a date yet?
47,Ross,"Oh no, not yet."
48,Phoebe,I still cannot believe you're engaged!
49,Phoebe,Just cause its happening so fast; not cause you're such a loser.
50,Ross,Oh.
51,Ross,Thanks.
52,Ross,"Uh, has anyone seen Rach?"
53,Monica,"Ugh, she's upstairs not doing the dishes!"
54,Monica,And I tell ya something!
55,Monica,I'm not doing them this time!
56,Monica,I don't care if those dishes sit in the sink until they're all covered withI'll do them when I get home!
57,Ross,Yeahoh!
58,Ross,"Hey listen umm, Emily found this wedding dress in London"
59,Phoebe,Already?
60,Ross,"Yeah, but it didn't fit."
61,Ross,"Well, luckily there's a store here that has one left in her size, but I'm the groom, I'm not supposed to see the dress"
62,Monica,I'll pick it up for you!
63,Ross,Thank you.
64,Monica,Okay.
65,Chandler,"Oh, she's got you running errands, y'know, picking up wedding dresses  Wah-pah!"
66,Ross,What's wah-pah?
67,Chandler,"Y'know, whipped!"
68,Chandler,Wah-pah!
69,Joey,That's not whipped!
70,Joey,Whipped is wh-tcssh!
71,Chandler,That's what I did.
72,Chandler,Wah-pah!
73,Joey,You can't do anything!
74,Rachel,"Hey, Mon, I was just doing the dishes!"
75,Ross,Hey!
76,Rachel,Oh!
77,Rachel,It's you.
78,Rachel,Hi.
79,Ross,"Hey, do uh, do you have a minute?"
80,Rachel,"Yeah, yeah, I was just about to take a break anyways, so"
81,Ross,"So listen uh, I know you and I haven't really had a chance to talk since uh, Emily and I decided to get married, and uh, I was just wondering how you were."
82,Rachel,Oh.
83,Ross,"I know if you were getting married I'd feel, kinda.. y'know."
84,Rachel,Yeah.
85,Rachel,Yeah.
86,Rachel,"Definitely, well it definitely took me by surprise, but I'm okay."
87,Ross,Yeah?
88,Rachel,Yeah.
89,Ross,"All right, I just wanted to check."
90,Rachel,"Oh, that's sweet."
91,Ross,You're great.
92,Ross,And I-I know someday this will happen for you too.
93,Ross,You just hang in there.
94,Rachel,"Uhh, hang in there?"
95,Ross,"Oh, no, I didn't mean, uh"
96,Rachel,I mean maybe you didn't hear about a serious relationship called me and Joshua?
97,Ross,"Oh, I thought you guys had just been on like four dates, I didn't realise that had become anything, yet."
98,Rachel,"Oh, no-no-no, no-no-no, it has become, it hasyeah."
99,Rachel,"Oh no, those were four great dates."
100,Ross,Oh.
101,Ross,Yeah?
102,Rachel,Yeah.
103,Rachel,"Oh, yeah."
104,Rachel,"And I mean, the connection, I mean y'know, emotionally, mentally, physically"
105,Ross,"Wow, that's-that's-that's incredible."
106,Rachel,I know isn't it?
107,Rachel,It's like I'm right there with Joshua.
108,Ross,Uh-huh.
109,Rachel,You are right there with Emily.
110,Rachel,"And it's y'know, it's kinda like."
111,Rachel,it's a tie!
112,Rachel,"Well, I gotta get, I gotta get back to the dishes."
113,Ross,I gotta get to work.
114,Rachel,Oh yeah?
115,Rachel,Fine.
116,Ross,"Hey, y'know, y'know what would make me really happy?"
117,Rachel,"Oh yeah, no, what's that?"
118,Ross,"If like the four of us could all y'know, hang out together."
119,Ross,"Uh, in fact Emily's coming into town this weekend, why don't you say we all have dinner?"
120,Ross,"Say, Sunday night?"
121,Rachel,That would be great!
122,Ross,"Yeah, all right, it's a date."
123,Rachel,Hang in there.
124,Rachel,You hang in there.
125,Ross,Did you say something?
126,Rachel,"No, just singing."
127,Monica,Oh my God!
128,Monica,Ohh!
129,Monica,Look at this one!
130,Monica,It's so beautiful!
131,Phoebe,"Yeah, but y'know, about have of these are gonna end up getting divorced."
132,Phoebe,The
133,Monica,"Oh, yes, umm, I'm here to pick up a dress that you have on hold."
134,Monica,The
135,Monica,Emily Waltham.
136,Monica,The
137,Monica,Okay.
138,Phoebe,You're the most beautiful bride I've ever seen.
139,Monica,"I am, aren't I?"
140,Monica,The
141,Monica,Yes?
142,Monica,The
143,Monica,All right.
144,Monica,The
145,Chandler,"All right buddy, time to roll over."
146,Chandler,No-no!
147,Chandler,"No, no-n-n-n-no!!"
148,Chandler,You are going to a clinic!
149,Chandler,"You're going to a clinic, and a pyjama store!"
150,Monica,Does she use the cups?
151,Monica,Yes!
152,Monica,I believe she does.
153,Monica,Does she use the plates?
154,Monica,Yes!
155,Monica,I believe she does.
156,Monica,Oh.
157,Monica,Thank you.
158,Monica,"Ohhh, thank you very much."
159,Monica,"Oh, thank you for coming."
160,Monica,"Uh, just a second!"
161,Phoebe,"No-no, let me in!"
162,Monica,Phoebe?
163,Phoebe,Yeah!
164,Monica,Can you just hold on for one minute?
165,Phoebe,"No, you have to let me in right now!"
166,Monica,Are you alone?
167,Phoebe,Yes!
168,Monica,All right.
169,Joey,This sucks!
170,Joey,I didn't know I had to stay up all night before I went to this stupid sleep clinic!
171,Joey,I'm so tired!
172,Chandler,It's
173,Joey,"Yeah, well"
174,Rachel,Hi!
175,Chandler,"Hey, I hear that you and Joshua are going out to dinner with Ross and Emily, and I think that's, I think that's really cool."
176,Joey,"Yeah, Rach, I think you're handling that really well."
177,Rachel,Handling it?
178,Rachel,"What do you mean, handling it?"
179,Rachel,There's nothing to handle.
180,Rachel,"Now, maybe I would have a problem with this if it wasn't for me and Joshua."
181,Rachel,"Y'know, they're not gonna get married anyway!"
182,Chandler,What?
183,Rachel,Come on!
184,Rachel,They rushed into this thing so fast it's ridiculous!
185,Rachel,"I mean, they're gonna be engaged for like what?"
186,Rachel,A year?
187,Rachel,"And somewhere along the way, one of them is gonna realise what they've done and they're call the whole thing off."
188,Rachel,"I'm telling ya, you're gonna be dancing at my wedding before you're dancing at there's."
189,Chandler,"Yeah, well, I don't dance at weddings."
190,Rachel,Why not?
191,Chandler,"Because weddings are a great place to meet women, and when I dance, I look like this"
192,Ross,Hey man.
193,Chandler,Hey!
194,Ross,"So, what are you guys doing four weeks from today?"
195,Chandler,Nothing.
196,Rachel,Nothing.
197,Joey,I am  free!
198,Ross,Great!
199,Ross,Because Emily and I are getting married in a month!
200,Ross,Joey and
201,Chandler,What?
202,Ross,Yep!
203,Rachel,In a month?
204,Ross,Yeah!
205,Rachel,"You mean, you mean 30 days?"
206,Ross,Yeah.
207,Rachel,From now?
208,Ross,Yeah.
209,Rachel,"Well, that's great."
210,Ross,Yeah!
211,Ross,"Yeah, Emily always wanted to get married in this beautiful place that her parents got married, but it's going to be torn down, so I mean, I-I know it's crazy, but everything up til now has been so crazy, and I don't know, this just feels right."
212,Ross,Y'know?
213,Joey,Hey!
214,Joey,That's the day after I stop menstruating!
215,Joey,This isn't mine.
216,Joey,Commercial Break
217,Rachel,Hi!
218,Rachel,"Ohh, nothing, I just wanted to see you."
219,Rachel,See you and hug you.
220,Rachel,See you.
221,Rachel,Yeah!
222,Rachel,Sit!
223,Rachel,"I'm more than okay, I am really, really happy!"
224,Rachel,Wanna know why?
225,Rachel,Cause I am really happy about us.
226,Rachel,"I think we are, I think we are so on the right track!"
227,Rachel,Y'know?
228,Rachel,"I mean, I think we are working, I think we are clicking."
229,Rachel,Y'know?
230,Rachel,"Yeah-yeah, y'know if-if there was just like one little area where Ithat I think we needwe would need to work on; I-I would think it was we're just not crazy enough!"
231,Rachel,"Well, yeah, right, y'know what?"
232,Rachel,"Yeah, you're right, I mean, we no, we have our fun."
233,Rachel,Yeah!
234,Rachel,"But if I mean, I mean like craaaazy!"
235,Rachel,Y'know?
236,Rachel,"Okay, all right."
237,Rachel,"This is gonna, this is gonna sound y'know, a little umm, hasty, but uh, just go with it."
238,Rachel,Umm.
239,Rachel,Ugh.
240,Rachel,What if we got married?
241,Rachel,"Oh, I know, I know, it's-it's so, it's so totally like, ""Whoa!"
242,Rachel,"Can we do this?"""
243,Rachel,"Y'know, I mean, but I mean it just feels right!"
244,Rachel,Don't you think?
245,Rachel,It does!
246,Rachel,"I mean, it just feels right, don't you think?"
247,Joey,Joey Tribbiani.
248,Joey,Sleep Clinic
249,Chandler,Yes he did.
250,Chandler,Sleep Clinic
251,Chandler,"Hey, check out that girl!"
252,Chandler,She is really hot!
253,Joey,"Yeah, she is."
254,Joey,Wow!
255,Joey,How you doin'?
256,Joey,What?
257,Chandler,You're coming on to the entire room!
258,Chandler,I'm Chandler.
259,Chandler,Hi.
260,Chandler,You mind if I
261,Chandler,"So uh, what are you in for?"
262,Chandler,"What a coincidence, I listen in my sleep."
263,Joey,So why don't you give me your number?
264,Monica,"Okay, ready?"
265,Phoebe,Yeah.
266,Monica,Okay.
267,Phoebe,I got it!
268,Phoebe,Mine!
269,Monica,Congratulations!
270,Phoebe,Thank you!
271,Monica,Okay!
272,Monica,My turn!
273,Monica,My turn!
274,Phoebe,Okay!
275,Phoebe,"Okay, ready?"
276,Monica,Yeah.
277,Phoebe,Okay.
278,Monica,That was a terrible throw!
279,Phoebe,I'm not gonna right to you!
280,Phoebe,That's not real!
281,Monica,Look at me!
282,Monica,My big concern is what's real?!
283,Monica,Oh my God.
284,Monica,"We're really sad, aren't we?"
285,Phoebe,"Yeah, I think we are."
286,Monica,This isn't even my dress.
287,Phoebe,"Well, at least you didn't rent yours from a store called, ""It's Not Too Late."""
288,Monica,I'm changing out of this.
289,Phoebe,Me too.
290,Monica,In like a half-hour?
291,Phoebe,Me too.
292,Monica,"Okay, throw it straight this time."
293,Phoebe,Okay.
294,Monica,I'm getting married next!
295,Phoebe,Yay!
296,Phoebe,I hate my regular clothes now!
297,Phoebe,Y'know?
298,Phoebe,I look down and-and I know that this isn't gonna be the most special day of my life.
299,Monica,Yeah.
300,Monica,"I mean it was kinda fun for a while, but didn't you start feeling silly?"
301,Phoebe,I guess.
302,Phoebe,Oh my God!
303,Monica,Oh God.
304,Phoebe,"Oh, you're such a cheater!"
305,Chandler,Hello!
306,Chandler,Little ones.
307,Monica,Hey!
308,Phoebe,Hey!
309,Monica,"So, is Joey gonna stop snoring?"
310,Chandler,Yep!
311,Chandler,And!
312,Chandler,A beautiful woman agreed to go out with me.
313,Chandler,"Joey wanted to ask her out, but uh, she picked me."
314,Phoebe,"Oh, how'd that happen?"
315,Chandler,Because I'm cooler.
316,Monica,"No, seriously."
317,Chandler,"Well she's, she's the kinda girlJoey was unconscious."
318,Joey,Hey you guys!
319,Joey,What's happening?
320,Monica,Oh my God!
321,Phoebe,What is that?
322,Joey,"Oh, they gave it to me at the sleep clinic, and it's gonna help me not to snore."
323,Monica,"Well, are you asleep right now, Joe?"
324,Monica,Cause I don't think you have to wear it unless you are!
325,Joey,I know I don't have too!
326,Joey,It tastes good.
327,Chandler,"Plus, you look cool."
328,Rachel,"Well, I just called Joshua"
329,Phoebe,"Oh, how did it go?"
330,Rachel,"Well, I did my best to convince him that I'm not some crazy girl who is dying to get marriedI'm just going through a hard time."
331,Phoebe,What did he say?
332,Rachel,"Well uh, his answering machine was very understanding."
333,Rachel,Ugh.
334,Rachel,I feel blue.
335,Monica,"Ohh, sweetie!"
336,Monica,"Hey, I bet you anything that he's gonna call you again."
337,Rachel,"Yeah, maybe, but I don't think I even care."
338,Rachel,I don't think he's the one I'm sad about.
339,Rachel,"Y'know, I know that I said that I am totally okay with Ross getting married, but as it turns out, I don't think I'm handling it all that well."
340,Phoebe,"Yeah, maybe."
341,Rachel,And I-I am just trying to figure out why.
342,Phoebe,Any luck?
343,Rachel,"Well, yeah, y'know how Ross and I were on again, off again, on again, off again?"
344,Rachel,"I guess I just figured that somewhere down the road, we would be on again."
345,Monica,Again.
346,Monica,Y'know what?
347,Monica,I think we all did.
348,Ross,Hey!
349,Monica,Hey!
350,Ross,"So, I got us some reservations for Sunday night, okay?"
351,Ross,"How about, Ernie's at 9 o'clock?"
352,Rachel,"Yeah, well, you uh, better make it for three."
353,Ross,"Oh, see I-I don't know if we're gonna be hungry at three."
354,Rachel,Three people.
355,Rachel,Joshua's not gonna be there.
356,Ross,What happened?
357,Rachel,"Uh, well, I think, I think he broke up with me."
358,Ross,Noo.
359,Ross,Why?
360,Rachel,"Well, apparently he scares easy."
361,Ross,"Oh, Rachel, I'm-I'm sorry."
362,Rachel,It's okay.
363,Rachel,"Sometimes, things don't work out the way you'd thought they would."
364,Ross,Come here.
365,Rachel,"Oh, hey, don't you have to go pick up Emily?"
366,Ross,Yeah.
