,Person,Said
0,Monica,What's so funny?
1,Joey,"Oh, nothing, no."
2,Joey,"It's an acting exercise, I'm practising my fake laugh."
3,Monica,Oh.
4,Joey,What-what's so funny?
5,Chandler,Oh come on man!
6,Chandler,At least let me finish this last one.
7,Chandler,Okay.
8,Chandler,"No-no, why don't you hang on to that one."
9,Chandler,"Okay, that's like the least fun game ever."
10,Rachel,"Well, I'm really sick of your smoking, so I brought something that is going to help you quit."
11,Chandler,Oh.
12,Chandler,"Nope, that patch is no good."
13,Rachel,"Come on, it's a hypnosis tape."
14,Rachel,This woman at work used it for two weeks straight and she hasn't smoked since.
15,Ross,Pffhah.
16,Rachel,What's your problem?
17,Ross,"Nothing, it's just that hypnosis is beyond crap."
18,Rachel,"Ross, I watched you get hypnotised in Atlantic City."
19,Ross,"Hey, that guy did not hypnotise me!"
20,Ross,Okay.
21,Rachel,"Oh right, cause you always pull your pants down at the count of three and play Wipe-out on your butt cheeks."
22,Phoebe,"All right, y'know forget hypnosis."
23,Phoebe,"The way to quit smoking is you have to dance naked in a field of heather, and then bath in the sweat of six healthy young men."
24,Chandler,Or what my Father called Thursday night.
25,Chandler,Opening Credits
26,Ross,Here you go.
27,Rachel,"Oh, y'know what, I didn't want cinnamon on this."
28,Ross,Sorry.
29,Phoebe,Oh my God!
30,Phoebe,Frank!
31,Phoebe,Hi!
32,Phoebe,What are you doing here?
33,Phoebe,What happened?
34,Phoebe,"But, also, what happened between you and your Mom?"
35,Phoebe,Your getting married?
36,Phoebe,My little brother's getting married!
37,Phoebe,Do I?
38,Phoebe,"Yeah, I do, yeah."
39,Chandler,"Y'know, I would've bet good money that he'd be the first one of us to get married."
40,Phoebe,"Yeah, isn't it fantastic?"
41,Monica,"Yeah, ah, but Pheebs don't you think he's a little young to get married?"
42,Phoebe,"What, he's 18."
43,Ross,"Exactly, it'll be illegal for him to drink at his own bachelor party."
44,Joey,"Yeah, or-or to get a hooker."
45,Chandler,Always illegal Joe.
46,Phoebe,"Yeah, I'm a big surprise."
47,Monica,"So, um, how-how did you guys meet?"
48,Chandler,"If that doesn't keep kids in school, what will?"
49,Ross,And so now you guys are gonna be married?
50,Rachel,Oh my God!!
