,Person,Said
0,Monica,Tell him.
1,Rachel,No.
2,Phoebe,"Tell him, tell him."
3,Monica,Just...please tell him.
4,Rachel,Shut up!
5,Chandler,Tell me what?
6,Monica,"Look at you, you won't even look at him."
7,Chandler,"Oh, come on tell me."
8,Chandler,I could use another reason why women won't look at me.
9,Rachel,"All right, all right, all right."
10,Rachel,"Last night, I had a dream that, uh, you and I, were..."
11,Phoebe,Doing it on this table.
12,Chandler,Wow!
13,Joey,Exellent dream score.
14,Ross,"Why, why, why would you dream that?"
15,Chandler,"More importantly, was I any good?"
16,Rachel,"Well, you were pretty damn good."
17,Chandler,"Interesting, cause in my dreams, I'm allways surprisingly inadequate."
18,Rachel,"Well, last night you seemed to know your way around the table."
19,Ross,"I love it, when we share."
20,Chandler,You're okay there?
21,Ross,I can't belive you two had sex in her dream.
22,Chandler,"I'm sorry, it was a one-time-thing."
23,Chandler,I was very drunk and i was somebody else's subconscious.
24,Chandler,Opening Credits
25,Chandler,Hello Rachel.
26,Rachel,Get off.
27,Phoebe,"Uh, uh, gimme."
28,Phoebe,Can you see me operating a drill press?
29,Joey,I don't know.
30,Joey,What are you wearing?
31,Ross,"Pheebs, why would you want to operate a drill press?"
32,Phoebe,Just for some short-term-work.
33,Phoebe,"You know, until I get back some of my massage clients."
34,Chandler,Pirates again?
35,Phoebe,"No, nothing like that."
36,Phoebe,I was just...such a dummie.
37,Phoebe,"I taught this ""massage-yourself-at-home-workshop."""
38,Phoebe,And they are.
39,Joey,"Hey, hey, Chan."
40,Joey,She could work for you.
41,Chandler,"Thanks Joey, that's a good idea."
42,Phoebe,What...
43,Phoebe,"I could, I could do it."
44,Phoebe,What is it?
45,Chandler,"Well, my secretary is gonna be out for a couple of weeks."
46,Chandler,She is having one of her boobs redused.
47,Chandler,It's a whole big boob story.
48,Phoebe,I could be a secretary.
49,Chandler,"Well, you know Phoebs."
50,Chandler,"I don't know if it's your kinda thing, because it involves a lot of being normal."
51,Chandler,For a large portion of the day.
52,Phoebe,I could do that.
53,Rachel,What are you playing with?
54,Ross,"Oh, it's my new beeper."
55,Joey,What the hell does a paleontologist need a beeper for?
56,Monica,Is it like for dinosaur emergencies.
57,Monica,"'Help, come quick, they're still extinct.'"
58,Ross,"No, it's for when Carol goes into labor."
59,Ross,She can get me wherever I am.
60,Ross,"I mean, all she has to do is to dial 55-JIMBO."
61,Chandler,"A cool phone number, and a possible name for the kid."
62,Monica,"All right, I'll see you guys later."
63,Rachel,Off to see young Ethan?
64,Monica,Thank you.
65,Joey,How young is young Ethan?
66,Joey,Young?
67,Monica,He's... our age.
68,Chandler,When we were?
69,Monica,"Okay, he's a senior in college."
70,Ross,College?
71,Chandler,Whoa!
72,Chandler,And this manchild has no problem with how old you are?
73,Monica,"No, of course not."
74,Monica,It's not even an issue.
75,Monica,Cause I told him I was 22.
76,Monica,"Oh, I can't pass for 22?"
77,Phoebe,"Well, maybe 25-26."
78,Monica,I am 26.
79,Phoebe,There you go.
80,Chandler,Can you hear that?
81,Phoebe,Yeah?
82,Chandler,See that'll stop when you pick up the phone.
83,Phoebe,Oh.
84,Phoebe,"Uh, I'm on."
85,Phoebe,Mr. Bing's office.
86,Phoebe,"No I'm sorry, he's in a meeting right now."
87,Chandler,I'm not in a meeting.
88,Chandler,I'm right... Whoops.
89,Phoebe,Will he know what this is in reference to?
90,Phoebe,And he has your number?
91,Phoebe,"All right, I'll see that he gets the message."
92,Phoebe,Bye bye.
93,Chandler,What?
94,Phoebe,Ross says hi.
95,Chandler,Ah!
96,Phoebe,This is so fun.
97,Phoebe,"All right, what do we do now?"
98,Chandler,"Well, now, I actually have to get to work."
99,Phoebe,Most likely.
100,Phoebe,"Okay, I'm gonna be out there."
101,Chandler,Okay.
102,Phoebe,All right.
103,Phoebe,Bye bye.
104,Chandler,Bye bye.
105,Chandler,Yes?
106,Phoebe,Whatcha doin'?
107,Chandler,Ooh.
108,Monica,"Windows are clean, candels are lit."
109,Monica,"Uh, belt's to tight, gotta change the belt."
110,Monica,Did I turn the fish?
111,Monica,"No, cause I made lasagne."
112,Monica,Am I out of control?
113,Rachel,Just a touch.
114,Rachel,"Mon, I don't understand."
115,Rachel,"I mean, you've been dating this guy since like, what... his midterms?"
116,Rachel,"I mean, why all the sudden are you so... Oh."
117,Monica,What?
118,Rachel,Could tonight be the Night?
119,Monica,I don't know.
120,Monica,Look he's a great guy and I love being with him but... you know.
121,Monica,"Things happen, and they happen."
122,Monica,You don't plan these things.
123,Rachel,"So, did you shave your legs?"
124,Monica,Yeah.
125,Rachel,A-ha!
126,Joey,Would you let it go Ross.
127,Joey,It was just a dream.
128,Joey,It doesn't mean...
129,Ross,"Oh, oh."
130,Ross,"Oh, oh."
131,Ross,Oh this is it.
132,Ross,Oh my god it's baby time.
133,Ross,Baby time.
134,Joey,"All right, relax, relax."
135,Joey,"Just relax, just relax."
136,Joey,"Be cool, be cool."
137,Ross,"Yeah, hi, I was just beeped."
138,Ross,"No, André is not here."
139,Ross,Third time today.
140,Ross,"Yes, I'm sure... No, sir."
141,Ross,I don't perform those kind of services.
142,Joey,Services?
143,Joey,"Oh, services."
144,Ross,"Yeah, you want 55-JUMBO."
145,Ross,"Yeah, that's right."
146,Ross,"That's right, JUMBO with a U, sir."
147,Ross,"No, belive me, you don't want me."
148,Ross,"Judging by his number, I'd be a huge disappointment."
149,Ross,"All rightie, bye bye."
150,Joey,"Hey, hey."
151,Joey,How was the first day?
152,Phoebe,"Oh, exellent."
153,Phoebe,"Everyone was so, so nice."
154,Chandler,"See, it pays to know the man who wears my shoes."
155,Chandler,Me.
156,Phoebe,"No, I didn't tell anybody that I knew you."
157,Chandler,Why not?
158,Phoebe,"Oh, because, you know... they don't like you."
159,Chandler,What?
160,Phoebe,I thought you knew that.
161,Chandler,Noho.
162,Chandler,Who doesn't they like me?
163,Phoebe,Everyone.
164,Phoebe,Except for uh... no everyone.
