,Person,Said
0,Monica,You look cute in bubbles.
1,Chandler,"Ehh, you're just liquored up."
2,Joey,"Hey, it's me!"
3,Joey,I'm comin' in!
4,Chandler,"I've had a very long, hard day."
5,Joey,"Ahh, I'm gonna go get some chicken."
6,Joey,Want some?
7,Chandler,"Ahh, no thanks."
8,Chandler,"No chicken, bye-bye then."
9,Joey,Okay.
10,Joey,You sure?
11,Joey,Some extra crispy?
12,Joey,Dirty rice?
13,Joey,Beans?
14,Chandler,For the last time no!
15,Chandler,Get out!
16,Chandler,"Get out, Joey!"
17,Joey,All right!
18,Chandler,Are you okay?
19,Chandler,"I'm so sorry, he wouldn't leave."
20,Chandler,He kept asking me about chicken.
21,Monica,Chicken?
22,Monica,I could eat some chicken.
23,Chandler,Hey Joe!
24,Chandler,"Yeah, can I get a 3-piece, some cole slaw, some beans, and a Coke--Diet Coke."
25,Chandler,Opening Credits
26,Phoebe,Hey!
27,Chandler,"Hey, Pheebs!"
28,Joey,Mornin' Pheebs!
29,Phoebe,I have to tell you this story.
30,Phoebe,"Okay, I was coming over here and this driver"
31,Joey,Was his name Angus?
32,Phoebe,What?
33,Joey,"Oh, he was this cab driver we had in London."
34,Phoebe,Oh.
35,Phoebe,Ha-ha-ha.
36,Phoebe,"All right, anyway"
37,Monica,"Wait, what that place, that pub he took us too?"
38,Chandler,"Uh, The Wheatsheaf."
39,Joey,"Yeah-yeah-yeah, and they had that beer!"
40,Joey,That uh
41,Monica,Bodington's!
42,Chandler,Ooh!
43,Chandler,"Ahh, Pheebs, was gonna tell a story."
44,Phoebe,"Yeah, so, he had a really funny hatI don't want to talk about it."
45,Ross,Hey!
46,Joey,"Hey, Ross, Bodington's!"
47,Ross,Yeah!
48,Joey,That was good beer.
49,Ross,Ohh
50,Joey,"Y'know, I'd walk back to London for another frosty one of those bad boys."
51,Ross,"Y'know, I think they have those at that British pub near the trade center."
52,Joey,Later!
53,Ross,Isn't Rachel supposed to be back by now?
54,Monica,"Yeah, but her plane got delayed in Athens."
55,Monica,"But actually,  she should be here by now."
56,Ross,"Oh, so-so you talked to her."
57,Ross,"Did she, did she sound mad?"
58,Monica,"No, but she likes me."
59,Monica,You abandoned her on a plane to Greece.
60,Ross,"Okay, I did not abandon Rachel!"
61,Ross,Okay?
62,Ross,Emily showed up at the airport!
63,Ross,I had to go after her!
64,Ross,"I mean, I-I did what I had to do!"
65,Ross,She's my wife!
66,Ross,Rachel is my wife!
67,Ross,Y'knowEmily!
68,Ross,"Emily, is my wife!"
69,Ross,"Man, what is that?"
70,Phoebe,So you still hadn't heard from Emily?
71,Ross,"No, not since I lost her at the airport."
72,Chandler,I can't believe she can out run you man!
73,Ross,"HEY, SHE'S FAST!!"
74,Ross,OKAY?!!
75,Ross,Oh!
76,Ross,You-you think you can be beat me?
77,Ross,Let's go!
78,Ross,Outside!
79,Rachel,Hi!
80,Ross,"Rach, Rach, I am so sorry."
