,Person,Said
0,Chandler,Hi!
1,Ross,Hey!
2,Monica,Hey!
3,Chandler,"We're just here to say goodbye, we're off to Ohio."
4,Phoebe,"Oh, right!"
5,Phoebe,Your adoption interview!
6,Monica,"Yep, we're gonna meet the lady who could be carrying our baby."
7,Joey,I can't believe it.
8,Joey,"When you guys come back, you're gonna have a baby!"
9,Joey,That is so weird!
10,Chandler,And so incorrect!
11,Monica,She's only a couple of months pregnant.
12,Monica,She liked our application but who knows if she's gonna like us.
13,Ross,"Come on, she's gonna love you guys!"
14,Chandler,"Uhm, thank you, but we're really trying not to get our hopes up."
15,Monica,And a lot could still get in our way.
16,Chandler,Yeah.
17,Chandler,"I mean, this girl could decide against adoption or she could like another couple better.."
18,Phoebe,What are you gonna name the baby?
19,Chandler,I can develop a condition in which I talk and talk and no one hears a word.
20,Joey,"But just think, ok?"
21,Joey,What if everything goes right?
22,Joey,What if this woman does pick you guys?
23,Monica,Oh my God.
24,Monica,She's gonna pick us!
25,Chandler,So we're standing firm on the 'not getting our hopes up'?
26,Monica,"You know, I know that things could still go wrong but if they don't?"
27,Monica,"If this works out, we're gonna have a baby Chandler, a baby!"
28,Chandler,"Yes, but..."
29,Monica,"Oh my God, it's gonna WORK!"
30,Monica,We're gonna make it work!
31,Monica,I'm gonna be a mummy and  you're gonna be a daddy!
32,Monica,"All right, I'll see you suckers."
33,Monica,I'm gonna get me... A BABY!
34,Monica,{she leaves)
35,Chandler,"Oh, screw it, I'm gonna be a daddy!!"
36,Chandler,OPENING CREDITS
37,Rachel,"Hey, who's Phoebe with?"
38,Joey,I'm gonna say someone I'm gonna have sex with.
39,Joey,Hey!
40,Phoebe,Hey!
41,Joey,So... who's your friend?
42,Phoebe,"Oh, that's Sarah."
43,Phoebe,"No, no."
44,Phoebe,"Don't you get any ideas, ok?"
45,Phoebe,"No, I'm not setting you up with any more of my friends!"
46,Joey,"OW, why, why, why?"
47,Phoebe,"Because you'll date her once, sleep with her and then forget she exists!"
48,Joey,"Oh, name one friend of yours that I did that with."
49,Phoebe,Mandy.
50,Joey,"Mandy, uh?"
51,Joey,"Uh... really hot blonde, big boobs?"
52,Phoebe,No.
53,Joey,"I know why I don't remember her, huh?"
54,Rachel,Do you think I'm someone else?
55,Joey,"Ok, I may not have treated your friends well in the past, but I have grown up a lot, really."
56,Joey,"Honest, Rach?"
57,Rachel,"Well, believe it or not, it's true."
58,Rachel,"When Joey and I were together, he was wonderful."
59,Rachel,He was thoughtful and mature.
60,Rachel,"And for the one week that we went out, he didn't sleep with anybody else!"
61,Joey,Growth!
62,Phoebe,"Fine, I'll give you her number."
63,Joey,"Ok, thank you."
64,Joey,And I promise you I will not forget this one.
65,Joey,Mandy.
66,Phoebe,SARAH!
67,Joey,Saraaah.
68,Ross,Hey!
69,Rachel,Hi!
70,Ross,"Hey you guys, I need some fashion advice."
71,Rachel,Oh!
72,Ross,How does this look?
73,Rachel,"Well, it's a little low... pick up a little...  a little bit more...  a little bit more..."
74,Rachel,There you go!
75,Rachel,Now throw it away!
76,Ross,C'mon!
77,Ross,This looks good!
78,Rachel,"Ross, please, trust me."
79,Rachel,I buy 30 fashion magazines a month.
