,Person,Said
0,Phoebe,Oh!
1,Phoebe,"Yeah, this is fun, couples night."
2,Chandler,"Yeah, I don't know why we hang out with married couples more often."
3,Monica,"Well, because every time we do, you make jokes about swinging and scare them away."
4,Chandler,You mean that Portuguese couple?
5,Chandler,"Yeah, like you wouldn't have done it."
6,Ross,"Hey, you guys..."
7,Ross,I have great news.
8,Monica,"Ross, we're kind of in the middle of diner here."
9,Ross,"Oh, well, er, I already ate, but sure...!"
10,Ross,Guess what happened at work today...
11,Chandler,A dinosaur died a million years ago?
12,Ross,"Try sixty-five million years ago, and then try sssshhhhhh.... My tenure review board met today and I hear it's looking really good."
13,Phoebe,Wow!
14,Ross,Yeah.
15,Ross,"Do you have any idea what this means in academic circles, uh?"
16,Ross,I am gonna get laid.
17,Rachel,Hi you guys.
18,Rachel,"Ooh, Italian!"
19,Monica,"No one wanted seconds, right?"
20,Ross,"No, no."
21,Ross,I-I'm good.
22,Rachel,Hey you guys... You're never gonna believe it.
23,Rachel,This headhunter called me.
24,Rachel,I have a meeting tomorrow with Gucci.
25,Rachel,Gucci wants me.
26,Ross,I'm up for tenure.
27,Rachel,Congratulations!
28,Ross,You too!
29,Ross,What are the odds?
30,Rachel,Ooh!
31,Joey,Guess what?
32,Joey,I finally got that seed out of my teeth.
33,Monica,I don't know who I'm happiest for...
34,Phoebe,"I do, he's been working on that all day!"
35,Phoebe,OPENING CREDITS
36,Phoebe,Hey Mon?
37,Phoebe,Was it weird changing your name to Geller-Bing?
38,Monica,"No, no."
39,Monica,It felt nice to acknowledge this.
40,Phoebe,Where did you go to do it?
41,Monica,Uhm the... the ministry... of names... bureau...
42,Chandler,YOU NEVER DID IT!
43,Monica,I'm sorry.
44,Monica,It's just the idea of being an official Bing.
45,Chandler,Hey!
46,Chandler,"I will have you know that... aah, who am I kidding."
47,Chandler,Let's call the kid Geller and let Bing die with me.
48,Phoebe,Thanks!
49,Phoebe,"Honey, would you want me to take your name?"
50,Phoebe,"All right, let's see, call me mrs Hannigan."
51,Chandler,Mrs Hannigan?
52,Phoebe,What?
53,Phoebe,Can't you see I'm in the middle of something?
54,Phoebe,"Ooh, I like it."
55,Joey,Hey guys.
56,Chandler,Hey Joe!
57,Chandler,We've got a couple of things we've got to check out at the new house.
58,Chandler,You want to come with us?
59,Joey,"No, thank you."
60,Monica,All right.
61,Monica,"I know you're not happy about us moving, but you're the only one who hasn't seen the house."
62,Chandler,"Yeah, come with us."
63,Chandler,You'll see how close it is to the city.
64,Joey,"But no, it's not close."
65,Joey,You said it was in escrow?
66,Joey,I couldn't even find it on the map.
67,Monica,"Joey, please come."
68,Monica,It would mean so much to us.
