,Person,Said
0,Joey,What is that?
1,Chandler,Treeger's snaking the shower drain.
2,Chandler,Mr.
3,Joey,Maybe he found you flip-flop.
4,Chandler,Hey!
5,Joey,Whoa!
6,Joey,Is this porn?
7,Joey,What did I do?
8,Joey,I must've hit something on the remote.
9,Chandler,Do we pay for this?
10,Joey,"No, we didn't even pay our cable billmaybe this is how they punish us."
11,Chandler,Maybe we shouldn't pay our phone billfree phone sex.
12,Joey,Maybe we shouldn't pay our gas bill?
13,Joey,Mr.
14,Chandler,"Yeah, Joey just pressed something on the remote and it just, came on!"
15,Chandler,Mr.
16,Chandler,Like finding money with naked people on it!
17,Chandler,Mr.
18,Joey,Why would he turn off the TV?
19,Joey,Opening Credits
20,Rachel,"All right, y'know what, come on, do we really have to watch this while we eat?"
21,Rachel,Joey and
22,Chandler,Oh no-no-no-no!
23,Chandler,We don't know what could make this go away.
24,Joey,"Yeah, so no one touches the remote."
25,Joey,And no one touches the TV!
26,Chandler,And no one touches the air around the TV!
27,Joey,"Imagine a protective porn bubble if you will, okay?"
28,Monica,"Well at least, I'm going to mute it."
29,Monica,Joey and
30,Chandler,Oh no-no-no!
31,Chandler,We still have porn.
32,Joey,Hey.
33,Phoebe,Hi!
34,Monica,Hi!
35,Rachel,"Honey, what are you doing?"
36,Rachel,That's too heavy.
37,Phoebe,Yeah.
38,Rachel,Give it here.
39,Rachel,"Oh, God."
40,Monica,Okay.
41,Phoebe,"Ohh, I'm getting too pregnant for this, lugging around a stupid massage table."
42,Phoebe,"Y'know, I have to find a job where I carrying a smaller table."
43,Chandler,Or a job where you don't have to carry a table.
44,Phoebe,You mean like a doctor?
45,Joey,Pheebs!
46,Joey,You're blocking the porn!
47,Joey,Look out!
48,Phoebe,Ohh!
49,Phoebe,Oh my.
50,Phoebe,"Oh, that reminds me, I have to see my OB-GYN today."
51,Ross,Hi.
52,Monica,Hi.
53,Ross,"So uh, Emily just went to the airport."
54,Monica,Oh.
55,Monica,Why didn't you take her?
56,Ross,"Eh, her-her uncle already had planned on doing it."
57,Ross,"And y'know, we-we said our good-byes this morning, so"
58,Monica,You must feel horrible.
59,Monica,Hey!
60,Monica,The guys have free porn!
61,Ross,Nah.
62,Monica,"Hey, cheer up!"
63,Monica,"You're gonna see her again, right?"
64,Ross,"Well I, that's the thing, I don't know!"
65,Ross,"I mean, whenever I brought it up with her she said,  ""This is so fantastic!"
66,Ross,Why do we have to talk about the future?
67,Ross,"Let's just enjoy"""
68,Monica,"No-no-no, don't-don't do the accent."
69,Monica,You've got to see her again.
70,Ross,And why do you care so much?
71,Monica,Because!
72,Monica,You could get to live out my fantasy!
73,Ross,You had fantasies about Emily?
74,Monica,No!
75,Monica,"Y'know, the fantasy!"
76,Monica,"Meet someone from a strange land, fall in madly love, and spend the rest of your lives together."
77,Ross,Is that why in junior high you were the only one that hung out with that Ukrainian kid?
78,Monica,"Yeah that, plus his mom used to put sour cream on everything!"
79,Ross,Ahh.
80,Monica,Do you love her?
81,Ross,"We said it was only going to be two weeks, y'know?"
82,Monica,You love her!
83,Ross,What-what is love really?
84,Monica,"Ohhh, I knew you loved her!"
85,Monica,Then you need to go to the airport and tell her.
86,Monica,You're probably just gonna catch her just as she's about to go to the gate.
87,Monica,"You're gonna call out her name and say, ""I love you!"""
88,Monica,"And she's gonna say, ""I love you, too!"""
89,Monica,"And you guys are going to have the most amazing kiss, everyone at the gate will applaud."
90,Ross,I am a good kisser.
91,Monica,"Then you two can, can sneak into the cockpit, and things will start to heat up, and then a stewardess comes in  I've been watching too much porn."
92,Rachel,Is that the heartbeat?
93,Rachel,The
94,Phoebe,Oh my God!
95,Rachel,Oh wow!
96,Rachel,This is so cool.
97,Rachel,The
98,Phoebe,"Why don't take care of this one, and should I get pregnant again, I'll hold onto your card, okay?"
99,Phoebe,The
100,Phoebe,Three?
101,Phoebe,You guys were worried I wouldn't even have one!
102,Phoebe,The
103,Phoebe,"Well, yeah."
104,Rachel,"Well, so, are-are you sure that there are three?!"
105,Rachel,The
106,Phoebe,Oh my God!
107,Phoebe,Oh my God!
108,Phoebe,Oh my God!!
109,Phoebe,So I-I mean so in a few months I'm going to have three full grown babies just walkin' around inside me?!
110,Phoebe,Oh!
111,Phoebe,Oh!
112,Phoebe,And it's gonna be one of those log rides where they just come shooting out!
113,Phoebe,The
114,Phoebe,What do you know?
115,Phoebe,Ooh!
116,Phoebe,Hi!
117,Phoebe,"Oh well, okay, hey, y'know how when you're umm, you're walking down the street and you see three people in a row, and you say, ""Oh, that's nice?"""
118,Phoebe,"Okay, yeah well, good news, you're going to have three babies."
119,Phoebe,"Oh God, I'm so glad you guys are happy, I was so afraid you were going to be all freaked."
120,Phoebe,"No, no maybe cause it's harder to raise them, and the added expense, and"
121,Phoebe,"No, back to happy."
122,Phoebe,Back to happy!
123,Phoebe,No you can't quit college!
124,Phoebe,No!
125,Phoebe,You're in college?
126,Phoebe,Really?
127,Phoebe,You can't give up on your dream.
128,Ross,Emily!
129,Ross,"I just, I had to see you one more time before you took-off."
130,Ross,"That's, that's, that's a big candy bar."
131,Ross,I had the most amazing time with you.
132,Ross,"Wait uh, listen."
133,Ross,"I-I, I have to tell you something."
