,Person,Said
0,Phoebe,"So now, what is this now?"
1,Joey,Guggly worm.
2,Phoebe,And this?
3,Joey,Glow-pop giggly jammer.
4,Phoebe,You make it so funny.
5,Monica,"Hey umm, what's this?"
6,Joey,"Ohh, a hunk of sandwich from last year."
7,Ross,"Ohh, Geller's got one hooked!"
8,Ross,Ohh!
9,Ross,Looks like a big one!
10,Ross,"Yeah, ohh!"
11,Ross,Ohh!
12,Ross,It's the classic struggle between man and Someone knocked over a lamp.
13,Joey,That's all right.
14,Joey,"Hey you guys, you know what's going to be great about the fishing trip this year?"
15,Joey,"When my dad gets me out in the middle of the lake and gives me that, ""Joey, what are you doing with your life?"""
16,Joey,stuff.
17,Joey,"I can say, ""Well, I'm doing a movie with Charlton Heston dad."
18,Joey,"What are you doing with your life?"""
19,Chandler,You don't have to stop having fun just because I'm here.
20,Chandler,Kathy didn't cheat on all of you.
21,Chandler,"Well, except you."
22,Monica,"Hey, Joey, I don't think that you should leave Chandler alone."
23,Monica,I mean it's only been two days since he broke up with Kathy.
24,Monica,Maybe you can go fishing next week?
25,Joey,"Look, there's nothing I can do for him right now, he's still in his sweat pants, that's still Phase One."
26,Joey,Y'know?
27,Joey,"I'll be back for Phase Two, I would never miss Phase Two."
28,Monica,What's Phase Two?
29,Joey,Gettin' drunk and going to a strip club.
30,Rachel,How does going to a strip club help him better?
31,Ross,Because there are naked ladies there.
32,Joey,"Which helps him get to Phase Three, picturing yourself with other women."
33,Ross,There are naked ladies there too.
34,Joey,Yeah.
35,Chandler,Would you give me one minute!!
36,Chandler,Please.
37,Chandler,Opening Credits
38,Rachel,Um-hmm.
39,Rachel,There we go.
40,Rachel,There it is.
41,Rachel,Yeah!
42,Rachel,"Oh, okay."
43,Rachel,"Uhh, well let's see."
44,Rachel,"You're aboutwell uh, this one is large."
45,Rachel,And this one
46,Rachel,Yeah!
47,Rachel,"Okay, two larges coming right up!"
48,Rachel,Yes.
49,Rachel,Mr.
50,Rachel,Sure.
51,Rachel,You got it.
52,Rachel,Great!
53,Rachel,Mr.
54,Rachel,"Me, Fledermaus, great."
55,Rachel,I really Mr.
56,Rachel,So?
57,Rachel,Ohh!
58,Rachel,Right!
59,Rachel,"Right, sorry, I'll be right back!"
60,Rachel,Oh.
61,Rachel,No!
62,Rachel,Nothing!
63,Rachel,Yeah!
64,Rachel,That would be great!
65,Rachel,"Well, I-I guessI"
66,Rachel,"Yeah, great, you betcha!"
67,Rachel,Mr.
68,Rachel,What?
69,Rachel,Mr.
70,Rachel,Oh.
71,Rachel,"Oh, right."
72,Rachel,Mr.
73,Rachel,Oh yay!
74,Chandler,"Y'know, I can't believe Kathy did this too me."
75,Chandler,"I really, thought that she was the one."
76,Chandler,"I tell you what, from now on I'm never getting out of this chair, ever!"
77,Chandler,Okay?
78,Chandler,"From now on, this chair is the one!"
79,Chandler,You wanna what else is the one?
80,Chandler,My sweat pants!
81,Ross,"Come on, man!"
82,Ross,Just-just take the sweats off.
83,Ross,Okay?
84,Ross,Just take em off and we'll have some fun.
85,Joey,Hey-hey!
86,Ross,Hi!
87,Phoebe,Hey!
88,Ross,Catch any big fish?
89,Joey,"Oh my God, you guys have no idea."
90,Monica,You stink!
91,Ross,Are you kidding?
92,Joey,"Yeah, three days on the lake without a shower."
93,Joey,Plus!
94,Joey,I fell in that big tub of worms at the bait stand!
95,Joey,"Hey, how-how's he doing?"
96,Ross,He hasn't gotten out of that chair in two days.
97,Joey,Hey buddy!
98,Joey,How's it going?
99,Joey,"Hey, see that?"
100,Joey,He just needed his pal to come home.
101,Joey,"All right, uh, I've got to go memorise my lines."
102,Joey,Me and Charlton Heston bright and early tomorrow morning!
103,Joey,Yeah-yeah!
104,Rachel,Hey!
105,Ross,Hey!
106,Rachel,"Hey, Monica!"
107,Monica,"Uh-oh, what's the matter?"
108,Rachel,"Ohh, it's Joshua invited me to this fancy club opening tonight."
