,Person,Said
0,Chandler,This is unbelievable.
1,Chandler,It's been like a half an hour.
2,Chandler,"If this was a cartoon, you'd be looking like a ham right about now."
3,Joey,There's the waitress.
4,Joey,"Excuse me, Miss."
5,Joey,"Hello, Miss?"
6,Chandler,It's Phoebe!
7,Chandler,Hi!
8,Chandler,"Wait, wait!"
9,Chandler,Wh-what are you doing here?
10,Joey,"No, no... how come you are working here?"
11,Chandler,Can we start over?
12,Joey,"No, no, no!"
13,Joey,Opening Credits
14,Ross,"I don't know whether he's testing me, or just acting out, but my monkey is out of control."
15,Ross,"But, he keeps erasing the messages on my machine, ""supposedly"" by accident."
16,Rachel,"No, yeah, I've done that."
17,Ross,"And then, like three days in a row he got to the newspaper before I did, and peed all over the crossword."
18,Rachel,I've never done that.
19,Chandler,"All right, now look at her and tell me she doesn't look exactly like her sister."
20,Joey,I'm sayin' I see a difference.
21,Chandler,They're twins!
22,Joey,I don't care.
23,Joey,Phoebe's Phoebe.
24,Joey,Ursula's... hot!
25,Chandler,"You know that thing, when you and I talk to each other about things?"
26,Joey,Yeah.
27,Chandler,Let's not do that any more.
28,Joey,"Hey Pheebs, guess who we saw today."
29,Phoebe,"Ooh, ooh, fun!"
30,Phoebe,"Okay... um, Liam Neeson."
31,Joey,Nope.
32,Phoebe,Morly Safer.
33,Joey,Nope.
34,Phoebe,The woman who cuts my hair!
35,Monica,"Okay, look, this could be a really long game."
36,Chandler,Your sister Ursula.
37,Phoebe,"Oh, really."
38,Chandler,"Yeah, yeah, she works over at that place, uh..."
39,Phoebe,Rift's.
40,Phoebe,"Yeah, I know."
41,Chandler,"Oh, you do?"
42,Chandler,Because she said you guys haven't talked in like years.
43,Phoebe,Hmmm?
44,Phoebe,Yeah.
45,Phoebe,"So, um, is she fat?"
46,Joey,Not from where I was standin'.
47,Phoebe,where were you standing?
48,Rachel,"Um, Pheebs, so, you guys just don't get along?"
49,Phoebe,"It's mostly just dumb sister stuff, you know, I mean, like, everyone always thought of her as the pretty one, you know... Oh, oh, she was the first one to start walking, even though I did it... later that same day."
50,Phoebe,"But, to my parents, by then it was like ""yeah, right, well what else is new?"""
51,Ross,"Oh, Pheebs, I'm sorry, I've got to go."
52,Ross,I've got Lamaze class.
53,Chandler,"Oh, and I've got Earth Science, but I'll catch you in Gym."
54,Rachel,"So, is this just gonna be you and Carol?"
55,Ross,"No, Susan's gonna be there too."
56,Ross,"We've got dads, we've got lesbians, the whole parenting team."
57,Rachel,"Well, isn't, isn't that gonna be weird?"
58,Ross,"No, no."
59,Ross,"I mean, it mighta been at first, but by now I, I think I'm pretty comfortable with the whole situation."
60,Monica,"Ross, that's my jacket."
61,Ross,I know.
62,Ross,"Hi, um, I'm err,  I'm Ross Geller, and err ah...  ..that's, that's my boy in there, and uh,  this is Carol Willick, and this... is Susan Bunch."
63,Ross,"Susan is um Carol's, just, com...  ..who's next?"
64,Ross,"Susan is Carol's, Carol's, Carol's, friend..."
65,Ross,Like buddies.
66,Ross,You know how close women can get.
67,Ross,Although I was married to her.
68,Ross,"Err, right."
69,Ross,A little.
70,Ross,Absolutely.
71,Ross,"So, twins... hah!"
72,Ross,That's like two births.
73,Ross,Ouch.
74,Chandler,"And  to you too, Helen."
75,Chandler,"Oh, okay."
76,Chandler,Send her in.
77,Chandler,"Hi, Nina."
78,Chandler,Come on in.
79,Chandler,"Uh, Yes."
80,Chandler,Yes.
81,Chandler,"I've just been going over your data here, and little thing, you've been post-dating your Friday numbers."
82,Chandler,"Well, it throws my WENUS out of whack."
83,Chandler,WENUS.
84,Chandler,Weekly Estimated Net...
85,Chandler,"It's not just that she's cute, okay."
86,Chandler,It's just that... she's really really cute.
87,Ross,It doesn't matter.
88,Ross,You don't dip your pen in the company ink.
89,Monica,"Ross, your little creature's got the remote again."
90,Ross,"Marcel, Marcel, give Rossie the remote."
91,Ross,Marcel.
92,Ross,"Marcel, you give Rossie the remote right now... Marce... you give Rossie the remote..."
93,Monica,Great.
94,Ross,"Relax, I'll fix it."
95,Rachel,"Cool... ""Urkel"" in Spanish is ""Urkel."""
96,Ross,How did he do this?
97,Chandler,"So tell me something, is leaving the Christmas lights up part of your plan to keep us merry all year long?"
98,Monica,"Ah no, you see, someone was supposed to take them down around New Year's... but obviously someone forgot."
99,Rachel,"Well, someone was supposed to write ""Rach, take down the lights"" and put it on the re... frigerate...  How long has that been there?"
100,Chandler,"Hey, where you been?"
101,Joey,I went back to Riff's.
102,Joey,I think Ursula likes me.
103,Joey,"All I ordered was coffee, she brought me a tuna meltt and four plates of curly fries."
