,Person,Said
0,Monica,Do you realize that four weeks from today we're getting married?
1,Monica,Four weeks baby!!
2,Monica,Four weeks!!
3,Chandler,Do you realize you get louder each week?
4,Monica,There's still so much to do.
5,Monica,Have you written your vows yet?
6,Chandler,I figured I'd buy those.
7,Chandler,"Pat, I'd like to buy a vow."
8,Monica,"Sweetie, you know I have no sense of humor when it comes to the wedding."
9,Chandler,Right.
10,Chandler,"So uh, have you written yours yet?"
11,Monica,No!
12,Monica,But I know exactly what I'm going to say.
13,Chandler,Do you happen to know what I'm going to say?
14,Monica,Let's just do it right now.
15,Monica,Okay?
16,Monica,It won't be hard.
17,Monica,Just say what's in your heart.
18,Chandler,Look at her go!
19,Chandler,She must love me more than I love her!
20,Chandler,What's wrong with me?
21,Chandler,"Ooh, don't open that door."
22,Chandler,Opening Credits
23,Chandler,"Monica, there are no words  There are no words!"
24,Chandler,This should not be this hard!
25,Joey,"All right, uh  Oh hey, you've done this before Ross, well what did you say when you made up your vows?"
26,Ross,"Well with Carol, I promised never to love another woman until the day I die."
27,Ross,She made no such promise.
28,Chandler,I'm so pathetic!
29,Chandler,Monica knows what she wants to say!
30,Chandler,You should've seen her.
31,Chandler,"Writing, writing, writing!"
32,Rachel,Monica what?
33,Phoebe,What?
34,Rachel,What is the emergency?
35,Monica,You have to help me!
36,Monica,I'm supposed to be writing my vows and all I have is this!
37,Rachel,"Well, I like the pretty little drawing of you in the wedding dress."
38,Monica,Thank you.
39,Phoebe,"Yeah, except your breasts look kinda small."
40,Monica,Those are my eyes!
41,Monica,Those are my breasts.
42,Phoebe,Oh!
43,Phoebe,Yeah!
44,Ross,"Well, why don't you just start with something simple."
45,Ross,"Like umm, Monica from the moment I met you, I knew I loved you."
46,Chandler,"Yeah, I'm not sure I can do that."
47,Ross,"...everyone, this is Chandler!"
48,Ross,Fat
49,Monica,"Hi, I'm Ross's little sister."
50,Chandler,Okay.
51,Rachel,Okay.
52,Rachel,Okay.
53,Rachel,Okay.
54,Rachel,"Umm, maybe you can start with, ""Chandler, even though we were friends; there was a part of me that always knew I wanted more."""
55,Chandler,"All right, there's a nuclear holocaust, I'm the last man on Earth."
56,Chandler,Would you go out with me?
57,Monica,Ennnh.
58,Monica,"Ooh, are we allowed to lie in the vows?"
59,Phoebe,Well maybe you don't talk about your feelings back then.
60,Phoebe,Maybe you just say something about y'know all the things that he's taught you.
61,Phoebe,Like  Or all the things you taught him.
62,Monica,Now everybody knows the basic erogenous zones.
63,Monica,"You got one, two three, four , five, six, and seven!"
64,Chandler,There are seven?!
65,Chandler,That's one?
66,Monica,It's kind of an important one!
67,Chandler,"Oh, y'know-y'know what, I was looking at it upside down."
