,Person,Said
0,Chandler,Did you see our bank statement?
1,Chandler,Can this be right?
2,Monica,I know...God.
3,Monica,I haven't seen my savings take a hit like this since   I was a kid and they came up with double-stuffed Oreos.
4,Monica,What happened to all   our money?
5,Chandler,"I'm not sure what they did, but I'm inclined to blame Enron."
6,Monica,"I guess with you doing the internship, we're just spending more than   we're bringing in."
7,Chandler,Maybe I should quit and get a job that pays.
8,Monica,"Oh, But you're finally doing something that you love!"
9,Monica,I can't ask   you to give that up.
10,Monica,Though it'd be nice if the thing that you love was y'know...   finding gold.
11,Chandler,You know what?
12,Chandler,You know what?
13,Chandler,I think we're making too big a deal   out of this.
14,Chandler,ok?
15,Chandler,So we pay our bills a little late this month and maybe next   month we cut back on a few things.
16,Chandler,And maybe we start eating out of Joey's   refrigerator for a change.
17,Chandler,You're chef... what can you make out of backing   soda and beer?
18,Monica,Ok worse case scenario is...we borrow some money from my parents.
19,Chandler,No!
20,Chandler,We're not borrowing money.
21,Monica,Why not?
22,Chandler,Because we don't do that.
23,Chandler,We are Bings!
24,Chandler,And if there's one thing   my father taught me was... well to always knock before going into the pool   house... but the other thing was never borrow money.
25,Monica,Wow!
26,Monica,I Had no idea you had this much pride.
27,Chandler,That's right!
28,Chandler,I do!
29,Chandler,And I'm your man.
30,Chandler,And I'm going to get us through   this situation even if it means you working twice as hard.
31,Chandler,Opening Credits
32,Phoebe,Why?
33,Phoebe,"Oh...you don't have to go, I have something that will fit you."
34,Phoebe,I want you to stay.
35,Phoebe,Why don't you turn them inside ou...
36,Phoebe,I'll miss you.
37,Phoebe,Great!
38,Phoebe,Ok...I'll go get the tube top.
39,Phoebe,"Wow, Mike Hannigan...You sure know how to make a girl say ""Hell   yeah!"""
40,Phoebe,Yeah!
41,Phoebe,Let's do it!
42,Phoebe,Let's live together!
43,Phoebe,"Oh god, we're really going to move in together!"
44,Phoebe,I've always wanted to live with a guy.
45,Phoebe,"""Pick up your socks!"""
46,Phoebe,"""Put   down the toilet seat!"""
47,Phoebe,"""No!"
48,Phoebe,"We're not having sex anymore!"""
49,Phoebe,It's   gonna be fun!
50,Monica,Hey Joey!
51,Joey,Hey!
52,Monica,"Listen...I need to know that what I'm about to ask you, will never   get back to Chandler."
53,Joey,I'd be lying if I said I haven't thought about it myself.
54,Joey,"Chandler is   my best friend, it would be wrong."
55,Joey,Good......But wrong.
56,Monica,Ok first of all...It would be great.
57,Monica,But that's   not what I'm here to talk to you about.
58,Monica,I need to borrow some money.
59,Joey,"Aww, I don't know Monica y'know... erm... lending friends money is always   a mistake."
60,Monica,But Chandler lent you money!
61,Joey,And I think he would tell you it was a mistake.
62,Monica,Come on...I just need it for some rent and..and some other bills.
63,Joey,Oh...how much?
64,Monica,Two thousand dollars?
65,Joey,Two thousand dollars!?
66,Joey,What do you think I am?
67,Joey,I soap opera star!
68,Monica,Yeah...
69,Joey,That's right I am!
70,Rachel,Hi you guys!
71,Rachel,Joey &
72,Monica,Hey!
73,Joey,Oo...what's in the bag?
74,Rachel,Oh er... well you know Emma started crawling?
75,Rachel,"I realised that this   place, is very unsafe for a baby."
76,Rachel,So I went to the store and got some stuff   to baby-proof the apartment.
77,Joey,Oh...baby-proofing... Why is this such a big deal now?
78,Joey,"Y'know, when   I was a kid it was like.. ""Whoops!"
79,Joey,"Joey fell down the stairs!"""
80,Joey,"or   er.. ""Whoops!"
81,Joey,"Joey electrocuted himself again!"""
82,Joey,Huh!
83,Monica,"Anyway erm, are you going to get a handyman to install this stuff?"
84,Rachel,No.
85,Rachel,I was just going to do this myself.
86,Joey,You're gonna do it?
87,Rachel,"Yeah, Why?"
88,Rachel,You don't think a woman can do this?
89,Joey,"Oh, women can."
90,Joey,You can't.
91,Rachel,Monica...would you please tell Joey that he is a pig?
92,Monica,You're a pig.
93,Monica,And you can't do this.
94,Rachel,Wha!?
95,Rachel,What!?
96,Rachel,Come on!
97,Rachel,I found the hardware store all by myself!
98,Joey,The hardware store is right down the street.
99,Rachel,There is a hardware store right down the street?
100,Phoebe,Hey you guys!
101,Phoebe,"Ok, we've got great news."
102,Ross,Congratulations!/Good for you!/Great!
103,Phoebe,I know it's so exciting!
104,Phoebe,You know I've never lived with a guy before.
105,Monica,Well you know it's just like living with a girl.
106,Monica,Only they don't steal   your makeup.
107,Monica,"Unless they're playing ""This is what my sister would look   like"""
108,Chandler,Yeah.... she's not so cute.
109,Phoebe,"Okay, well you put down the toilet seat."
110,Monica,Is that a bit you guys do?
111,Phoebe,Uh huh...we're playing you two.
112,Monica,We don't do that!
113,Monica,Tell her we don't do that!
114,Chandler,Yes dear.
115,Ross,I can't believe you guys are moving in together.
116,Ross,"That's, that's great!"
117,Ross,I mean...I'm happy for you guys..
118,Monica,I hear wedding bells.
119,Phoebe,Monica slow down!
120,Phoebe,Ok?
121,Phoebe,I'm just excited to be living with him.
122,Phoebe,"You   know I mean, I don't know, Can I see someday being married to Mike?"
123,Phoebe,Sure!
124,Phoebe,Yeah.
125,Phoebe,Y'know..I can picture myself walking down the aisle in a wedding dress that   highlights my breasts in an obvious yet classy way.
126,Phoebe,But do I want that house   in Connecticut...you know..near the good schools where Mike and I can send   Sophie and Mike Junior.. Oh my god I do.
127,Ross,"Phoebe, I had no idea you were so conventional."
128,Phoebe,I know!
129,Phoebe,I guess I am!
130,Phoebe,Oh my god!
131,Phoebe,Load up the Volvo I want to be a   soccer mom!
132,Phoebe,Yeah!
133,Phoebe,You bet roomy!
134,Monica,Don't you mean..groomy?
135,Phoebe,"Oh please, these guys, we haven't even moved in yet and they have   us picking out china patterns."
136,Phoebe,China patterns!!!!
137,Rachel,This is easy...Can't do this!
138,Rachel,Oh!
139,Rachel,Wow!
140,Rachel,Seriously I can't do this.
141,Chandler,Hey Joe!
142,Joey,Hey!
143,Chandler,Listen er..I need to ask you a favor but you can't tell Monica anything   about it.
144,Joey,I thought you didn't have secrets from Monica.
145,Chandler,And that would have made the official party line.
146,Chandler,Monica   and I are having a little financial trouble.
147,Joey,"Yeah, I know."
148,Chandler,What?
149,Chandler,What do you mean you know?
150,Joey,Err...
151,Joey,I just figured it out!
152,Joey,"You know, I mean you're not working and   the economy is bad."
153,Chandler,Oh!
154,Chandler,Right.
155,Joey,That's the fastest I have ever thought!
156,Chandler,"Anyway, err..."
157,Chandler,I need to borrow some money.
158,Joey,Oh!
159,Joey,Sure!
160,Joey,How much?
