,Person,Said
0,Phoebe,"Oh, Ross, Mon, is it okay if I bring someone to your parent's anniversary party?"
1,Monica,Yeah.
2,Ross,Sure.
3,Ross,Yeah.
4,Joey,"So, who's the guy?"
5,Phoebe,"Well, his name is Parker and I met him at the drycleaners."
6,Chandler,"Oooh, did he put a little starch in your bloomers?"
7,Chandler,Who said that?
8,Phoebe,"Yeah, he's really great though."
9,Phoebe,"He has this incredible zest for life, and he treats me like a queen, except at night when he treats me like the naughty girl I am."
10,Monica,"Oh, by the way."
11,Monica,Would it be okay if I gave the toast to mom and dad this year?
12,Ross,"Uh, yeah, you sure you want to after what happened at their 20th?"
13,Monica,"Yeah, I'd really like to."
14,Ross,"Okay, hopefully this time mom won't boo you."
15,Monica,Yes!
16,Monica,"Every year Ross makes the toast, and it's always really moving, and always makes them cry."
17,Monica,Well this year I'm going to make them cry.
18,Chandler,And you wonder why Ross is their favorite?
19,Monica,No!
20,Monica,Really!
21,Monica,"Any time Ross makes a toast everyone cries, and hugs him, and pats him on the back and they all come up to me and say, ""God, your brother."""
22,Monica,Know what they'll say this year?
23,Monica,"""God, you"""
24,Joey,"Well I can promise you, at least one person will be crying."
25,Joey,"I'm an actor, and any actor worth himself can cry on cue."
26,Monica,Really you can do that?
27,Joey,Are you kidding me?
28,Joey,Watch!
29,Joey,Well I can't do it with you guys watching me!
30,Joey,Opening Credits
31,Chandler,What are you doing?
32,Monica,"Oh I'm working on my toast for the party, or as I like to call it."
33,Monica,Sob fest 2002.
34,Monica,Hey check this out.
35,Chandler,It's a dog.
36,Monica,It's a dead dog.
37,Monica,That's Chi-Chi; she died when I was in high school.
38,Chandler,It's your parents' anniversary and you're going to talk about their dead pet?
39,Monica,"The good stuff, huh?"
40,Rachel,Hi!
41,Ross,Hey!
42,Joey,Hey!
43,Monica,You got a present for my parents.
44,Monica,That's so sweet.
45,Joey,"Yeah, yeah, in honor of their 35th wedding anniversary, I had a star named after them."
46,Ross,Aww that is so cool.
47,Joey,And I got them a book on Karma Sutra for the elderly.
48,Rachel,"Hey, do you guys have any extra ribbon?"
49,Chandler,"Yeah, sure."
50,Chandler,What do you need?
51,Chandler,"We got lace, satin, sateen, raffia, gingham, felt,  and I think my testacles may be in here too."
52,Ross,Aww!
53,Ross,Chi-Chi!
54,Ross,"Oh, I loved this dog!"
55,Ross,Y'know Monica couldn't get braces because Chi-Chi needed knee surgery.
56,Monica,What?
57,Ross,You were the 200-pound 11-year-old who rode her!
58,Phoebe,Hey!
59,Phoebe,"Everybody, this is Parker, Parker this is"
60,Chandler,Ha!
61,Ross,"Ah, actually, I'm sorry we-we probably should get going."
62,Rachel,"I, uh, think you already are."
63,Monica,That's my old dog.
64,Monica,He passed away years ago.
65,Monica,It's out on the island.
66,Monica,It's in Massapequa.
67,Ross,"Well, there is an Arby's in the shape of a tee-pee."
68,Monica,"Okay, I got my note cards."
69,Monica,Do you got the presents?
70,Chandler,Yeah.
71,Monica,And I've got the car keys.
72,Monica,Yeah.
73,Ross,"So uh, he seems like a nice guy."
74,Rachel,"Yeah, yeah I like him a lot."
75,Ross,Ya wanna hang back and take our own cab?
76,Rachel,"Yeah, otherwise I'm not going."
77,Ross,Hi!
78,Ross,Hey mom.
79,Rachel,This is such a great party!
80,Rachel,35 years.
81,Rachel,"Very impressive, do you guys have any pearls of wisdom?"
82,Rachel,Mrs.
83,Ross,"That's a good question, dad."
84,Ross,That's a good question
85,Rachel,Hmmm.
86,Rachel,Thank youwe're so excited
87,Ross,WhaWhat?
88,Ross,Mrs.
89,Rachel,What?!
90,Rachel,Mrs.
91,Ross,Dad so what we have to pretend that we're married?
92,Ross,Mr.
93,Ross,Can you believe that?
94,Rachel,"Yeah, if you're going to do the ears, you might as well take a pass at the nosal area."
95,Ross,"No, us having to lie about being married."
96,Rachel,"No, I know I don't either, but ya know what, it's their party, and it's just one night."
97,Rachel,And we don't even have to lie; we just won't say anything.
98,Rachel,"If it comes up again, we'll justsmile."
99,Rachel,We'll nod along.
100,Ross,"Hi Aunt Lisa, Uncle Dan Aunt"
101,Rachel,Hmmmm.
102,Rachel,Uncle
103,Rachel,Oh Aunt
104,Rachel,Unbelievable!
105,Ross,We love marriage!
106,Ross,Aunt
107,Ross,Hey
108,Phoebe,Hey!
109,Chandler,I don't think the flash went off.
110,Phoebe,I'll go with you
111,Chandler,Somewhere there is someone with a tranquilizer gun and a huge butterfly net looking for that man.
112,Joey,"I have to go to the bathroom too, but I don't want him complimenting my thing."
113,Ross,I'm so we weren't in the car!
114,Ross,Did he ever let up?
115,Monica,He called the Long Island Expressway a concrete miracle.
116,Ross,This room!
117,Ross,This night!
118,Ross,That waiter!
119,Ross,His shoes!
120,Ross,I must take a mental picture!
121,Ross,Ooh sorry
122,Phoebe,Were you guys making fun of Parker?
123,Ross,"That depends, how much did you hear?"
124,Phoebe,"So, he a little enthusiastic, what's wrong with that?"
