,Person,Said
0,Joey,Wow!
1,Joey,This girl is good.
2,Phoebe,Oh-ho yeah!
3,Phoebe,A song with rhyming words.
4,Phoebe,"Oo, I never thought of that before."
5,Chandler,I like her.
6,Phoebe,Why?
7,Phoebe,Because she can sing and play guitar and do both at the same time?
8,Chandler,"Well, that's pretty much all I'm looking for from these people."
9,Monica,Look at you.
10,Monica,All jealous.
11,Ross,"Yeah Pheebs, come on, you two have completely different styles."
12,Ross,"Y'know, she's more.. y'know, and you're more"
13,Phoebe,"Okay, see, see, everyone else is happy she's done."
14,Phoebe,"Oh no, one of those look for the hidden meaning' songs."
15,Phoebe,Opening Credits
16,Phoebe,"Hey Leslie, how'd you know I'd be here?"
17,Chandler,"All right listen, I have to go to the bathroom, but if the place with the big fish comes up again."
18,Chandler,I'd like know whether that's several big fish or just one big fish.
19,Joey,"So ah, Phoebe tells us you write jingles."
20,Phoebe,Actually I said she abandoned me to write jingles.
21,Joey,"Ah, anything we might of heard of?"
22,Joey,Home is Home Star stew.
23,Phoebe,"Hmm, bummer."
24,Phoebe,No.
25,Phoebe,But thanks.
26,Phoebe,Okay.
27,Phoebe,No.
28,Phoebe,But thanks.
29,Joey,"Wow, that was kinda brutal."
30,Phoebe,"Well okay, let this be a lesson to all of you, all right."
31,Phoebe,"Once you, once you betray me, I become like the ice woman, y'know."
32,Phoebe,"Very cold, hard, unyielding, y'know nothing, nothing can penetrate this icy exterior."
33,Phoebe,"Can I have a tissue, please?"
34,Monica,"Yeah, sure."
35,Chandler,No.
36,Chandler,This is just part of a dare devil game that I play called wait until the last moment before I burst and die.'
37,Chandler,"Jeez, man did you fall.. Hi!"
38,Chandler,"So ah, did ya, did-did-did ya fall high?"
39,Chandler,"Y'know what Gunther, go ah, go ahead, I'm-I'm talking to ah, ."
40,Chandler,This is the part where you say your name.
41,Chandler,Ginger.
42,Chandler,"I'm talking to Ginger, so...."
43,Chandler,"Nope, nope, I'd just ah, I'd rather talk to you."
44,Chandler,"Yes, I do."
45,Chandler,"Yes, I do have to go to the bathroom."
46,Phoebe,Where's Chandler?
47,Joey,"Ah, he can't make it, he said he had to his...  Whoa-oh!"
48,Joey,"Phew, close one."
49,Ross,Hi.
50,Rachel,"Hi, sweetie!"
51,Ross,Hello.
52,Ross,"Yeah, huh."
53,Rachel,I've got some bad news.
54,Ross,What?
55,Rachel,"I can get a quick bite to eat, but then I have to come back up here."
56,Ross,Come on sweetie!
57,Ross,"You've had to work late every night for the past two weeks, what is it this time?"
58,Ross,But work comes first!
59,Ross,"Oh hey, but that's sad about you though, what happened?"
60,Ross,Burn out?
61,Ross,"Burn all out, did ya?"
62,Rachel,"Nooo, he's leaving for a better job."
63,Ross,"Oh well that's great, so I guess this is ah, this is good bye then."
64,Ross,Huh?
65,Ross,Good bye.
66,Ross,Okay.
67,Rachel,Well we're gonna miss you around here.
68,Rachel,"Yeah, you bet."
69,Phoebe,Oh.
70,Monica,Y'know those are a delicacy in India.
71,Phoebe,"Yeah, that was Leslie calling again to see if we can get back together."
72,Phoebe,That's the twentieth time today!
73,Phoebe,And good luck Leslie!
74,Monica,"Wow, she must have hurt you pretty bad, huh?"
75,Phoebe,"Well, yeah."
76,Phoebe,"Y'know, we were best friends, ever since we were little, our Moms worked on the barge together."
77,Monica,"Oh, you two must have been so cute running around on a barge."
78,Phoebe,You never run on a barge!
79,Joey,Hey.
80,Joey,Phoebe and
81,Monica,Hey.
82,Joey,"Is ah, is Chandler around?"
83,Monica,"No, umm, he met some girl at the coffee house."
84,Joey,Oooh.
85,Monica,"Yeah, Ginger something."
86,Joey,Nooo.
87,Joey,"No, no, ah, are you sure it wasn't something that sounded like Ginger, like ah, Gingeer?"
88,Monica,"No, it was Ginger."
89,Monica,"I remember, because when he told me, I said,  the movie star.'"
90,Joey,"Aww, man."
91,Joey,That's the girl I was hiding from.
92,Joey,"When she finds out he's my roommate, she's gonna tell him what I did."
93,Monica,"Well, what did you do?"
94,Joey,"What, oh, oh, oh, no, no, I can't, I can't tell you that, it's like the most awful, horrible thing I've ever done my whole life."
95,Monica,"Y'know what, don't tell us."
96,Monica,"We'll just wait until Chandler gets home,  because it'll be more fun that way."
97,Joey,All right!!
98,Joey,"Okay, it was like four years ago."
99,Joey,"Okay, Ginger and I had gone out a few times, and then this one weekend, we went up to her Dad's cabin."
100,Joey,"Just me, her, and her annoying little dog Pepper."
101,Joey,"Well that night, I cooked this really romantic dinner...."
102,Monica,You gave her food poisoning!
103,Joey,I wish.
104,Joey,No.
105,Joey,"After dinner, me, her, and Pepper all fell asleep in front of the fire."
106,Joey,Well I woke up in the middle of the night and I saw that the fire was dying out.
107,Joey,"So, I picked up a log and threw it on."
108,Joey,"Or, at least what I thought was a log."
109,Phoebe,Oh my God!!
110,Phoebe,You threw Pepper on the fire!
111,Joey,I wish.
112,Joey,"See, I guess another thing I probably should've told you about Ginger is that she kinda has a ah, artificial leg."
113,Monica,Oh my God!
114,Monica,"Joey, what did you do after you threw her leg on the fire?"
115,Joey,I ran!
116,Chandler,"Well, that's the best kiss I've had with anyone I've ever met in a men's room."
117,Chandler,"Op, foot in a puddle, foot all in a puddle."
