,Person,Said
0,Chandler,I just walked in the bathroom and saw Kathy naked!
1,Chandler,It was like torture!
2,Ross,"Y'know if we ever go to war and you're captured, you're in for a big surprise."
3,Chandler,It just keeps getting worse and worse!
4,Chandler,Y'know?
5,Chandler,"I mean it's bad enough that I'm in love with my roommates girlfriendwhich by the way, I think she knows."
6,Chandler,Because every time we're in the room together there's this weird like energy between us.
7,Chandler,"And call me crazy, but I think she likes me too."
8,Chandler,And now I have seen her naked.
9,Chandler,"I mean at least when I've seen her with clothes on, I could imagine her body was like covered in boles or something."
10,Chandler,"But there are no boles, she's smooth!"
11,Chandler,Smooth!
12,Phoebe,Wow!
13,Phoebe,Could everyone totally see up his robe?
14,Joey,Great!
15,Joey,"All right, so I'll call you later."
16,Chandler,Hey-Hey-Hey!
17,Chandler,Who was that?
18,Joey,That would be Casey.
19,Joey,We're going out tonight.
20,Chandler,"Goin' out, huh?"
21,Chandler,Wow!
22,Chandler,Wow!
23,Chandler,"So things didn't work out with Kathy, huh?"
24,Chandler,Bummer.
25,Joey,"No, things are fine with Kathy."
26,Joey,"I'm having a late dinner with her tonight, right after my early dinner with Casey."
27,Chandler,What?
28,Joey,Yeah-yeah.
29,Joey,And the craziest thing is that I just ate a whole pizza by myself!
30,Chandler,Wait!
31,Chandler,You're going out with Kathy!
32,Joey,Yeah.
33,Joey,Why are you getting so upset?
34,Chandler,"Well, I'm upsetfor you."
35,Chandler,"I mean, having sex with an endless line of beautiful women must be very unfulfilling for you."
36,Joey,What is the big deal?
37,Joey,It's not like we're exclusive.
38,Chandler,"Look, Joey, Kathy is clearly not fulfilling your emotional needs."
39,Chandler,"But Casey, I mean granted I only saw the back of her head, but I got this sense that she's-she's smart, and funny, and gets you."
40,Joey,You got all that from the back of her head?
41,Chandler,"All right look, I think it's time for you to settle down."
42,Chandler,Y'know?
43,Chandler,"Make a choice, pick a lane."
44,Joey,Who's Elaine?
45,Phoebe,"""Little, tiny Tarzan, swinging on a nose hair."
46,Phoebe,"Swinging with the greatest of ease"" Darn it!"
47,Phoebe,"Now, I don't know who to get to the next verse."
48,Ross,"Oh, you could just go uh, ""greatest of ease  BAH-bah-bha-bhannn."""
49,Ross,Then go right into it.
50,Phoebe,"Yeah, ooh, I like that!"
51,Phoebe,Yeah.
52,Phoebe,Wait!
53,Phoebe,How do you know about bah-bah-bha-bhan?'
54,Ross,"Well umm, y'know, I used to play."
55,Phoebe,"Oh yeah, that's right, the keyboards, huh?"
56,Ross,"Yeah, just a little in high school, but then I really got into it in college."
57,Ross,I mean that's-that's when I really found my sound.
58,Monica,Oh God!
59,Monica,"Orange juice just came out of my nose, but it was totally worth it."
60,Monica,"Oh my God, I completely forgot about your sound."
61,Ross,Yeah.
62,Monica,He used to lock himself in the basement for hours.
63,Monica,"No one was every allowed to hear, ""The Sound."""
64,Phoebe,"I wanna hear ""The Sound."""
65,Ross,Really?
66,Ross,No.
67,Ross,"I mean, nah, I haven't played in so long, and-and, well it's-it's really personal stuff, y'know?"
68,Phoebe,"Come on, play that funky music white boy."
69,Monica,Yeah!
70,Ross,"No, you guys, I mean my keyboards are all the way up inNo, yeah, okay."
71,Ross,"Okay, guys."
72,Chandler,All right!
73,Chandler,"Bring it on, you"
74,Ross,Here we go.
75,Ross,"Y'know, I've-I've never played my stuff for anyone before, so it's important that-that you understand it's about communicating very private emotions."
76,Ross,"Y'know, umm, you should-you should think of umm, my work as wordless sound poems."
77,Ross,That's what I'm
78,Chandler,Oh my God!
79,Chandler,Play!
80,Monica,"Boy, that was-that was, umm terrific."
81,Chandler,"Really, bitchin'!"
82,Phoebe,"Wow, it was sowow!"
83,Ross,Really?!
84,Ross,"I mean, really?!"
85,Rachel,"Yeah, I mean, you should play in public!"
86,Ross,Wow!
87,Ross,"Thanks, you guys."
88,Ross,"That's uhohhh, I wanna, I wanna play you another piece!"
89,Ross,Umm!
90,Ross,Uh-oh!
91,Ross,"I left my uh, helicopter sounds on another disk."
92,Ross,I'll be right back!
93,Ross,Okay?
94,Ross,"This is so nice, I'mI am so"
95,Monica,Oh God bless my dad sound proofing the basement!
96,Rachel,"Oh, I can't believe I ever let him touch me with those fingers."
97,Phoebe,"What are you guys talking about, I loved it!"
98,Phoebe,It was soo moving.
99,Phoebe,"Oh, plus it's just, it's so different from the stuff you usually hear."
100,Chandler,"You mean like, music?"
101,Chandler,"Yeah, I know what you're thinkin'!"
102,Chandler,"Yes, yes, your breasts are just as firm and juicy."
103,Chandler,Come in!
104,Chandler,"Uh yes, but uh, I just watch it for the articles."
105,Chandler,"No-no, he's not back yet, but he'll be here any minute."
106,Chandler,"So uh, come on in."
107,Chandler,Have a seat.
108,Chandler,Bow or stern?
109,Chandler,I like it in the stern.
110,Chandler,of the boat.
111,Chandler,Hello.
112,Joey,"Hey, it's me."
113,Joey,Listen Casey and I were on our way back and had a little car trouble.
114,Chandler,What happened?
115,Joey,"We broke down on the Parkway, so I have to walk back and get some transmission fluid."
116,Joey,"And hey, listen could you please tell Kathy that I'll be there as soon as I can."
117,Chandler,Why can't you tell her?
118,Joey,"Cause I only have one quarter, and I think my time is about to"
