,Person,Said
0,Joey,Morning!
1,Rachel,Hi!
2,Rachel,"Oh, how was your date last night?"
3,Joey,Pretty good.
4,Rachel,Oh good.
5,Rachel,Ahhh!
6,Rachel,"My God, sorry!"
7,Joey,"Okay, really good."
8,Joey,Anyway I gotta go; I'm late for work.
9,Rachel,What-what?!
10,Rachel,You're gonna leave this person with me?
11,Joey,"YeahHey, don't worry, she's a terrific girl."
12,Joey,"And hey listen, could you do me a favor?"
13,Joey,When she comes out could you just mention that I'm not looking for a serious relationship; that'd be great.
14,Rachel,Why?!
15,Rachel,What?!
16,Rachel,Are you kidding?
17,Joey,"Just casually slip it in, y'know lay the groundwork."
18,Joey,"Tell her uh, I'm a lonerNo!"
19,Joey,An outlaw!
20,Joey,Tell her she doesn't want to get mixed up with the likes of me.
21,Rachel,Y'know what?
22,Rachel,"That's a lot to remember, can't I just tell her you're a pig?"
23,Joey,"Hey, I'm gonna call her later!"
24,Joey,Honest!
25,Joey,"Oh come on, Chandler used to do it!"
26,Joey,He'd even make the girl pancakes!
27,Joey,"Plus, he'd make extras and leave em for me."
28,Rachel,"Well forget it, I'm not telling that girl anything."
29,Rachel,That is not my responsibility.
30,Joey,Fine!
31,Joey,"Now, where'd we land on those pancakes?"
32,Joey,Joey's
33,Rachel,Hi.
34,Rachel,Joey's
35,Rachel,"Yeah, Joey kinda disabled it when I moved in."
36,Rachel,Joey's
37,Rachel,Hi.
38,Rachel,Would you like some pancakes?
39,Rachel,Opening Credits
40,Chandler,Come on!
41,Chandler,Why are we here?
42,Ross,"Okay, okay take a guess."
43,Chandler,The hot chicks?
44,Ross,"Okay, okay, I was typing names into the library computer earlier, y'know-y'know for fun, and I typed mine in and guess what came up?"
45,Ross,My doctoral dissertation!
46,Ross,It's here!
47,Ross,"Yeah, it's right-it's right down here!"
48,Ross,In the biggest library in the university!
49,Chandler,Wow that's actually pretty cool.
50,Ross,"Oh umm, there's also a book here by a woman named Wendy Bagina."
51,Ross,What is that?
52,Chandler,Sounds like two people are really enjoying the Dewey decimal system.
53,Chandler,Female
54,Chandler,"You didn't bring me here to do that, did you?"
55,Monica,She sent the chicken back again?!
56,Monica,The
57,Monica,Well fine!
58,Monica,I want to meet this chicken expert!
59,Monica,Send the Colonel in!
60,Monica,"Anyway, guess who the Colonel is by the following phrase.)"
61,Monica,The
62,Monica,Lucky bastard!
63,Monica,Janice.
64,Monica,I'm fine.
65,Monica,Oh Uh
66,Chandler,OHMYGAWD!
67,Chandler,"I am so sorry sweetie, are you okay?"
68,Chandler,"You didn't tell her we were getting married, did you?"
69,Monica,"Well, she saw the ring."
70,Chandler,Did she freak out?
71,Monica,"Well, she was shocked when I told her, but then again so were most people."
72,Chandler,Right.
73,Monica,"Well, she actually has a boyfriend y'know herself, named Clark."
74,Monica,"Uh, she also kinda invited herself to our wedding."
75,Monica,Clark too.
76,Chandler,You said no right?
77,Monica,Huh?
78,Chandler,You said no right?
