,Person,Said
0,Joey,"So, what did you guys think?"
1,Monica,Hello?
2,Monica,Hold on please.
3,Monica,"Joey, it's your mom."
4,Chandler,It's your mommy.
5,Chandler,It's your mommy.
6,Ross,Ohhhh
7,Rachel,That's nice.
8,Joey,"Mom, so what did you think?"
9,Rachel,Well that was ummOkay.
10,Ross,It wasn't the best.
11,Chandler,That was one of the worse things ever.
12,Chandler,And not just on TV.
13,Monica,Wh-what are we gonna tell him?
14,Ross,"Well, the lighting was okay."
15,Rachel,Ohh no you don't!
16,Rachel,"You got lighting last time, lighting is mine!"
17,Monica,And I have costumes.
18,Ross,Oh great!
19,Ross,"That means I'm stuck with, ""So, we were watching you in there  and you were sittin' right here!"
20,Ross,"Whoa!"""
21,Rachel,What are you gonna do Pheebs?
22,Phoebe,I don't know.
23,Phoebe,I don't know.
24,Phoebe,I can't lie to him again.
25,Phoebe,Oh no Ino!
26,Phoebe,I'm just gonna press my breasts up against him.
27,Chandler,And say nothing?
28,Phoebe,"Uh-huh, yeah that's right."
29,Joey,Wow!
30,Joey,"Well, my folks really liked it!"
31,Joey,So what-what did you guys think?
32,Joey,It wasn't that good.
33,Joey,Opening Credits
34,Monica,"Phoebe, do you think that your favorite animal says much about you?"
35,Phoebe,What?
36,Phoebe,You mean behind my back?
37,Rachel,Oh!
38,Rachel,"Hi you guys, oh my God!"
39,Rachel,You'll never gonna believe happened to me today!
40,Rachel,I am sitting in my office and
41,Joey,You guys!
42,Joey,You guys!
43,Joey,You're not gonna believe what my agent just told me!
44,Rachel,Joey!
45,Rachel,Kinda in the middle of a story here!
46,Joey,"Ooh, sorry."
47,Joey,Sorry.
48,Joey,"You finish, go."
49,Rachel,"Okay, so anyway I'm sittin' in my office and guess who walks in."
50,Joey,I'm gonna be on two TV shows!
51,Joey,Monica and
52,Phoebe,"Oh, that's great!"
53,Rachel,Joey!
54,Joey,"Oh, you weren't finished?"
55,Rachel,Yeah!
56,Rachel,Guess who walks into my office is the end of my story.
57,Rachel,It was Ralph Lauren!
58,Rachel,Ralph Lauren walked into my office!
59,Joey,"Uh Rach, if you're gonna start another story, at least let me finish mine."
60,Rachel,It's the same story.
61,Joey,"Wow, it's really long."
62,Rachel,"Anyway, Ralph just came in to tell me that he's so happy with my work that he wants me to be the new merchandising manager for polo retail."
63,Monica,Still get a discount on wedding dresses?
64,Rachel,Yeah!
65,Monica,I'm so happy for you!
66,Joey,"Well, these really are the days of our lives."
67,Monica,What?
68,Joey,"Well, since you ask."
69,Joey,They want me back on Days of Our Lives!
70,Phoebe,Oh God!
71,Rachel,I gotI get a big pay raise!
72,Phoebe,Oh hey!
73,Joey,"I'll be playing Drake Remoray's twin brother, Stryker!"
74,Monica,Oooh!
75,Rachel,I get to hire my own assistant!
76,Rachel,Monica and
77,Phoebe,Ahhh!
78,Joey,WellI got a head rush from standing up to fast right there.
79,Rachel,And you were at this job for four years?
80,Rachel,"Okay, well this is all very impressive Hilda, um I just have one last question for you."
81,Rachel,"Uh, how did I do?"
82,Rachel,Was this okay?
83,Rachel,I've never interviewed anyone before.
84,Rachel,I've actually never had anyone work for me before.
85,Rachel,"Although when I was a kid, we did have a maid, but this is-this isn't the same thing."
86,Rachel,No.
87,Rachel,"Yeah, and I know that."
88,Rachel,"All right, well thank you so much for coming in it was nice to meet you."
89,Rachel,All right.
90,Rachel,I'm a total pro!
91,Rachel,Wow!
92,Rachel,H-umm!
93,Rachel,Hi!
94,Rachel,"Yes, uh I'm sorry the models are actually down the hall."
95,Rachel,Really?!
96,Rachel,"Okay well then, all right, well just have a seat there."
97,Rachel,"Umm, so what'swhat iswhat's your name?"
98,Rachel,"Uh-huh, go on."
99,Rachel,"That's your whole name, okay of course it is!"
100,Rachel,"Okay, well let's-let's just have a look-see here."
101,Rachel,"Oh come on, what are you talking about?"
102,Rachel,You've got three years painting houses.
103,Rachel,Two whole summers at T.G.I.
104,Rachel,"Friday's, come on!"
105,Rachel,"Okay, hold on just a second."
106,Rachel,"I'm sorry, it's for human resources, everybody has to do it."
107,Rachel,Could you just stand up please?
108,Chandler,No-no-no-no.
109,Chandler,Hey!
110,Phoebe,"Anyway, I should go."
111,Phoebe,"Okay, bye."
112,Monica,Hey sweetie.
113,Chandler,Hi sweetie.
114,Chandler,"So, what was with all the whispering?"
115,Monica,I can't tell you.
116,Monica,It's a secret.
117,Chandler,Secret?
118,Chandler,Married people aren't supposed to have secrets between one another.
119,Chandler,We have too much love and respect for one another.
120,Monica,Awww.
121,Monica,But still no.
