,Person,Said
0,Monica,Come in.
1,Monica,I've been waiting for you.
2,Rachel,Hi!
3,Rachel,I just wanna--Ahhh!!!
4,Rachel,Oh my God!
5,Rachel,Oh my God!
6,Monica,"Okay, I'm sorry!"
7,Monica,I'm sorry!
8,Monica,"I-I-I was um, I was taking a nap."
9,Rachel,Since when do take naps in that position.
10,Rachel,"Oh God Monica, tell me you were waiting for a guy!"
11,Rachel,Please tell me you were waiting for a guy!
12,Monica,Yes.
13,Monica,"Yes, I was."
14,Monica,A guy.
15,Monica,From work.
16,Monica,I'm seeing a guy from work!
17,Monica,Ha!
18,Rachel,"That cute waiter guy from your restaurant, the one that looks like a non-threatening Ray Liotta?"
19,Monica,"Uh-huh, that one!"
20,Rachel,"Y'know what, just give me a second and I'll be out of your hair."
21,Rachel,I'm just gonna grab a jacket.
22,Rachel,"When I get back, I want every little detail."
23,Rachel,Maybe that's him.
24,Monica,"Okay, umm, okay, umm  It's just Joey and Ross."
25,Rachel,Why aren't you guys at the movie?
26,Joey,"Well, we were!"
27,Joey,But Ross was talking so loud on his phone they threw us out!
28,Ross,I had to talk loud because the movie was loud!
29,Joey,He's talking to London!
30,Monica,But why?!
31,Monica,Did he get in touch with Emily?
32,Joey,"Well no, not yet."
33,Joey,He's calling everyone on her side of the family hoping that someone will help him get in touch with her.
34,Ross,"I-I-I don't care if I said some other girl's name you prissy, old twit!"
35,Joey,Ross!
36,Joey,Way to suck up to the family.
37,Chandler,Ha-ha-ha--enh-enh.
38,Chandler,I'm so glad you guys are all here!
39,Chandler,My office finally got wrinkle free fax paper!
40,Chandler,Opening Credits
41,Joey,Hey!
42,Chandler,"Oh no-no-no-no-no-no, vomit tux!"
43,Chandler,"No-no, vomit tux!"
44,Joey,"Don't worry, I had it dry-cleaned."
45,Monica,Vomit tux?
46,Monica,"Who vomited ony'know what, what you up to Joe?"
47,Joey,"Well, I'm doing this telethon thing on TV and my agent got me a job as co-host!"
48,Monica,Oh that's great!
49,Joey,"A little uh, good deed for PBS and a little TV exposure, now that's the kind of math Joey likes to do!"
50,Phoebe,"Ugh, PBS!"
51,Monica,What's wrong with PBS?
52,Phoebe,"Ugh, what's right with them?"
53,Joey,"Why don't you like PBS, Pheebs?"
54,Phoebe,"Okay, 'cause right after my mom killed herself, I was just in this really bad place, y'know personally."
55,Phoebe,"So, I just thought that it'd make me feel better if I wrote to Sesame Street, 'cause they were so nice when I was a little kid!"
56,Phoebe,No one ever wrote back.
57,Chandler,Well y'know a lot of those Muppets don't have thumbs.
58,Phoebe,All I got was a lousy key chain!
59,Phoebe,And by that time I was living in a box.
60,Phoebe,I didn't have keys!
61,Joey,"I'm sorry Pheebs, I just, y'know, I just wanted to do a good deed."
62,Joey,Like-like you did with the babies.
63,Phoebe,"This isn't a good deed, you just wanted to get on TV!"
64,Phoebe,This is totally selfish.
65,Joey,Whoa!
66,Joey,Whoa!
67,Joey,Whoa!
68,Joey,"What about you, having those babies for your brother?"
69,Joey,Talk about selfish!
70,Phoebe,What-what are you talking about?
71,Joey,"Well, yeah, it was a really nice thing and all, but it made you feel really good right?"
72,Phoebe,Yeah.
73,Phoebe,So?
74,Joey,"It made you feel good, so that makes it selfish."
75,Joey,"Look, there's no unselfish good deeds, sorry."
76,Phoebe,Yes there are!
77,Phoebe,There are totally good deeds that are selfless.
78,Joey,"Well, may I ask for one example?"
79,Phoebe,"Yeah, it's Y'know there'sno you may not!"
80,Joey,That's because all people are selfish.
81,Phoebe,Are you calling me selfish?
82,Joey,Are you calling you people?
83,Joey,"Yeah, well sorry to burst that bubble, Pheebs, but selfless good deeds don't exist."
84,Joey,Okay?
85,Joey,And you the deal on Santa Clause right?
86,Phoebe,I'm gonna find a selfless good dead.
87,Phoebe,"I'm gonna beat you, you evil genius."
88,Ross,Hello.
89,Ross,Emily?
90,Ross,Emily!
91,Ross,Oh my God!
92,Ross,"Oh my God, it's Emily!"
93,Ross,It's Emily everyone!
94,Ross,Shush-shush-shhst!
95,Ross,Hi!
96,Ross,No wait!
97,Ross,"Look, wait!"
98,Ross,"Okay, you can hang up, but I'm gonna keep calling!"
99,Ross,"I'm gonna, I'm gonna call everyone in England if that's what it takes to get you to talk to me!"
100,Ross,Look you're my wife.
101,Ross,We're-we're married.
102,Ross,Y'know?
103,Ross,I-I love you.
104,Ross,I-I really miss you.
105,Ross,She's talking.
106,Phoebe,"Hey, Joey, when you said the deal with Santa Clause, you meant?"
107,Joey,That he doesn't exist.
108,Phoebe,Right.
109,Rachel,"So Chandler, have you heard about Monica's secret boyfriend?"
110,Chandler,"Uhh, yeah."
111,Chandler,"She uh, she uh, she uh might've mentioned him."
112,Rachel,"So Mon, when are we gonna meet this new secret waiter man?"
113,Monica,"Ohh, he's really shy."
114,Monica,I-I don't think he's up to meeting everyone yet.
115,Chandler,"Yeah, I don't think he's up to meeting everyone yet."
116,Rachel,I don't care!
117,Rachel,I wanna meet this guy who's the best sex she ever had!
118,Chandler,Really?!
119,Chandler,That's what you heard?
120,Chandler,You said that?
121,Monica,I might've said that.
122,Monica,Why is that funny?
123,Chandler,Because I'm very happy for him!
124,Chandler,"And you, you lucky dog!"
125,Ross,Hi!
126,Monica,Hey!
127,Ross,"Well, Emily's willing to work on the relationship."
128,Chandler,Yes!
129,Monica,That's great!
130,Ross,In London!
131,Monica,What?
132,Ross,She wants me to move to London.
133,Monica,But you live here!
134,Monica,You know that.
135,Rachel,What-what-what are you gonna do?
136,Ross,I bet if I talk to Carol and Susan I can convince them to move to London with Ben.
137,Monica,"Yeah, I'm sure your ex-wife will be more than happy to move to another country so you can patch things up with your new wife."
138,Ross,It could happen.
139,Joey,How ya doin'?
140,Joey,Welcome.
141,Joey,Good to see ya!
142,Joey,Stage
143,Joey,That's great.
144,Joey,"But uh, I'm not really expecting a lot of calls."
145,Joey,Stage
146,Joey,But I'm the host!
147,Joey,Stage
148,Joey,You don't seem to understand.
149,Joey,"See, I was Dr. Drake Remoray."
150,Joey,Stage
151,Phoebe,I cannot believe I can't find a selfless good deed!
152,Phoebe,Y'know that old guy that lives next to me?
153,Phoebe,"Well, I snuck over there and-and raked up all the leaves on his front stoop."
154,Phoebe,But he caught me and force-fed me cider and cookies.
155,Phoebe,Then I felt wonderful.
156,Phoebe,That old jackass!
157,Rachel,Maybe Joey's right.
