,Person,Said
0,Monica,"Okay, now this one is rare, this one is medium well!"
1,Monica,Now go-go-go!
2,Monica,Hey Phoebe!
3,Phoebe,Hey!
4,Monica,Hey how was dinner?
5,Phoebe,Dinner was good!
6,Monica,Okay!
7,Phoebe,I'm just saying hi!
8,Phoebe,Now I'm gonna go!
9,Monica,Okay!
10,Phoebe,"Oh, well hello there."
11,Phoebe,I didn't see this on the menu.
12,Monica,Uh Tim?
13,Monica,This is Phoebe.
14,Monica,"Phoebe this is Tim, my new sous chef."
15,Phoebe,"Oh, so you're Monica's boss?"
16,Phoebe,Oh!
17,Phoebe,I sous stand.
18,Monica,Hey Tim?
19,Monica,I need a calamari and a Caesar salad.
20,Monica,"And umm, could you get me the pesto?"
21,Phoebe,Oh youyou made pesto?
22,Phoebe,Would you say your pesto is the best-o?
23,Monica,"All right, I still need a calamari and a Caesar salad."
24,Phoebe,I made it myself.
25,Phoebe,"Well, it's no pesto."
26,Monica,"All right, all right!"
27,Monica,"Let's just cut to the chase, okay?"
28,Monica,You're single.
29,Monica,You're single.
30,Monica,He gets off work at eleven.
31,Monica,She'll be waiting for your call.
32,Monica,I'll give him your number if I can get one calamari and one Caesar salad!!
33,Monica,I did not yell.
34,Monica,I am not putting a dollar in the jar.
35,Monica,Opening Credits
36,Chandler,You know me sir.
37,Chandler,"Oh ah, I do have a question for ya."
38,Chandler,Do you know how I get around the office computer network so I can access the really good Internet porn?
39,Chandler,Mr.
40,Chandler,What's funny about that?
41,Ross,Hey!
42,Ross,Sorry I kept you waiting so long.
43,Chandler,Hey that's okay.
44,Chandler,"So, where do you want to go?"
45,Ross,"Oh ah, I think you know where I want to go."
46,Chandler,The Hard Rock Café?
47,Ross,Yeah!
48,Chandler,Again?
49,Ross,Yeah!
50,Ross,"I'm telling you, I like the food!"
51,Chandler,You like the Purple Rain display!
52,Chandler,Hey Bob.
53,Ross,Did that guy just call you Toby?
54,Chandler,"Yeah, he thinks that's my name."
55,Ross,"Well, why don't you correct him?"
56,Chandler,Oh it's been going on way to long now.
57,Chandler,"Y'know, I mean the first time he said it we were just passing each other in the hallway, so I didn't say anything."
58,Chandler,"And then the next time he said, ""Hey Toby, do you want a donut?"""
59,Chandler,And I-I wanted a donut.
60,Chandler,"And now it's five years later, the donut's gone and I'm still Toby."
61,Ross,Five years?!
62,Ross,Chandler you have to tell him!
63,Chandler,No!
64,Chandler,That would be so awkward!
65,Chandler,"LookBesides, we work in different departments."
66,Chandler,He's on the sixth floor y'know?
67,Chandler,So he calls me Toby once in a while.
68,Chandler,What's the big deal?
69,Chandler,"It could be worse, it's not like he's calling me Muriel."
70,Ross,Muriel.
71,Ross,Wh-why would he call you Muriel?
72,Ross,Oh my God!
73,Ross,Chandler M Bing?
74,Ross,"It's not just an M, your middle name is Muriel!"
75,Chandler,Shh!
76,Chandler,It is a family name!
77,Ross,Chandler Muriel Bing.
78,Ross,"Boy, your parents never gave you a chance did they?"
79,Joey,"Okay, let me just get changed and we can go to dinner."
80,Rachel,Well don'tWhat happened to Jessica's body?
81,Joey,"I'm not telling, you'll have to see it on TV!"
82,Rachel,You don't know do you?
83,Joey,"No, couldn't care less."
84,Joey,Joey's Co-Star
85,Joey,Hey you too!
86,Joey,Joey's Co-Star
87,Joey,What?
88,Joey,You weren't in it.
89,Rachel,Oh!
90,Joey,Oh sorry.
91,Joey,"Uh-uh, Kash?"
92,Joey,This is my friend Rachel.
93,Joey,"Rachel, Kash, Kash, Rachel."
94,Rachel,Hi.
95,Rachel,"Well, Joey probably thinks I'll just embarrass him."
96,Rachel,"Y'know, he thinks I'm some kind of a soap opera nutWhich I'm not!"
97,Rachel,I'm not.
98,Rachel,"Although I do know that your uh, your favorite ice cream flavor is butter pecan."
99,Rachel,"And uh, and that your-your dog's name is Wally."
100,Rachel,"Well look at that, I'm just stroking your arm."
101,Joey,Here we go!
102,Joey,Here we go!
103,Rachel,"Oh, we're leaving."
104,Rachel,Bye Kash.
105,Rachel,Say hi to Wally.
106,Phoebe,Ooh Monica!
107,Monica,Hi!
108,Phoebe,Oh my God!
109,Phoebe,I had the best time with Tim last night.
110,Phoebe,He is so sweet!
111,Phoebe,"Oh, I can't wait to get sous-neath him."
112,Monica,II have to fire him.
113,Phoebe,But why?
114,Monica,Because he's terrible!
115,Monica,"Okay, he's slow, he burns things, last night he lit my pastry chef on fire!"
116,Phoebe,"Well maybe he was just nervous, y'know you can be very intimidating."
117,Phoebe,And besides I've met your pastry chef and she can stand to be taken down a peg or two.
118,Monica,"Well, now she has no eyebrows, mission accomplished."
119,Phoebe,"But Monica, he loves his job so much!"
