,Person,Said
0,Monica,So the wedding caterer sent me this list of twelve appetizers and I have to narrow it down to six.
1,Joey,Food?
2,Joey,Uh-huh gimme!
3,Chandler,So did Monica tell you about this great band called the Swing Kings that we're trying to get to play at the wedding?
4,Phoebe,Since when are you into swing music?
5,Chandler,Oh since forever!
6,Chandler,I used to go all over town listening to bands!
7,Monica,Chandler.
8,Chandler,Gap commercial.
9,Chandler,So did you book them?
10,Chandler,Did you call?
11,Monica,I will.
12,Chandler,Do you want me to call?
13,Monica,"No, I'll do it."
14,Monica,You just stick to your job.
15,Phoebe,What is your job?
16,Chandler,Staying out of the way.
17,Joey,"This is impossible Monica, why don't you just pick all 15?"
18,Monica,There were only twelve.
19,Joey,"Oh yeah, I added three."
20,Monica,What are peanut butter fingers?
21,Joey,Oh yeah  Opening Credits
22,Ross,Well hello!
23,Ross,She's cute!
24,Ross,"Should we uh, go try to talk to her?"
25,Chandler,Sure!
26,Chandler,That's one of the great things about being engaged.
27,Chandler,I'm not nervous talking to pretty girls anymore.
28,Chandler,The
29,Ross,Uh yeah!
30,Ross,"Let me, let me get that for you."
31,Ross,The
32,Ross,I got it.
33,Ross,"So hi, I'm uh, I'm Ross and this is my friend Chandler."
34,Ross,The
35,Ross,"Kristen, hi."
36,Ross,"Are you uh, new to the area, cause if you areI'd love to show you around sometime."
37,Ross,Ah.
38,Ross,Y'know actually it does have a very interesting history.
39,Ross,"Uh, this street is the first street in the city to have an underground sewer system."
40,Ross,Before that sewage and waste would just flow right down the street.
41,Ross,"Yeah, sometimes ankle deep!"
42,Chandler,Smooth.
43,Ross,"Umm, say you're gonna be starving after all this moving."
44,Ross,What do you say I take you to dinner tonight?
45,Ross,Yeah?
46,Ross,Great!
47,Ross,"Uh, let me take this up for you."
48,Ross,"Oh no-no, after you."
49,Ross,Oh my God!
50,Phoebe,Am I crazy or does this totally go?
51,Rachel,Oh my God!
52,Rachel,You look so beautiful!
53,Phoebe,"Thank you Rachel but, look at Monica!"
54,Monica,This is it.
55,Monica,"Yeah, this is the one."
56,Monica,I can't believe I found it!
57,Monica,The
58,Monica,"Well I'm Monica Geller, ball like a baby."
59,Monica,The
