,Person,Said
0,Chandler,Hey!
1,Chandler,Ready to go?
2,Ross,"Oh yeah, let me just finish this."
3,Joey,"Hey Ross, check this out!"
4,Joey,"yeah, I can't do that!"
5,Chandler,What are you doin'?
6,Ross,Have you seen this?
7,Ross,It's a new alumni website for college!
8,Ross,It's cool!
9,Ross,"You can post messages for people, let everyone know what you're up to."
10,Chandler,"Great, a faster way to tell people that I'm unemployed and childless ."
11,Ross,It's actually kinda interesting to find out what people are doing... remember Andrea Rich?
12,Chandler,The tall girl who wouldn't sleep with you?
13,Ross,"Uh uh... well, her Internet Company went under and she lost an ear in a boating accident..."
14,Chandler,Bet she'd sleep with you now...
15,Ross,No...
16,Ross,I already e-mailed her.
17,Chandler,Let me see what you wrote about
18,Ross,You know what?
19,Ross,"I'm gonna finish this later, ok?"
20,Ross,Let me just grab my coat.
21,Joey,Hey!
22,Ross,What do you think you learnt how to do in the last two minutes?
23,Chandler,Maybe we finish this for him!
24,Chandler,"""Also I cloned a dinosaur in my lab."
25,Chandler,She's now my girlfriend.
26,Chandler,I don't care what society says.
27,Chandler,"It's the best sex I've ever had""... aaand SEND!"
28,Joey,"No, no, no... what do... you can't do that to him!"
29,Ross,"Alright, let's go!"
30,Joey,Dude!
31,Ross,I think you made it clear you cannot be trusted with the ball inside the house!
32,Joey,aaand SEND!
33,Joey,Opening credits
34,Rachel,Hey!
35,Rachel,How was basketball?
36,Joey,"Oh, it was a lot of fun right up until Chandler got a finger in the eye!"
37,Rachel,"Oh, no!"
38,Rachel,Who did that?
39,Joey,Chandler... hey...  Rach... what's Hugsy doin' in the crib with Emma?
40,Rachel,"She was just crawling around and she found him, so I just let her sleep with him."
41,Rachel,That's all right?
42,Rachel,Isn't it?
43,Joey,"Oh, yeah... of course... yeah... it's a stuffed animal... you know... it's for kids... not for adults..."
44,Joey,I know that!
45,Rachel,Joey... are you sure?
46,Rachel,"I mean, I know how much you love him!"
47,Joey,"Rachel... let's be clear on this, ok?"
48,Joey,I do not love Hugsy.
49,Joey,I like him a normal amount...
50,Rachel,"All right... Oh, Emma loves him!"
51,Joey,Why wouldn't she?
52,Joey,He's a wonderful person!
53,Phoebe,Hi.
54,Monica,Hey Phoebe... how you doin'?
55,Monica,You feelin' better?
56,Phoebe,Breaking up sucks!
57,Phoebe,"Oh, I really miss Mike!"
58,Chandler,"Oh, I'm so sorry!"
59,Phoebe,"Oh God, I tried everything to make myself feel better."
60,Phoebe,I even tried writing a song about it... but...
61,Phoebe,I can't think of anything that rhymes with AARRGGHH!!
62,Phoebe,"Hey Monica, I really need your help getting through this..."
63,Chandler,You're not gonna need my help?
64,Phoebe,"Well no, when I get to the point where... you know..."
65,Phoebe,I'm ready to hear cruel mocking jokes about Mike...
66,Phoebe,I'm gonna come to you.
67,Chandler,"Oh good, 'cause I've already thought of 3... 4!"
68,Chandler,I've just thought of a fourth
69,Phoebe,Ok.
70,Phoebe,I mean I know I did the right thing.
71,Phoebe,"You know, Mike never wants to get married and I shouldn't be in a relationship that has no future... but... pretty soon I'm gonna miss him so much."
72,Phoebe,I'm gonna wanna see him again and you have to stop me from doing that.
73,Monica,"Ok, you got it!"
74,Phoebe,"Unless... Maybe it's too crazy about this... Alright so... you know, there is no future... but that doesn't mean we still can't have fun."
75,Phoebe,You know what?
76,Phoebe,Forget what I said.
77,Monica,Really?
78,Monica,If that's what you want...
79,Phoebe,That was a test and you just failed.
80,Monica,Damn it!
81,Monica,Rookie mistake!
82,Ross,I have sex with dinosaurs?
83,Chandler,I believe I read that somewhere!
84,Ross,"That only is not funny, it's physically impossible!"
85,Ross,Ok?
86,Ross,Depending on the species I'd have to have a six foot long...
87,Ross,It's not funny!
88,Chandler,I respectfully disagree.
89,Ross,I can't believe you put that on my alumni page!
90,Chandler,Who cares?
91,Chandler,Nobody reads those things
92,Ross,You'd better hope not because I just read what you put on your page today.
93,Chandler,I don't have a page.
94,Ross,Oh oh oh!
