,Person,Said
0,Chandler,"Let me ask you, why is everybody using these tiny lights nowadays?"
1,Chandler,I remember when people used to use big lights.
2,Rachel,"That's a good story, Grandpa."
3,Ross,Hey
4,Ross,"Wow, Monica's letting other people help decorate her tree!"
5,Ross,Did someone get her drunk again or?
6,Monica,Having a perfectly decorated tree is not what Christmas is about.
7,Monica,It's about being with the people that you love.
8,Phoebe,That is nice and we're done.
9,Phoebe,TADA!
10,Chandler,"I dunno what it is, it just doesn't quite feel like Christmas to me."
11,Monica,"Oh, here."
12,Chandler,See now it feels like Christmas!
13,Chandler,Opening Credits
14,Ross,and that's the story of the dreidle.
15,Ross,"Now, some people trace the Christmas tree back to the Egyptians, who used to bring green palm branches into their huts on the shortest day of the year, symbolising life's triumph over death."
16,Ross,And that was like 4000 years ago.
17,Rachel,"So, pretty much around the same time that you started telling this story."
18,Joey,Hey you guys.
19,Chandler,Hey Joe what's up?
20,Joey,I had to get out of the apartment.
21,Joey,Janine is like stretching all over the place.
22,Joey,"Y'know, everywhere I look she's like"
23,Chandler,I can see why that's hard to resist.
24,Joey,I like her so much!
25,Monica,"Aw, I'm sorry sweetie that she doesn't feel the same way."
26,Joey,I know.
27,Joey,And she's so sweet.
28,Joey,I just wanna feed her grapes and brush her hair.
29,Chandler,"You are aware that she's not a monkey, right?"
30,Ross,I am so over Janine.
31,Ross,"I mean, yeah, at first I thought she was hot, but now she's like OLD NEWS!"
32,Ross,Hi Janine!
33,Monica,Hold it!
34,Monica,Are you talking about Dick Clark's New Year's Rocking Eve?
35,Monica,Oh my God!
36,Monica,We love that show!
37,Monica,I mean Ross and I have been watching it since I can remember!
38,Chandler,"Ah, you're still just a little fat girl inside aren't you?"
39,Ross,You're gonna be a party person!
40,Ross,Those guys rock the most!
41,Joey,Totally!
42,Joey,I would love to spend New Year's with you.
43,Ross,"Oh, well you see how it works is, the part with Dick Clark in Times Square is actually live, but they tape some of the party stuff ahead of time."
44,Ross,"Yeah, not a lot of people know that."
45,Ross,Are you serious?
46,Monica,We are there!
47,Chandler,"What, what are you laughing at?"
48,Rachel,"Well, I used to date him, but you're still going out with her!"
49,Ross,Bye Janine!
50,Joey,Did she just ask me out on a date?
51,Chandler,I don't think so.
52,Monica,What are you talking about?
53,Monica,She just invited him to the biggest party of the millennium!
54,Rachel,"Yeah, but she also invited you and Ross."
55,Rachel,"Yeah, honey, I'm sorry, but I don't think that was a romantic thing."
56,Joey,Oh.
57,Joey,Maybe.
58,Joey,But hey I know how I can find out.
59,Joey,"We're going to a New Year's Eve party, right?"
60,Joey,"So at midnight, I can kiss her."
61,Joey,"And if she kisses me back, great!"
62,Joey,Y'know?
63,Joey,"But if she says Dude, what the hell are you doing?'"
64,Joey,"I can say It wasn't me, it was New Years!'"
65,Rachel,"Well, that's a lot better than Ross trying to kiss me in High School, and saying that he did it because he needed chapstick."
66,Ross,It was a dry day.
67,Monica,We are going to Dick Clark's New Year's Rocking Eve!
68,Ross,Oh my God!
69,Monica,Oh my God!
70,Chandler,Oh my God!
71,Joey,"OK, listen I've been on sets before, so let me give you a little advice, alright?"
72,Joey,"It's a show, but we're just dancing, OK?"
73,Joey,It's no big deal.
74,Joey,The important thing to remember  stay cool.
75,Ross,Got it!
76,Ross,Oh my God it's just like I dreamed it!
77,Ross,Scuse us
78,Ross,"Yeah, I have a question."
79,Ross,When is this gonna air?
80,Joey,Ross!
81,Joey,So when is it gonna air?
82,Rachel,"Okay, you look in the kitchen, I will look in the back closet."
83,Chandler,"I can save you time ladies, I'm right here."
84,Phoebe,"Yeah, Chandler why don't you take a walk?"
85,Phoebe,This doesn't concern you.
86,Rachel,We are looking for our Christmas presents from Monica.
87,Chandler,What?
88,Chandler,That's terrible!
89,Phoebe,"No-no, we do it every year!"
90,Chandler,"Oh well, that makes it not terrible."
91,Phoebe,"No, yeah, we never find them!"
92,Phoebe,She's always best at us that wily minx.
93,Rachel,"Don't worry, we're just gonna search here for an hour, them we're gonna go over to Joey's and search, OK?"
94,Chandler,"No not okay, you can't look for Monica's presents!"
95,Phoebe,But we have to!
96,Chandler,"No, you don't have to, and you can't because I live here too."
97,Phoebe,"Well then, you should look with us."
98,Chandler,Why?
99,Rachel,"Chandler, aren't you worried about what to get Monica for Christmas?"
100,Chandler,"No, I have a great idea for a present for her."
101,Phoebe,"Oh, that's it?"
102,Phoebe,A great idea!
103,Rachel,"Chandler, that's not enough."
104,Rachel,"I mean what if she gets you a great present, two medium presents, and a bunch of little presents?"
105,Rachel,And you've just gotten her one great present?
106,Rachel,I mean that's just gonna make her feel bad.
107,Rachel,Why would you do that to her Chandler?
108,Rachel,Why?
109,Rachel,Why?
110,Chandler,"If I help, we can find em faster!"
111,Rachel,That's right!
112,Phoebe,"Ooh ooh, we have a live one!"
113,Rachel,"Oh, it's a Macy's bag!"
114,Phoebe,"Ooh, who's it for?"
115,Rachel,"Dear losers, do you really think I'd hide presents under the couch?"
116,Rachel,P.S.
117,Rachel,"Chandler, I knew they'd break you."
118,Phoebe,Uh-oh.
119,Phoebe,She may be onto us.
120,Rachel,We are so gonna find them this year.
121,Chandler,"Y'know when you guys said you were gonna go across the hall and look, you don't, you don't do that every year do you?"
122,Rachel,Yeah.
123,Chandler,"You don't, like go into the back of my closet, and look under my gym bag or anything?"
124,Chandler,Phoebe and
125,Rachel,"No, we never do that"
126,Chandler,Because that's where Joey gave me some stuff to store that I've never seen before in my life!
127,Chandler,"Okay, that did not just happen!"
128,Monica,"Okay, here comes another camera."
129,Ross,Right.
130,Ross,No biggie.
131,Ross,Stay loose.
132,Ross,Why do they keep doing that?
133,Monica,"If we wanna get on camera, I think we have to get up on one of those platforms."
134,Monica,They've been taping those people up there all day.
135,Ross,Right.
136,Ross,"Hey, what'd you guys do to get up on there?"
137,Monica,Oh yeah?
138,Monica,Well when you learned how to dance did you forget how to put on underpants?
139,Ross,Yeah!
140,Joey,Really?
141,Joey,What do you mean?
142,Joey,Uh-huh.
143,Joey,No-no-no-no-no we came together!
