,Person,Said
0,Ross,"Hey, remember when I had a monkey?"
1,Chandler,Yeah.
2,Ross,"Yeah, what, what was I thinking?"
3,Joey,Hey!
4,Joey,"So, what's with the 20 percent tip?"
5,Joey,Did I do something wrong?
6,Chandler,Twenty percent is a pretty generous tip Joe.
7,Joey,Y'know what's more generous than that?!
8,Joey,Fifty percent!
9,Joey,Y'know what's even more generous than that?!
10,Chandler,I see where you're goin'!
11,Ross,What's up with the greed Joe?
12,Joey,"All right, look I'm sorry you guys, but it's just that I gotta get these new head shots made."
13,Joey,"And they're really expensive, y'know?"
14,Joey,I'm down to like three!
15,Joey,"Well, actually two cause one of em I kinda blackened in some teethWhy did I do that?"
16,Ross,Well isn't there something you can do to earn a little extra money?
17,Ross,"I mean, can't-can't you pick up, I don't know, an extra shift here?"
18,Phoebe,"Or, y'know, I used to beg for money."
19,Phoebe,Of course it helps if you've got y'know a little of this  goin' on.
20,Phoebe,Wow!
21,Phoebe,I still have it!
22,Ross,"Oh, wait!"
23,Ross,Wait!
24,Ross,Don't you have an audition today?
25,Ross,Yeah!
26,Ross,Maybe you'll get that job!
27,Joey,"Oh, ha-ha-ha!"
28,Joey,Ooh!
29,Joey,"Wait a minute, I used to get medical experiments down on me all the time!"
30,Chandler,"Ah, finally an explanation."
31,Joey,No-no!
32,Joey,"I used to get paid for all kinds of medical stuff, remember?"
33,Joey,"Let's see uh, well I don't want to donate sperm again."
34,Joey,I really prefer doing that at the home office y'know?
35,Joey,"Ooh-ooh, maybe they want like some of my blood or-or spit or something, huh?"
36,Joey,Yeah?
37,Joey,Uhh do it?
38,Joey,"Well, where was I?"
39,Joey,Opening Credits
40,Ross,Hi!
41,Phoebe,Hey!
42,Ross,"Hey, what have you guys been up to?"
43,Phoebe,Ohh!
44,Phoebe,We went to a self-defense class today!
45,Ross,Wow!
46,Rachel,"Yeah, kicking a guy in the crotch all morning really takes it out of ya!"
47,Joey,Takes it out of you?
48,Phoebe,"Now, we can kick anybody's ass!"
49,Rachel,Yeah!
50,Ross,After one class?
51,Ross,I don't think so.
52,Rachel,What?
53,Rachel,You wanna see me self-defend myself?!
54,Rachel,Go over there  and pretend you're a sexual predator!
55,Rachel,Go on!
56,Rachel,I dare ya!
57,Ross,"Well, of course you can defend yourself from an attack you know is coming, that's not enough."
58,Ross,"Look, I studying kara-tay for a long time, and there's a concept you should really be familiar with."
59,Ross,It's what the Japanese call  unagi.
60,Rachel,Isn't that a kind of sushi?
61,Ross,"No, it's a concept!"
62,Phoebe,Yeah it is!
63,Phoebe,It is!
64,Phoebe,It's freshwater eel!
65,Ross,"All right, maybe it means that too"
66,Rachel,Ohh!
67,Rachel,I would kill for a salmon skin roll right now!
68,Ross,Y'know what?
69,Ross,Fine!
70,Ross,Get attacked!
71,Ross,I don't even care!
72,Phoebe,Come on Ross.
73,Phoebe,We're sorry.
74,Phoebe,Please tell us what it is.
75,Ross,Unagi is a state of total awareness.
76,Ross,Okay?
77,Ross,Only by achieving true unagi can you be prepared for any danger that may befall you!
78,Phoebe,You mean in case someone is trying to steal your bamboo sleeping mat or your kettle of fish?
79,Ross,"All I'm saying is, it's one thing being prepared for an attack against like each other; whole another story being prepared for an attack, I don't know, like a  surprise!"
80,Ross,"All right, you know that one was coming, but that doesn't mean you have unagi."
81,Rachel,Ooh!
82,Rachel,Y'know what?
83,Rachel,"If we made reservations, we could have unagi in about a half-hour."
84,Ross,Y'know what
85,Chandler,"Hey-hey, is Monica here?"
86,Phoebe,No.
87,Ross,No.
88,Chandler,"Okay, look I need your help, I don't know what to get her for Valentine's Day."
89,Rachel,"Well, Valentine's Day was like two weeks ago, so I wouldn't get her a calendar!"
90,Chandler,She was working on Valentine's Day so we're celebrating it tonight.
91,Joey,"Ohh, hey!"
92,Joey,Why don't you book a date for both of you at one of those romantic spas?
93,Phoebe,"Ooh, Joey, that's actually a really good idea!"
94,Joey,"And of course, crotchless panties."
95,Chandler,"Well appealing as that does sound to her boyfriend  and her brother,  I can't do that we promised we'd make each other gifts this year."
96,Rachel,"Aw, I love that."
97,Phoebe,You guys!
98,Joey,You can't make crotchless panties?
