,Person,Said
0,Joey,Hey.
1,Rachel,Hey.
2,Joey,What are you doing?
3,Rachel,"Well, y'know I was thinking of moving the couch over here."
4,Joey,Why would you want to do that?
5,Rachel,So that there will be a decent place for me to sit.
6,Joey,"Rach, there is a decent place to"
7,Rachel,And your lap does not count!
8,Rachel,Okay?
9,Rachel,Come on help me move this.
10,Joey,No.
11,Joey,No.
12,Joey,No.
13,Rachel,No?
14,Joey,No.
15,Joey,Rosita does not move.
16,Rachel,"I'm sorry, Rosita?"
17,Rachel,As in
18,Joey,As in Rosita does not move.
19,Rachel,"Joey, it's just a chair!"
20,Rachel,What's the big deal?
21,Joey,The big deal is that it is the exact equal distance from the bathroom to the kitchen and it's at the perfect angle so you don't get any glare coming of off Stevie.
22,Rachel,Stevie the TV?
23,Joey,Is there a problem?
24,Rachel,No!
25,Rachel,Oh what does he know!
26,Rachel,"Come on Rosita, us chichas got to stick together!"
27,Rachel,You bitch!
28,Rachel,Opening Credits
29,Ross,"Hey, y'know what's weird?"
30,Ross,"After you guys get married, when you introduce me to people you're gonna have to say, ""This is my brother-in-law Ross."""
31,Ross,"Not, ""My friend Ross,"" ""brother-in-law Ross."""
32,Ross,That's weird isn't it?
33,Chandler,"Couldn't I just say, ""This is Ross?"""
34,Ross,"Sure, do whatever you want."
35,Monica,Hey Ross!
36,Monica,"So, I was checking out the uh, real estate section"
37,Ross,Yeah?
38,Monica,Look at this.
39,Ross,"Oh, it looks like mom and dad's house."
40,Ross,"Oh, it even has a tree with a broken limb out front and the uh, the window in the attic isOh my God!"
41,Phoebe,What?
42,Phoebe,What happened to the window in the attic?
43,Monica,I can't believe mom and dad are selling the house!
44,Ross,I can't believe they-they didn't even tell us!
45,Phoebe,I can't believe I still don't know what happened to the window in the attic!
46,Ross,"Uh, hello dad!"
47,Ross,Monica and I just saw the house in the paper!
48,Ross,Yes we're surprised!
49,Ross,Who did you leave a message with?
50,Chandler,Sorry!
51,Rachel,"Joey, Joey I am so sorry."
52,Joey,I told you not to move it!
53,Joey,"Rach, how would you feel if say, I wanted to move you mom, and you said don't, and I did it anyway and her head fell off?"
54,Rachel,"Okay, come onJoey, I'll buy you a new one!"
55,Rachel,All right?
56,Rachel,We'll go down to the store right now and we'll-we'll get you a new chair.
57,Joey,She's not even cold yet!
58,Rachel,But don't you think Rosita would've wanted you to move on?
59,Rachel,"I mean y'know, she did always putyour comfort first."
60,Joey,That's true.
61,Rachel,Okay?
62,Rachel,You ready?
63,Joey,"Yeah, I  I don't want Stevie to see her like this."
64,Ross,I can't believe we have to say goodbye to the house we grew up in.
65,Ross,"Man, some-some stranger's gonna be living in my room."
66,Monica,"Well, after 15 years of mom and dad keeping it as a shrine to you, it's time the velvet ropes came down."
67,Ross,They kept your room for a while.
68,Monica,Oh please!
69,Monica,Dad turned my room into a gym 20 minutes after I moved out!
70,Monica,"I gotta say, a tanning bed and a stack of Victoria's Secret catalogues, not a gym!"
71,Ross,"Come on, you know they love you."
72,Monica,As much as they love you?
73,Ross,I was their first born!
74,Ross,They thought she was barren!
75,Ross,It's not my fault.
76,Phoebe,Hey.
77,Ross,Hey.
78,Monica,Hey!
79,Phoebe,"Ugh, I hate this year!"
80,Ross,What's wrong with this year?
81,Phoebe,"Well okay, it's already February and I've only given two massages and they were both the worst tippers in the world!"
82,Monica,That was me and Ross.
83,Phoebe,Oh that's right!
84,Ross,"Hey, y'know if you want to pick up some extra cash?"
85,Ross,Some friends of mine made good money doing telemarketing.
86,Monica,Oh that's a great idea.
87,Monica,You're really good on the phone.
88,Phoebe,"Yeah and yeah, and it would probably be better than the last telephone job I had."
89,Phoebe,"Y'know, I probably wouldn't have to say spank as much."
90,Ross,What?
91,Phoebe,"Oh yeah, like you never called!"
92,Phoebe,"Okay, I can do that!"
93,Phoebe,"Oh, by the way, I love my office."
94,Phoebe,Oh okay.
95,Phoebe,"Umm, all right."
96,Phoebe,"Hi, this is Phoebe from Empire Office Supplies, can I speak to your supply manager please?"
97,Phoebe,"Umm, okay I would like to talk to you about your toner needs."
98,Phoebe,"Oh okay, well I'm sorry to bother you."
99,Phoebe,Bye-bye.
100,Phoebe,"Yeah you're right, this is easy."
101,Phoebe,"Oh well, all rightum, no offense, but you were kind of rude."
102,Phoebe,Oh.
103,Phoebe,No.
104,Phoebe,Oh wait yes!
105,Phoebe,"I do, I do have one question."
106,Phoebe,What is toner?
107,Chandler,Joey!
108,Chandler,Joe!
109,Chandler,Full bag.
110,Chandler,Beer's still cold.
111,Chandler,Something terrible must've happened here!
112,Chandler,Oh no-no-no-no-no-no!
113,Chandler,"Stevie, I was never here!"
114,Ross,Dad?
115,Ross,Mr.
116,Ross,Hey!
117,Ross,Mr.
118,Ross,"Dad, we-we can't believe you're selling the house."
119,Ross,Mr.
120,Ross,Let's grab our stuff and get the hell out of here.
121,Ross,Mr.
122,Monica,"Oh, that's okay, I can't wait to see everything again!"
123,Monica,All of the memories Mr.
124,Monica,I used to love to play restaurant.
125,Ross,"Yeah, not as much as you used to love to play uncooked batter eater."
126,Monica,"Hey, it is unreasonable to expect a child to wait for a light bulb to cook brownies!"
127,Monica,Mr.
128,Ross,Wow!
129,Ross,Great!
130,Ross,"Wait, dad who-who's cigarettes are these?"
131,Ross,Mr.
132,Ross,Cool!
133,Ross,Dad!
134,Ross,My report cards!
135,Ross,"Hey, check this out dad,  Math, A."
136,Ross,"Science, A."
137,Ross,"History, A."
138,Ross,"Gym Oooh, my rock polisher!"
139,Ross,Mr.
140,Ross,It's a clown kit!
141,Ross,Clown kit!
142,Ross,Mr.
143,Ross,What?
144,Ross,Mr.
145,Ross,How are you ever going to sell this place?
146,Ross,Mr.
147,Ross,Oh no.
148,Ross,Dad!
149,Ross,Dad!
150,Ross,What Oh Godeverything's ruined!
151,Ross,"Dad, she's gonna be crushed!"
152,Ross,Mr.
153,Ross,No!
154,Ross,Mr.
155,Phoebe,"Hi, this Phoebe from Empire Office Supplies, can I speak to your supply manager please?"
156,Phoebe,"Earl, thanks."
157,Phoebe,"Hi Earl, this is Phoebe from Empire Office Supplies I'd like to talk to you about your toner needs."
158,Phoebe,"I'm hearing what you're saying, but at our prices everyone needs toner."
159,Phoebe,May I ask why?
160,Phoebe,I surely do!
161,Phoebe,"Umm, is-is that because you're out of toner?"
162,Phoebe,Commercial Break
163,Phoebe,No-no wait-wait!
164,Phoebe,I can't just let you hang up!
165,Phoebe,Just please talk to me.
166,Phoebe,Yeah!
167,Phoebe,"Now, why do you want to kill yourself?"
168,Phoebe,Chandler?
169,Phoebe,"No look, I-I'm sure that people know you exist!"
170,Chandler,My chair.
171,Chandler,"Now, if anybody asks, your name is Rosita!"
172,Rachel,You will like it!
173,Joey,No I won't.
174,Rachel,You don't even know!
175,Joey,"Because, I know what I like and what I don't like!"
176,Joey,It's not the same thing!
177,Rachel,"Well look, if you don't like this"
178,Joey,I don't know why you say that so soon.
179,Rachel,"Come on Joey, I just bought you a new chair!"
180,Rachel,The most expensive one in the store!
181,Rachel,"Hey, y'know what I was thinking?"
182,Rachel,We could name her Francette.
183,Joey,Francette?
184,Joey,What is she?
185,Joey,A couch?
186,Joey,Poor thing.
187,Joey,Cut down in her prime.
188,Rachel,"Joey, the new chair will be here in an hour."
189,Rachel,Maybe we should actually move Rosita out of here.
190,Rachel,"Y'know, start the heeling process?"
191,Joey,"Well, I guess you're right."
192,Joey,"Maybe, maybe I'll take her down to the incinerator."
193,Joey,"It's gonna be so said, and kinda cool."
194,Joey,She's heeled!
195,Rachel,That's weird.
196,Joey,"No it's not weird, it's a miracle!"
197,Rachel,It's not a miracle Joey!
198,Rachel,I'm sure there's some explanation.
199,Joey,Oh there is!
200,Joey,"If you want something enough and your heart is pure, wondrous things can happen!"
201,Rachel,"Joey, I really don't"
202,Joey,Can you tell me how this happened?
203,Rachel,Well no.
204,Joey,Miracle!
205,Rachel,"No, y'know what?"
206,Rachel,Maybe somebody came in here and fixed it!
207,Rachel,Or something!
208,Joey,Someone like anangel?
209,Rachel,"That's right Joey, the chair angel came in and heeled your chair."
210,Joey,Get your non-believer ass outta my chair!
211,Ross,Dad that won't matter to her.
212,Ross,"Look, all my stuff is safe and dry and all her is-is, is growing new stuff!"
213,Ross,"See, this is exactly the kind of thing that makes her think you guys love me more than you love her."
214,Ross,Mr.
215,Ross,"Well, can you blame her?"
216,Ross,Mr.
217,Ross,"Dad, dad I don't want to hear about it."
218,Ross,Mr.
219,Ross,"Well, not right now."
220,Ross,"Okay look, Monica came here for some memories and damnit, we're gonna give her some!"
221,Ross,"Okay, grabgrab some empty boxes."
222,Ross,Okay?
223,Ross,We'll-we'll take stuff from mine and whatever we can pass off as hers we'll-we'll put em in their.
224,Ross,Mr.
225,Ross,Like uh y'know like this!
226,Ross,This!
227,Ross,She-she could've made this!
228,Ross,Mr.
229,Ross,Right?
230,Ross,And this!
231,Ross,She-she could've won this!
232,Ross,Mr.
233,Ross,Sure!
234,Ross,"Ooh-ooh, what about this?"
235,Ross,Mr.
236,Rachel,I am so psyched I kept this chair for myself!
237,Joey,"Yeah, me too."
238,Rachel,"Hey, how'show's the uh, miracle chair?"
239,Joey,Fine.
240,Rachel,Yeah?
241,Rachel,Wow!
242,Rachel,"Y'know, that this thing has speakers in the headrest!"
243,Joey,No.
244,Joey,Really?
245,Rachel,Yeah!
246,Rachel,You can hook it up to your TV and you get radio!
247,Joey,My chair heels itself.
248,Phoebe,"Earl, you're not hearing me!"
249,Phoebe,All I'm saying is that you're not alone all right?
250,Phoebe,Everybody hates the people they work with!
251,Phoebe,"Wait, what was that?"
252,Phoebe,That sounded like someone being nice to you.
253,Phoebe,"All right so Earl, let's just forget about the people at the office, okay?"
254,Phoebe,There-there's gotta be someone else in your life worth sticking around for!
255,Phoebe,"What about-what about your family, your friends, or maybe your girlfriend?"
256,Phoebe,"Oh sorry, boyfriend!"
257,Phoebe,"No, whatever!"
258,Phoebe,Anything!
259,Phoebe,"The ""Hey Guy"""
260,Phoebe,"Yeah, he's gotta go."
261,Phoebe,No!
262,Phoebe,I'm not finished yet!
263,Phoebe,Don't!
264,Phoebe,Don't you dare hang up on me!!
265,Monica,Hey guys!
266,Monica,Hey!
267,Ross,Hey.
268,Monica,"Hey, I just whipped us up some Easy Bake treats, they should be ready in about three days."
269,Monica,Mr.
270,Ross,Yeah!
271,Ross,Yeah!
272,Ross,"Oh, this will make a great memory."
273,Monica,Okay.
274,Monica,"So, which boxes are mine?"
275,Ross,"Well, these."
276,Ross,These are yours right here.
277,Monica,Okay.
278,Monica,Oh!
279,Monica,A coloring book!
280,Ross,Yeah.
281,Ross,"Yeah, oh you loved that thing."
282,Ross,You always had it with you.
283,Ross,You never went anywhere without-without that coloring book.
284,Monica,Really?
285,Monica,Wow!
286,Monica,It looks like I had some trouble staying inside the lines.
287,Ross,Nu-uh!
288,Monica,"Oh, an old glove?"
289,Monica,Mr.
290,Monica,Wow!
291,Monica,Look at this!
292,Monica,I can't believe I even fit into this shirt!
293,Monica,(She holds it up and it
294,Ross,"Oh, I don't know how that got in there."
295,Monica,This isn't mine.
296,Monica,"Hey, this isn't, this isn't my stuff!"
297,Monica,"Ugh, Ross!"
298,Monica,These are your boxes!
299,Monica,Where are my boxes?
300,Ross,"Umm, your boxes are umm"
301,Monica,What?
302,Ross,Dad?
303,Ross,Mr.
304,Monica,Just mine?
305,Monica,Mr.
306,Monica,So why-why wasn't Ross's stuff ruined?
307,Monica,And if you say the words medical marvel I'm going to Easy Bake your head!
308,Monica,Mr.
309,Monica,"So wait, Ross's stuff is fine, but I have no memories because you wanted to keep the bottom two inches of your car away from water!!!"
310,Monica,Mr.
