,Person,Said
0,Ross,God that is the most beautiful engagement ring ever!
1,Rachel,Yeah?
2,Rachel,"Well, you should know."
3,Rachel,You've bought like a billion of em.
4,Ross,"Yeah, you didn't get one."
5,Chandler,"Okay, well tonight's the big night."
6,Phoebe,Yeah!
7,Joey,"Okay listen, how are you gonna ask her?"
8,Chandler,It is going to be perfect.
9,Chandler,I am taking her to her favorite restaurant.
10,Chandler,I'm going to get her a bottle of the champagne that she really loves; therefore knows how expensive it is.
11,Chandler,"Then when the glasses are full, instead of proposing a toast I'm just gonna propose."
12,Rachel,Ohh
13,Joey,That sounds perfect!
14,Chandler,Yeah.
15,Joey,You're gonna mess it up let me do it.
16,Chandler,I'm not gonna mess it up.
17,Phoebe,"If she says no, can I have the ring?"
18,Chandler,She's not gonna say no.
19,Phoebe,If!
20,Monica,Hey!
21,Ross,Hey!
22,Chandler,Hey!
23,Phoebe,Hi Monica.
24,Chandler,Give me it!
25,Phoebe,It's gone.
26,Chandler,Phoebe!
27,Joey,Hey!
28,Chandler,Hi Monica.
29,Phoebe,We're practically kissing.
30,Phoebe,Opening Credits
31,Rachel,Hey!
32,Chandler,Hey!
33,Joey,Hey Rach!
34,Rachel,Are any of you guys free tonight?
35,Rachel,"My boss is hosting this charity event for underprivileged kids and the more people I bring, the better I look."
36,Rachel,"So, Monica?"
37,Rachel,Chandler?
38,Chandler,"Well, Monica and Chandler can't go."
39,Chandler,We're going to dinner remember?
40,Rachel,"Oh my God, I'm so sorry."
41,Monica,What's the big deal?
42,Chandler,I just get mad when Rachel doesn't remember where we're going.
43,Joey,Where are you going?
44,Rachel,How about you guys?
45,Phoebe,Open bar?
46,Rachel,I think so.
47,Phoebe,I can do that for the kids.
48,Joey,"Hey, y'know what?"
49,Joey,I'll come too.
50,Joey,I'm making money now; it's about time I give something back.
51,Chandler,"Well, you could also give back the money you owe me."
52,Joey,Okay.
53,Joey,Have a benefit.
54,Ross,Hey!
55,Rachel,Hey!
56,Rachel,"Ross, listen can you come to a charity event tonight?"
57,Ross,"Oh no, I have plans with Elizabeth."
58,Chandler,"Oh, so you're already doing your part for the kids."
59,Ross,"I'm sorry, it's just one of my last nights together before she leaves for campto be a counselor!"
60,Monica,Ross let me ask you a question.
61,Monica,"All jokes aside, where is this relationship going?"
62,Chandler,"Wait a minute, all jokes aside?"
63,Chandler,I didn't agree to that!
64,Monica,Do you really see this as a long-term thing?
65,Ross,I don't know.
66,Phoebe,"Y'know, you are 12 years older than her."
67,Ross,"Wait a minute, does-does everyone feel this way?"
68,Ross,Uh-uhWow!
69,Ross,"Uh, I thought you guys were just like making jokes, I had no idea."
70,Ross,What you know what?
71,Ross,You guys are wrong.
72,Ross,"Uh yes, there is a chronological age difference but I never notice it."
73,Ross,You know why?
74,Ross,Because she is very mature.
75,Ross,"Besides, it doesn't really matter to me what you guys think."
76,Ross,"I mean, I'm the one dating Elizabeth, not you!"
77,Joey,That's not what she said last night.
78,Rachel,See?
79,Rachel,"Now, he could date her."
80,Chandler,Will you marry me?
81,Chandler,Will you marry me?
82,Chandler,"Hey, you marry me!"
83,Chandler,What's going on little elves?
84,Joey,It's the big night!
85,Joey,We wanted to wish you good luck!
86,Ross,"Yeah, yeah you have the ring?"
87,Chandler,"Yeah, right here in my pocket."
88,Chandler,Pheebs?
89,Phoebe,Oh!
90,Phoebe,Oop!
91,Chandler,"Okay, now will you guys get out of here?"
92,Chandler,I want this is to be a surprise and she's gonna know.
93,Ross,Yeah-yeah you guys.
94,Ross,Get out of here!
95,Monica,Hi guys.
96,Chandler,You are beautiful.
97,Monica,"Oh, thank you!"
98,Monica,What's going on?
99,Rachel,We're just reallyvery excited about this charity event that we have to go to.
100,Phoebe,Here.
101,Rachel,Oh!
102,Rachel,Thank you!
103,Phoebe,So now what's going on here?
104,Rachel,"Uh well, uh this is a silent auction."
105,Rachel,They lay out all the stuff here and then you write down your offer and then the highest bid gets it.
106,Phoebe,"No, I know what a silent is I meant, what's going on with your hair?"
107,Rachel,"Uh, wh-why?"
108,Phoebe,No!
109,Phoebe,It's nice!
110,Phoebe,Mr.
111,Rachel,"Oh, hi!"
112,Rachel,Mr.
113,Rachel,Someone?
114,Rachel,I brought people.
115,Rachel,"Mr. Thompson, this is Phoebe."
116,Rachel,"Phoebe, this is Mr. Thompson."
117,Rachel,He's the head of my department.
118,Phoebe,"Oh, hi."
119,Rachel,And I also brought my friend Joey
120,Joey,Oh!!
121,Joey,Shrimp toast!
122,Rachel,"Well, y'know I-I don't know where he is."
123,Rachel,Mr.
124,Rachel,"Well, y'know what?"
125,Rachel,"Actually, I was about to bid on this lovely trip to Paris."
126,Rachel,Mr.
127,Rachel,Yeah.
128,Rachel,Mr.
129,Rachel,Thank you.
130,Rachel,"Okay,  twenty dollars."
131,Ross,What's-what's going on?
132,Ross,"Oh, you have to call the police!"
133,Ross,That's what I did to the kids in my building!
134,Ross,Oh!
135,Ross,"Listen umm, I, I just stopped by to see if you wanted to see this play tonight."
136,Ross,"Umm, it's supposed to be excellent."
137,Ross,The director is the same
138,Ross,No!
139,Ross,Okay!
140,Ross,Okay!
141,Ross,"Okay, look, can I, can I just-just talk to you for a second?"
142,Ross,"Uh, so this play umm, what do you think?"
143,Ross,It's-it's gotten great reviews!
144,Ross,Y'know the uh  First Dorm
145,Ross,Everybody put their balloons down!!!
146,Ross,Now this is a nice suit!
147,Rachel,Ugh!
148,Rachel,So close!
149,Phoebe,Hey you guys!
150,Phoebe,Look!
151,Joey,Hey!
152,Phoebe,I got me some drinks!
153,Rachel,What are you doing?
154,Phoebe,Open bar!
155,Rachel,Well now it's an empty bar.
156,Phoebe,You just can't stand anyone else enjoying themselves can't you?
157,Phoebe,Mr.
158,Joey,I won!
159,Joey,That was my guess!
160,Rachel,What?!
161,Rachel,What?!
162,Rachel,What?
163,Joey,"I guessed 20,000!"
164,Rachel,Joey!
165,Rachel,It is an auction!
166,Rachel,"You don't guess, you buy!"
167,Joey,What?!
168,Joey,"I don't have 20,000!"
169,Joey,Mr.
170,Rachel,Joey!
171,Rachel,Sit down!
172,Phoebe,Forget her!
173,Phoebe,You enjoy this!!
174,Phoebe,(Pulls him back up and starts applauding again.
175,Phoebe,Joey waves and does a salute.]
176,Monica,What are you doing?
177,Chandler,"One nation, under God."
178,Chandler,Indivisible with liberty and justice for all.
179,Chandler,I remembered it.
180,Chandler,The champagne is here.
181,Monica,Are you okay?
182,Chandler,Yes!
183,Chandler,Yes!
184,Chandler,I'm good!
185,Chandler,Are you good?
186,Chandler,Are you good?
187,Chandler,Is everythingare youare you perrr-perfect?
188,Monica,Yeah.
189,Monica,I'm okay.
190,Monica,"I'm actuallyI'm a little cold, can I have your jacket?"
191,Chandler,"Oh, yeah."
192,Chandler,"Uh, no you can't have my jacket!"
193,Chandler,Because then I would be cold!
194,Chandler,"If you thought that you were going to be cold, you should've brought your own jacket."
195,Chandler,"But uh, other than that, are you okay?"
196,Chandler,Are you okay?
197,Monica,Are you sure you're okay?
198,Chandler,Yes!
199,Chandler,I'm fine.
200,Chandler,"In fact I've been fine for a long time now and I think, the reason is you."
201,Monica,Ohh that's sweet!
202,Chandler,"Okay umm, before I meant you I had really little life and I couldn't imagine growing old with"
203,Monica,Oh my God!
204,Chandler,"I know, but just let me say it."
205,Monica,"Oh my God, Richard."
206,Chandler,What?!
207,Chandler,I'm Chandler!
208,Chandler,"Oh, that's Richard!"
209,Monica,"Oh God, maybe he won't see us."
210,Monica,Richard!
211,Chandler,"Hey-hey, hey!"
212,Chandler,I don't know why I did that!
213,Monica,"Hey, it's good to see you!"
