,Person,Said
0,Monica,"Hey Hon, could you help me get the plates down?"
1,Chandler,Yeah.
2,Chandler,"Hey, here's an idea, why don't we use our   wedding china today?"
3,Monica,"No, I think we should save our china for something   really special."
4,Monica,Like if the Queen of England comes over.
5,Chandler,"Honey, she keeps canceling on us, take the hint."
6,Monica,"What if something gets broken, they're so expensive."
7,Chandler,What is the point of having them if we never use   them?
8,Monica,"Ok, but if something gets broken, and then the Queen   comes over.."
9,Chandler,I will explain it to her.
10,Monica,"<laughs> Oh yeah, like I'm going to let you   talk to the queen."
11,Joey,"wow, the parade is really good this year."
12,Joey,Man those   horses can crap.
13,Joey,TV
14,Chandler,Muskogee!
15,Chandler,That's like four hours from Tulsa.
16,Chandler,Woo   hoo!
17,Chandler,TV
18,Joey,Oh my God!
19,Chandler,Aren't you one of the stars of the popular daytime   soap Days of Our Lives?
20,Joey,Yeah!
21,Joey,I totally forgot I'm supposed to be there.
22,Joey,I   can't believe I forgot.
23,Joey,I usually write stuff like this on my arm.
24,Joey,<Chandler grabs Joey's left arm and pushes the sleeve up> <Joey looks>   Oh!
25,Joey,Stupid long sleeves.
26,Chandler,What are you going to do?
27,Joey,I guess I'm going to have to come up with a really   good reason why I wasn't there.
28,Joey,The producers are going to be so mad at me.
29,Joey,"They sat us all down yesterday and said ""Everyone has to be there at"
30,Chandler,Well you proved them wrong.
31,Chandler,Joey
32,Ross,A lot of people are thankful for those.
33,Ross,< knock on door>  Woman at
34,Rachel,Who is it?
35,Rachel,Woman at
36,Rachel,Hide my rings.
37,Rachel,<Ross goes into Rachel's room>
38,Rachel,Oh.
39,Rachel,<opens door preparing herself and then happily   says>    Amy!
40,Rachel,Happy Thanksgiving.
41,Rachel,Um... hi.
42,Rachel,Aw.
43,Rachel,<Amy grabs her arms>
44,Rachel,I haven't seen you in like.. a year.
45,Rachel,Oh well yeah me too.
46,Rachel,Um..
47,Rachel,I had a baby.
48,Rachel,Oh.. yeah?
49,Rachel,"Well unless you pushed a desk out of your   vagina, <shakes head no> not the same thing."
50,Rachel,mh hmm..
51,Rachel,Uh.... its Emma.
52,Ross,Hey Amy.
53,Rachel,"Oh Amy, you remember Ross."
54,Ross,That was me.
55,Monica,Careful.
56,Monica,<hands Chandler a china plate> Careful.
57,Monica,CAREFUL!
58,Monica,<Chandler is startled and nearly drops the plates.> Sorry.
59,Chandler,"I'll tell you what, for the rest of our lives,   I'll be careful until told otherwise."
60,Chandler,<looks at china> hey wait a minute   this isn't the china we picked out..
61,Monica,"I know, after you left the store, I chose different   ones."
62,Chandler,Why?
63,Monica,"well no offense honey, but your taste is a little   feminine for me."
64,Chandler,"Oh suddenly, flowers are feminine?"
65,Chandler,< Phoebe comes in>
66,Phoebe,"Hey, everybody."
67,Phoebe,Happy Thanksgiving!
68,Joey,Hey happy Thanksgiving.. Pheebs!
69,Joey,<motions her to   come over>
70,Phoebe,"Hey, what's going on Joe?"
71,Joey,I..
72,Joey,I..
73,Joey,I need a good lie.
74,Phoebe,Oh okay.
75,Phoebe,"How about the whole ""man walking on   the moon"" thing."
76,Phoebe,You know?
77,Phoebe,You.
78,Phoebe,you could.
79,Phoebe,You could see the strings people!
80,Joey,"No, no, no I need a good lie to explain why I wasn't   at a work thing today."
81,Phoebe,"Ooh, honey."
82,Phoebe,You stink at lying.
83,Joey,I do not.
84,Phoebe,Oh really.
85,Phoebe,Okay.
86,Phoebe,let me ask you something.
87,Phoebe,"Yesterday   at the coffee house, I went to the bathroom and when I came back, my muffin   was gone-who took it?"
88,Joey,"Somebody opened the door to the coffee house and a   raccoon came running in, went straight for your muffin and I said ""Hey   don't eat that-that's Phoebe's"" and he said.. <pause> He said.. ""Joey   you stink at lying."""
89,Joey,What am I going to do?
90,Phoebe,"Don't worry, don't worry."
91,Phoebe,We'll come up with a good   lie.
92,Phoebe,I'll help you practice it.
93,Joey,"Oh great, that'd be great."
94,Joey,Thank you.
95,Phoebe,"Sure, what.. what was the work thing?"
96,Joey,"Uh.. <forgetting what the work thing was, rolls   up his sleeve on his right arm and shows Phoebe, she looks>"
97,Phoebe,"""Pick up grandma at the airport""?"
98,Joey,Oh.. man.. Ross and Rachel's Apartment.
99,Joey,Amy with straight
100,Rachel,Amy!
101,Rachel,<pause> Yes I do..
102,Rachel,I really do.
103,Rachel,<grabs   Ross' hand for support> <Amy's cell phone rings>
104,Ross,"Sure, we don't live there but..."
105,Rachel,"Yeah, no."
106,Rachel,Ross has a PhD.
107,Rachel,God she is unbelievable.
108,Ross,"I know, I mean a PhD is just as good as an MD."
109,Rachel,"Oh sure Ross, yeah."
110,Rachel,"If I have a heart attack in a   restaurant, I want you there with your fossil brush."
111,Rachel,Amy storms
112,Rachel,What?
113,Rachel,What happened?
114,Ross,Don't say that.
115,Rachel,"Oh Amy, don't cry Amy."
116,Rachel,"Um.. Ross, could I talk   to you in private?"
117,Ross,"Sure, you want to go upstairs?"
118,Ross,<Ross and Rachel go in the kitchen>
119,Rachel,Um look I was thinking..
120,Rachel,If its ok with Monica I   would like to invite Amy to Thanksgiving.
121,Ross,"You know, I think thats a great idea."
122,Ross,It'll be like   the pilgrims bringing the Indians syphilis.
123,Rachel,Look I know she's a little tough to take.
124,Rachel,"She has   no where else to go, and she's my sister."
125,Rachel,"Alright, she's Emma's aunt."
126,Rachel,And I   would like them to bond.
127,Ross,"Ok, fine, but I don't want them bonding to much."
128,Ross,I   don't want her telling Emma she needs a nose job.
129,Rachel,"Ross, you know what?"
130,Rachel,She may need one..We're just   going to have to make our peace with that!
131,Rachel,<Rachel grabs Ross' hand for support and starts to cry a little> Monica and Chandler's apartment Rachel opens their
132,Rachel,"Hey you guys, this is my sister Amy."
133,Rachel,"This is   Chandler, Joey, Phoebe and you know Mon."
134,Monica,Hi.
135,Monica,Monica to
136,Ross,Hi.
137,Ross,<they hug and kiss on check>  Monica to
138,Joey,"Pheebs, I still need some help here"
139,Phoebe,"Oh right, ok um."
140,Phoebe,Ok so its not just the lie you tell.
141,Phoebe,but its the way you tell it.
142,Phoebe,"For example if you look down at the ground when   you're talking, people know you're lying."
143,Joey,Oh..
144,Joey,I don't know why this is so hard for me.
145,Joey,you know..
146,Joey,I mean lying is basically just acting and I am a terrfic actor.
147,Joey,Phoebe looks
148,Rachel,Oh we just put her down for a nap.
149,Phoebe,Thats a great movie.
150,Phoebe,<she claps> <Joey nods in agreement>
151,Ross,Emma.
152,Ross,Amy turns around to
153,Phoebe,"Emma, Ross wants you."
154,Phoebe,PHOE-BE.
155,Phoebe,Amy turns to Ross and
156,Rachel,Why does she keep making that   noise?
157,Rachel,"Honey, I don't know how to tell you this, but um,   if something were to happen to Ross or to myself <Ross and Rachel knock   on wood> um you wouldn't get the baby."
158,Ross,"Well we haven't offically asked them yet, but we would   want Monica and Chandler."
159,Chandler,I can't believe you'd want us to raise Emma.
160,Monica,"yeah oh my god, I'm so moved."
161,Rachel,"See look Amy, we're a lot closer to Monica and Chandler."
162,Rachel,We see them every day.
163,Rachel,"And truthfully honey, you don't seem very connected   to the baby."
164,Chandler,"You know, guys I got to say."
165,Chandler,This means so much   to me.
166,Chandler,That you would trust me with your child.
167,Chandler,"I mean, we all know that Monica   and I have been trying to have a baby of our own."
168,Chandler,"You know I've had my doubts   about my skills as a father, but that you two.. that you two.... <starts   to cry>"
169,Monica,Okay!
170,Monica,It's time for dinner.
171,Monica,Everyone we're using   our fancy china.. um and its very expensive so please be careful.
172,Monica,Ross starts playing with a
