,Person,Said
0,Chandler,"OK, what is it about me?"
1,Chandler,Do I not look fun enough?
2,Chandler,Is there something.
3,Chandler,repellant.
4,Chandler,about me?
5,Rachel,"So, how was the party?"
6,Chandler,Well it couldn't have been worse.
7,Chandler,A woman literally passed through me.
8,Chandler,"OK, so what is it, am I hideously unattractive?"
9,Phoebe,"No, you are not, you are very attractive."
10,Phoebe,"You know what, I go through the exact same thing."
11,Phoebe,"Every time I put on a little weight, I start questioning everyting."
12,Chandler,"Woah, woah, I've put on a little weight?"
13,Phoebe,"No, not wieght... y'know, more like insulation."
14,Monica,"Chandler, I'm unemployed and in dire need of a project."
15,Monica,Ya wanna work out?
16,Monica,I can remake you.
17,Chandler,"Oh, you know, I would, but that might get in the way of my lying around time."
18,Monica,Please.
19,Chandler,"Alright, OK, alright."
20,Chandler,"But if we put on spandex and my boobs are bigger than yours, I'm goin' home."
21,Phoebe,Your boobs are fine.
22,Phoebe,"Look, I never should have said anything."
23,Phoebe,Come here.
24,Phoebe,Come here.
25,Phoebe,"Oh, can't make.... hands... meet...."
26,Phoebe,OPENING TITLES
27,Chandler,"OK, let's do it."
28,Chandler,What?
29,Monica,"Nothing, just never seen you in little stretchy pants before."
30,Chandler,And we're changing.
31,Monica,C'mon give me five more.
32,Monica,Five more.
33,Chandler,No.
34,Monica,Five more and I'll flash you.
35,Chandler,One.
36,Chandler,two.
37,Chandler,two and a half.
38,Chandler,"OK, just show me one of them."
39,Chandler,"Ow, ow, ow, ow, ow, ow, ow."
40,Chandler,"Ow, ow, ow, ow, ow."
41,Chandler,"She's insane, the woman is insane."
42,Chandler,"It's before work, it's after work, it's during work."
43,Chandler,She's got me doing butt clenches at my desk.
44,Chandler,"And now, they won't bring me my mail anymore."
45,Rachel,"Hey Phoebs, how'd it go with Scott last night?"
46,Phoebe,"Oh, um, it was nice."
47,Phoebe,"Took him to a romantic restraunt, ordered champagne, nice."
48,Joey,"The guy still won't put out, huh?"
49,Phoebe,Nope.
50,Phoebe,"Zilch, nothin', uh-uh."
51,Phoebe,"Look, I, y'know, I don't mind taking it slow, I like him a lot, y'know he's really interesting and he's really sweet and why won't he give it up?"
52,Joey,"Maybe he, uhh... drives his car on the other side of the road, if ya know what I mean."
53,Phoebe,"No, whad'ya mean?"
54,Phoebe,He's not British.
55,Joey,Maybe he's.
56,Joey,gay.
57,Phoebe,"Oohh, um, no, I don't think that's the problem."
58,Phoebe,"'Cause we went, um, dancing the other night and the way he held me so close, and the way he was looking into my eyes I just like... definitely felt something."
59,Rachel,"Yeah, but how much can you tell from a look?"
60,Phoebe,"No, I felt it on my hip."
61,Phoebe,You could tell.
62,Monica,"Yo, Bing."
63,Monica,Racquetball in 15 minutes.
64,Chandler,"Joey, be a pal."
65,Chandler,Lift up my hand and smack her with it.
66,Phoebe,"Ooh, oh, Rachel, don't look."
67,Rachel,What?
68,Rachel,"C'mon you guys, I don't care, I have a date tonight."
69,Joey,"Woah, woah, woah, you have a date?"
70,Rachel,"Yeah, Monica's settin' me up."
71,Joey,"But uh, uh, what about uh, Ross and uh."
72,Rachel,"Oh what, my whole insane jealousy thing?"
73,Rachel,"Well, y'know, as much fun as that was, I've decided to opt for sanity."
74,Chandler,So you really OK about all this?
75,Rachel,"Oh yeah, c'mon, I'm movin' on."
76,Rachel,He can press her up against that window as much as he wants.
77,Rachel,"For all I care, he can throw her through the damn thing."
78,Ross,Hi guys.
79,Ross,"Oh, Monica, I figured I'd come by tomorrow morning and pick up Fluffy's old cat toy, OK?"
80,Monica,Only if you say his full name.
81,Ross,Can I come over tomorrow and pick up Fluffy Meowington's cat toy.
82,Monica,Alright.
83,Joey,You're getting a cat?
84,Ross,"Uh, actually, we're getting a cat."
85,Rachel,Together?
86,Ross,Uh huh.
87,Rachel,Both of you?
88,Ross,Yep.
89,Rachel,Together.
90,Rachel,"Ohh, well, isn't that just lovely."
91,Rachel,"That's something the two of you will be able to enjoy for a really, really, really, really, really long time."
92,Ross,Hopefully.
93,Rachel,Well.
94,Rachel,"Woah, look at that!"
95,Rachel,"I gotta go, I gotta date."
96,Rachel,With a man.
97,Rachel,"Um, OK, you guys have a really, uh, have a really good night and you two have a, uh, have a, uh, really good cat."
98,Rachel,"OK, we're not supposed to take these when we leave."
99,Rachel,How long do cats live?
100,Rachel,"Cats, how long do they live figuring you don't... y'know, throw 'em under a bus or something?"
101,Rachel,That's just great.
102,Rachel,"Oh, right, clink."
103,Rachel,"Oh, no, Michael, it's not you."
104,Rachel,"I'm sorry, it's just, it's this thing."
105,Rachel,"It's probably not as bad as it sounds but this friend of mine is, is getting a cat with his girlfriend."
106,Rachel,I mean he just started going out with her.
107,Rachel,"Ah, hah-hah-hah-ho, yeah, he wishes."
108,Rachel,"Oh, I'm sorry, look at me."
109,Rachel,"OK, Michael, let's talk about you."
110,Rachel,"OK, OK."
111,Rachel,"So, you ever get a pet with a girlfriend?"
112,Phoebe,"So, I figured it out."
113,Joey,What?
114,Phoebe,Why Scott doesn't want to sleep with me.
115,Phoebe,It's 'cause I'm not sexy enough.
116,Joey,"Phoebe, that's crazy."
117,Joey,"When I first met you, you know what I said to Chandler?"
118,Joey,"I said, ""Excellent butt, great rack."""
119,Phoebe,Really?
120,Phoebe,That's so sweet.
121,Phoebe,"I mean, I'm officially offended but, sweet."
122,Joey,"Phoebs look, if you want to know what the deal is, you're just gonna have to ask him."
123,Phoebe,"You're right, you're right."
124,Phoebe,"Ah, you are so yumm."
125,Rachel,"I mean, it's a cat, y'know, it's a cat."
126,Rachel,"Why can't they get one of those bugs, y'know, one of those fruitflies, those things that live for like a day or something?"
127,Rachel,"What're they called, what're they called, what're they called?"
128,Rachel,Yes!
129,Rachel,Thank you.
130,Rachel,"Oh, you're not having fun, are you?"
131,Rachel,"Oh, look at me, look at me."
132,Rachel,"Oh, I'm on a date with a really great guy, all I can think about is Ross and his cat and his... Julie."
133,Rachel,I just want to get over him.
134,Rachel,"gosh, why can't I do that?"
135,Rachel,Yeah!
136,Rachel,Closure.
137,Rachel,"That's what it is, that's what I need."
138,Rachel,"God, you're brilliant!"
139,Rachel,Why didn't I think of that?
140,Rachel,How do I get that?
141,Rachel,"Closure, that's what it is."
142,Rachel,Closure.
143,Rachel,"Hello, excuse me."
144,Rachel,"Excuse me, hel."
145,Rachel,woo
146,Rachel,"Hello, excuse me."
147,Rachel,"Hi, I'm sorry, I need to borrow your phone for just one minute."
148,Rachel,I can see that.
149,Rachel,"I... just one phone call, I'll be very quick, I'll even pay for it myself."
150,Rachel,"OK, you're bein' a little weird about your phone."
151,Rachel,Thank you.
152,Rachel,OK.   Machine.
153,Rachel,Just waiting for the beep.
154,Rachel,"Ross, hi, it's Rachel."
155,Rachel,"I'm just calling to say that um, everything's fine and I'm really happy for you and your cat who, by the way, I think you should name Michael."
156,Rachel,"And, you know, ya see there I'm thinking of names so obviously, I am over you."
157,Rachel,"I am over you and that, my friend, is what they call closure."
158,Rachel,COMMERCIAL BREAK
159,Chandler,"No, no, no, no, no, no  No."
160,Chandler,"Monica, it's Sunday morning."
161,Chandler,I'm not running on a Sunday.
