,Person,Said
0,Chandler,Okay!
1,Chandler,"Listen, I'm gonna be moving out so you will be in charge of paying the rent."
2,Joey,Right!
3,Joey,And when is that due?
4,Chandler,First of the month.
5,Joey,And that's every month?
6,Chandler,"No, just the months you actually want to live here."
7,Joey,Ahhh.
8,Chandler,"Okay, here is the phone bill."
9,Joey,Oh my God!
10,Chandler,That's our phone number.
11,Chandler,"Now look, I know I kinda sprung this whole me moving out on thing, so why don't I justwhy don't I just cover you for a while?"
12,Joey,No-no!
13,Joey,No way!
14,Joey,Joey Tribbiani does not take charityanymore.
15,Chandler,"It's not charity, Joe"
16,Joey,No!
17,Joey,Forget it!
18,Joey,"OkayI mean thanks, but I'm done taking money from you."
19,Joey,"All right, I can take of myself."
20,Joey,"Now, what's next?"
21,Joey,Come on.
22,Chandler,"Okay uh, here's the electric bill."
23,Joey,This is how much we pay for electric?!!
24,Chandler,"Uh, yeah."
25,Chandler,"So, we'll do the rest of the bills later then?"
26,Chandler,Opening Credits
27,Phoebe,So is Joey going to have to give up the apartment?
28,Chandler,"No, I hope not!"
29,Chandler,"I tried to offer him some money, but he wouldn't take it."
30,Phoebe,"Well, how much do you think he needs?"
31,Chandler,"I figure that $1,500 would cover him for a few months, y'know?"
32,Chandler,But I have to trick him into taking it so I won't hurt his pride.
33,Phoebe,Why don't you hire him as an actor?
34,Phoebe,You could have him dress up and put on little skits.
35,Phoebe,Whatever you want.
36,Chandler,Well that would help the pride thing.
37,Monica,Hey!
38,Chandler,Hey!
39,Chandler,Wow!
40,Chandler,You look great!
41,Chandler,Wanna move in with me tomorrow?
42,Monica,Okay.
43,Chandler,Okay!
44,Chandler,"So, what do you girls have planned for tonight?"
45,Monica,"Well, instead of being sad that tonight is my last night together with Rachel we thought we'd go out to dinner and celebrate the fact that Rachel is moving in with Phoebe."
46,Phoebe,"And also, my birthday."
47,Monica,It's not your birthday.
48,Phoebe,What a mean thing to say!
49,Phoebe,I would never tell you it's not your birthday!
50,Joey,Hey!
51,Ross,Hey!
52,Chandler,Hey!
53,Phoebe,Hey!
54,Phoebe,So you guys have anything planned for the big last night?
55,Chandler,"Well, instead of just hanging out, we figure we'd do nothing."
56,Ross,"Whoa-whoa-whoa, Knicks season opener tonight."
57,Ross,I thought maybe you guys would come over and watch it.
58,Joey,"I don't know Ross, not if you're gonna talk about how you gave up a career in basketball to become a paleontologist."
59,Ross,I did give up a career in basketball to become a paleontologist!
60,Rachel,"Pheebs, I was wondering"
61,Monica,You're not dressed yet?!
62,Monica,We're supposed to start having fun in 15 minutes!
63,Rachel,Well and clearly not a minute sooner.
64,Monica,"Rachel, you are packed though right, I mean please tell me that you're packed."
65,Rachel,Of course I packed!
66,Rachel,Monica relax!
67,Rachel,I just wanted to ask Phoebe her opinion on what I should wear tonight.
68,Phoebe,"My God, I can't get a minute of peace around this place."
69,Phoebe,Oh my God!
70,Phoebe,Monica's just gonna kill you.
71,Rachel,"Yeah, yeah, I know."
72,Phoebe,"Well, what you're wearing is fine for that."
73,Monica,"Rachel, I need to borrowYou're not packed!!!!"
74,Monica,You're not packed even a little bit!
75,Rachel,Surprise!
76,Monica,What?
77,Rachel,"No, no don't get mad because lookthis is what happened."
78,Rachel,"So I-I started packing, then I realized, ""What am I doing?"
79,Rachel,"I am lousy at packing!"""
80,Rachel,Right?
81,Rachel,But you love packing!
82,Rachel,"So, as a gift to you, on our last night, ta-da!"
83,Monica,I'll be coordinator!
84,Monica,Oh my God!
85,Monica,"I'm so sorry, I didn't get you anything!"
86,Monica,"Okay, look everybody has to help!"
87,Monica,Okay?
88,Monica,"You can help, can't you Phoebe?"
89,Phoebe,I have plans.
90,Monica,You're plans were with us.
91,Phoebe,That's right.
92,Monica,"All right, Chandler can make boxes, Ross can wrap, and Joey can lift things."
93,Monica,"Now Phoebe, go tell the guys they have to help out!"
94,Phoebe,Okay.
95,Monica,Okay!
96,Monica,"Oh my God, thank you!"
97,Phoebe,Hurry!
98,Phoebe,Monica's gonna make you pack!
99,Phoebe,She's got jobs for everyone!
100,Phoebe,"Now, it's too late for me, but save your selves!"
101,Monica,Okay!
102,Monica,The movers will be here in 11 hours.
103,Monica,Rachel has not packed.
104,Monica,"Now, everybody has to help!"
105,Monica,"Chandler, we're gonna start with"
106,Chandler,"Oh nope, I-I have plans with Joey."
107,Monica,I thought you said you were going to do nothing.
108,Chandler,"Yes, but for the last time."
109,Monica,"Okay fine, now Ross"
110,Ross,"Oh, but-but I can't do it."
111,Monica,Why not?
112,Joey,I've got Ben.
113,Ross,"Because, because I've got Ben."
114,Monica,"It's almost 8 o'clock, it's almost past his bedtime."
115,Monica,Where-where is he?
116,Chandler,He's at a dinner party.
117,Monica,Is he really coming?
118,Monica,Because I can see right into your apartment!
119,Ross,Of course he is!
120,Ross,"What, do you think I'd just use my son as-as an excuse?"
121,Ross,What kind of father do you think I am?
122,Monica,"All right, sorry."
123,Ross,I gotta go make a fake Ben.
124,Joey,Here it is!
125,Joey,Our last pizzas together as roommates.
126,Chandler,"Oh, I wish I'd know you were going to do that, I ordered Chinese."
127,Joey,Oh that's okay.
128,Joey,"Hey, actually in a way it's kinda nice."
129,Joey,"Me, bringing the food of my ancestors, you, the food of yours!"
130,Chandler,"Say, Joe, I had a strange idea of what we could do for our last night."
131,Chandler,"What do you say we play a little uh, foosball for money?"
132,Joey,"What, are you crazy?"
133,Joey,You haven't beaten me once since my injury plagued '97 season.
134,Joey,It would be easier if you just give me your money.
135,Chandler,Yes it would.
136,Chandler,What do you say to $50?
137,Joey,"Okay, you're on."
138,Chandler,"Okay, let's play!"
139,Chandler,"The big game, Italy vs. China, apparently."
140,Rachel,"Ohhhhhh, look it's the roller blades."
141,Monica,Oh God!
142,Rachel,You remember when we got these?
143,Monica,No.
144,Rachel,I guess you weren't there.
145,Phoebe,"You guys, we said we were gonna have fun!"
146,Phoebe,"Come on, hey, remember the time  You don't remember?"
147,Rachel,"I'm sorry Pheebs, I guess I'm just really said that I'm leaving."
148,Monica,I'm gonna miss you so much.
149,Phoebe,"Well, this doesn't have to be so sad though."
150,Phoebe,Y'know?
151,Phoebe,"Maybe instead of just thinking about how much you're gonna miss each other, you should like think of the things you're not gonna miss."
152,Monica,I don't think there's anything.
153,Phoebe,"Come on, there's gotta be something."
154,Monica,"Nope, she's perfect."
155,Rachel,I have one.
156,Phoebe,Good!
157,Phoebe,Great!
158,Phoebe,You can go first.
159,Rachel,"Uh well, I guess I'm not gonna miss the fact that you're never allowed to move the phone pen."
160,Phoebe,Good that's a good one.
161,Phoebe,"Okay, Monica, anything?"
162,Phoebe,Y'know?
163,Phoebe,Does Rachel move the phone pen?
164,Monica,"Aw, sometimes."
165,Monica,"Always, actually."
166,Phoebe,"Okay, good."
167,Phoebe,There you go.
168,Phoebe,Doesn't anyone feel better?
169,Monica,Not just the phone pen.
170,Monica,I never get my messages.
171,Rachel,You get your messages!
172,Monica,"Yeah, well I don't think it really counts if you have to read them off the back of your hand after you fall asleep on the couch."
173,Rachel,"So-so, you missed a message from who?"
174,Rachel,Chandler or your mom?
175,Rachel,Or Chandler?
176,Rachel,Or your mom?
177,Phoebe,Great!
178,Phoebe,It worked!
179,Phoebe,No one's sad.
180,Joey,Yes!
181,Joey,I win again!
182,Joey,Ha-ha!
183,Joey,That's like 500 bucks you owe me!
184,Joey,Whoo-ho-hoo!
185,Joey,$500 that is a loooot of electricity!
186,Joey,Whoo-ho-ho!
187,Joey,I gotta buy some food.
188,Chandler,"Okay, give me a chance to win my money back."
189,Chandler,Okay?
190,Chandler,"Sudden death, one goal, $1,000."
191,Joey,You serious?
192,Chandler,Oh yes!
193,Joey,"Okay, get ready to owe me!"
194,Chandler,Okay.
195,Joey,"Okay, here we go."
196,Joey,Ready?
197,Chandler,No!
198,Chandler,No!
199,Chandler,No!
200,Chandler,Noone can beat me.
201,Chandler,See?
202,Chandler,"Now, that's why only the little fake men are supposed to do all the kicking."
