,Person,Said
0,Ross,Hey!
1,Monica,Hey!
2,Ross,"Hey uh Mon, I saw the Porsche parked out front, can I get the keys?"
3,Ross,Thought I'd take that bad boy out for a little spin.
4,Rachel,Wait a minute!
5,Rachel,"You let Ross drive the Porsche and when I ask you, you say you're the only one who's allowed to drive it."
6,Monica,"Yeah, well he's my brother!"
7,Monica,And plus he drives so slow he could never hurt it.
8,Ross,It's a car Monica!
9,Ross,Not a rocket ship!
10,Monica,Whatever Ross!
11,Monica,Just replace the bulbs in the brake lights after you're done.
12,Joey,Hey!
13,Ross,Hey!
14,Phoebe,Hey!
15,Joey,"Saw the Porsche out there Mon, lookin' good."
16,Joey,When do I get to take that baby out again?
17,Rachel,You let Joey drive it?
18,Phoebe,I've never driven it!
19,Phoebe,Okay?
20,Phoebe,Not once!
21,Phoebe,Okay once.
22,Phoebe,"Okay, I drive it all the time."
23,Monica,Nice work everybody!
24,Monica,"So much for the y'know, ""You can drive it, but don't tell Rachel"" plan!"
25,Rachel,Wow!
26,Rachel,I can't believe you lied to me.
27,Phoebe,"Okay, I can fix this!"
28,Phoebe,"Okay Monica, Rachel thinks all you can talk about is the wedding."
29,Monica,Great!
30,Monica,"Well Rachel, the reason why I won't let you drive the Porsche is because you're a terrible driver."
31,Monica,There!
32,Monica,That wasn't about the wedding.
33,Ross,Look Rach if-if you want to go for a ride in the Porsche I'll be glad to take you for a quick spin around the block.
34,Joey,"Yeah, you got a couple hours?"
35,Joey,Opening Credits
36,Ross,Whew!
37,Ross,That was a brisk ride!
38,Rachel,Take the top down did ya?
39,Ross,Only way to fly.
40,Rachel,Come on Ross give me the keys!
41,Rachel,Monica does not know what she's talking about!
42,Rachel,I am an excellent driver!
43,Ross,You're fast and irresponsible.
44,Ross,That adds up to a bad driver.
45,Rachel,"Well in High School, that added up to head cheerleader."
46,Ross,Did you see the look that girl just gave me?
47,Ross,Huh?
48,Ross,She must've seen me cruising in the bad boy.
49,Rachel,I think she's checking out your beehive Ross.
