,Person,Said
0,Joey,Hey!!
1,Joey,We are so in luck!
2,Joey,Treeger said that we could have all this cool stuff from the basement.
3,Joey,Wait right there.
4,Chandler,"Oh no-no-no, I'm, I'm paddling away!"
5,Joey,Huh?
6,Chandler,Wow!
7,Chandler,Really?!
8,Chandler,We get all this rusty crap for free?
9,Joey,Uh-huh.
10,Joey,This and a bunch of bubble wrap.
11,Joey,"And, some of it is not even popped!"
12,Chandler,Could we be more white trash?
13,Chandler,Opening Credits
14,Monica,How desperate am I?
15,Rachel,Oh!
16,Rachel,"Good thing Chandler's not here, he always wins at this game."
17,Monica,I just told my Mom I'd cater a party for her.
18,Phoebe,How come?
19,Monica,"Because I need the money, and I thought that it'd be a great way to get rid of that last little schmidgen of self-respect."
20,Ross,"Come on, I think this is a good thing."
21,Ross,I don't think Mom would've hired you if she didn't think you were good at what you do.
22,Monica,You don't have to stick up for her.
23,Monica,She can't here you.
24,Rachel,Hey!
25,Rachel,"Umm, do you guys have any juice?"
26,Joey,Just pickle.
27,Chandler,"Hey uh, Rach, funny story."
28,Chandler,"I ah, bumped into Joanna on the street yesterday."
29,Rachel,"My boss, Joanna?"
30,Rachel,"Wow, that must've been awkward."
31,Chandler,"Well, no, actually she uh, asked me if I wanted to get a drink."
32,Rachel,"You ah, you didn't say Yes' to that did you?"
33,Chandler,No.
34,Chandler,No!
35,Chandler,"Well, not at first."
36,Rachel,What is she doing here?
37,Rachel,I don't understand!
38,Rachel,"Last time you went out with her you said she was a big, dull dud.'"
39,Chandler,"Well, I think I judged her too quickly, and this time we were able to take the relationship to the next level."
40,Rachel,"Well, last time I almost got fired."
41,Rachel,"You must end it, you must end it now!"
42,Chandler,"Oh, come on!"
43,Chandler,It's not like this is an everyday occurrence for me!
44,Chandler,I mean usually I'm pretty much just in there by myself.
45,Rachel,Chandler!!
46,Rachel,"Promise me, you will end it."
47,Chandler,"Okay, I promise, I'll end it."
48,Rachel,Thank you.
49,Chandler,"I hope you know what I'm giving up for ya, because she's not just the boss in your office, if you know what I mean."
50,Joey,Yeah-eh-eah!
51,Joey,"Oh-oh, sorry, I-I knew what he meant."
52,Monica,"Doing great, the quiches are coming along."
53,Monica,Mrs.
54,Monica,"Yeah, I thought it was cute."
55,Monica,Mrs.
56,Monica,Let me ask you a question.
57,Monica,Mrs.
58,Monica,Why did you hire me?
59,Monica,Mrs.
60,Monica,Oh my God!
61,Monica,Did you hear that?
62,Monica,She hired me because she thinks I'm good.
63,Phoebe,"Okay, I didn't hear that."
64,Monica,"Oh yeah, she didn't hire me out of pity, it wasn't so she could pick on me in front of her friends, she actually thinks I'm good."
65,Phoebe,Wow!
66,Phoebe,"And hey, it's cool if you're a lesbian!"
67,Joey,Uhhhh.
68,Joey,The
69,Joey,No!
70,Joey,No.
71,Joey,"But ah, try the classifieds, people sell everything in there."
72,Joey,The
73,Ross,I'm telling you it's totally unconstituional.
74,Ross,"Monica, Chandler, Phoebe, and"
75,Rachel,"Oh yeah, I totally agree."
76,Monica,I think he deserves a Nobel Prize.
77,Chandler,it was like the Algonquin kids table.
78,Chandler,The
79,Joey,Yeah-well-yeah!
80,Joey,Yeah-oh-yeah.
81,Joey,Come on in.
82,Phoebe,That's weird.
83,Monica,What?
84,Phoebe,Your nails.
85,Monica,"Oh, I know, I never wear fake ones."
86,Monica,I just did it so my Mom wouldn't give me grief about me biting them.
87,Phoebe,"Oh, no, I meant that it's weird that you only have nine now."
88,Monica,Oh my God.
89,Monica,"Wait a minute, I had them put  Oh my God!"
90,Monica,It's in the quiche!
91,Monica,Oh My God!
92,Phoebe,"Okay, don't panic."
93,Phoebe,"I'm gonna go to the store, I'm gonna get you another set of nails, no one's gonna know, and you're gonna look great."
94,Phoebe,Oh!
95,Phoebe,"Oh, it's cause they're gonna eatthat's the problem."
96,Phoebe,Mrs.
97,Monica,"Okay ah, please don't freak out."
98,Monica,"Umm, but ah, there's a blue fingernail in one of the quiche cups, and there's no way to know which one."
99,Phoebe,And!
100,Phoebe,Whoever finds it wins the prize!
101,Phoebe,Mrs.
102,Monica,Then why are you laughing?
103,Monica,Mrs.
104,Monica,What?
105,Monica,You bet I'd lose a nail?
106,Monica,Mrs.
107,Monica,Frozen lasagnas?
108,Monica,Mrs.
109,Monica,You bet that I'd screw up?!
110,Monica,So all that stuff about hiring me because I was good was Mrs.
111,Monica,"You promised Dr. Weinburg, you'd never use that phrase."
112,Monica,Mrs.
113,Monica,That's right.
114,Monica,My Mom doesn't have any faith in me!
115,Monica,"Oh, that's hilarious!"
116,Monica,Ha-ha-ha-ha-ha.
117,Phoebe,I don't get it.
118,Phoebe,Mrs.
119,Monica,No!
120,Monica,You have lasagnas!
121,Phoebe,"Op, the ruined quiches are ready."
122,Chandler,It just doesn'tfeel like we're breaking up.
123,Chandler,Okay.
124,Chandler,"(They start kissing again, but are interrupted by the phone."
125,Chandler,Thanks.
126,Chandler,Okay.
127,Chandler,I'm getting dressed.
128,Chandler,When I walk outside naked people throw garbage at me.
129,Chandler,What is it?
130,Chandler,"Ah-ha, you're not the boss of me."
131,Chandler,"Yeah, you are!"
132,Chandler,"Ooh, saucy."
133,Chandler,"You are, you're gonna leave me like this?"
134,Chandler,Okay.
135,Chandler,"But if you don't come back soon,  there's pretty much nothing I can do about it!"
136,Rachel,"That's weird, she locked the door."
137,Rachel,"Okay, swear you won't tell, but when Mark left he gave me a key to Joanna's office."
138,Rachel,Do you wanna see the list?
139,Chandler,Hi!
140,Chandler,How are you?
141,Chandler,(Rachel and Sophie both back out and close the door without saying anything.
142,Chandler,Commercial Break
143,Chandler,"Hello, Joanna's office."
144,Chandler,How little?
145,Chandler,"Look, this isn't funny!"
146,Chandler,You get back here right now!
147,Chandler,Why not?
