,Person,Said
0,Monica,Hey!
1,Monica,So what do you think?
2,Chandler,New haircut?
3,Chandler,Necklace?
4,Chandler,Dress?
5,Chandler,Boots?
6,Chandler,Boots!
7,Monica,Yes!
8,Monica,"Now, they're a little more than I normally spend on bootsor rent"
9,Chandler,Oh my God!
10,Monica,I know.
11,Chandler,I'm gonna miss being able to afford food.
12,Monica,"I'm sorry, they just, they just look so good!"
13,Monica,"And the saleswoman was looking at me like, ""Oh, these are way too expensive for you."""
14,Chandler,She had a point.
15,Rachel,Hi!
16,Monica,Hey.
17,Rachel,Oh my God!
18,Rachel,Oh Monica!
19,Rachel,Those boots are amazing!
20,Monica,They're mine!
21,Chandler,"Yeah well, too bad we're gonna have to return them."
22,Rachel,Return them?!
23,Rachel,Shh!
24,Rachel,They're gonna hear you!
25,Monica,"Honey, I'm not returning them."
26,Monica,Okay?
27,Monica,"I mean I-I know they cost a lot, but I'm going to wear them all the time."
28,Monica,You'll see.
29,Monica,"Besides, I love the compliments."
30,Monica,"I mean, have you ever had something so beautiful everyone wanted it?"
31,Chandler,I have you.
32,Monica,Nice try; I'm keeping the boots.
33,Monica,Opening Credits
34,Ross,"That's right, I love you!"
35,Ross,And-and I'm gonna play with you all the time.
36,Phoebe,How can you let him talk to your crotch like that?
37,Rachel,He's talking to the baby.
38,Phoebe,Ohh!
39,Phoebe,Okay!
40,Phoebe,"Okay, cause when-when he said, ""I can't wait to hear your first words,"" I thought, ""There's a trick."""
41,Rachel,Okay.
42,Rachel,"Well, I gotta go you guys."
43,Rachel,I'll see you later.
44,Phoebe,Okay.
45,Ross,Bye.
46,Rachel,Bye.
47,Joey,"Oh hey Rach, listenHi!"
48,Rachel,Hi.
49,Joey,"Umm, can you do me a favor?"
50,Joey,I was talkin' to my sister and she knows you work at Ralph Lauren
51,Rachel,"No, forget it!"
52,Rachel,No way!
53,Rachel,I am not sending anymore Ralph Lauren clothes to prison.
54,Rachel,It is a waste.
55,Joey,"No-no-no-no-no-no, not her, not her."
56,Joey,"My youngest sister, Dina, she's really interested in fashion, and she wants to talk to someone successful, y'know, to give her some advice."
57,Rachel,I guess I can talk to one of my supervisors
58,Joey,"Oh no-no-no-no, she wants to talk to you!"
59,Rachel,Really?!
60,Rachel,Oh my God!
61,Rachel,I'm successful!
62,Joey,"Okay, so will you meet with her?"
63,Rachel,Yes!
64,Rachel,I'd love to!
65,Rachel,Have her come by the office.
66,Joey,Great!
67,Joey,Thanks!
68,Joey,You're gonna love her so much.
69,Joey,"AndOh, she's the smartest of all the Tribbiani children."
70,Joey,"Hey, y'know the S.A.T's?"
71,Rachel,Yeah.
72,Joey,She took em!
73,Phoebe,Hey Ross!
74,Phoebe,Doesn't Ben go to the Smithfield Day School?
75,Ross,Yeah.
76,Ross,Why?
77,Phoebe,Sting has a son that goes there too!
78,Ross,Yeah I know; he's in Ben's class.
79,Phoebe,You knew this and you never said anything?!
80,Phoebe,With all the stupid dinosaur stuff you tell us?
81,Ross,Fine!
82,Ross,No more dinosaur stuff!
83,Ross,Can I talk about fossils?
84,Phoebe,"Sting's son, seven years old and there's a picture."
85,Ross,What are you reading?
86,Ross,The Kidnappers Guide to Manhattan Private Schools?
87,Phoebe,"No, it's New York magazine."
88,Phoebe,It's an article about the best schools in the city.
89,Phoebe,So how well do you know Sting?
90,Ross,"Uh, I actually haven't even met him."
91,Phoebe,"Uh-huh, yeah that's too bad."
92,Phoebe,"I really want to go to his concert Friday night, but it's totally sold out."
93,Phoebe,I know!
94,Phoebe,Why don't you meet him and get tickets?!
95,Phoebe,If you get two I'll take you.
96,Ross,"Well actually, I'm picking Ben up tomorrow, maybe he'll be there."
97,Phoebe,There you go!
98,Phoebe,"Oh, you are so lucky!"
99,Phoebe,You might actually get to meet Sting tomorrow!
100,Phoebe,That's why you have kids!
101,Monica,Hey guys!
102,Chandler,Hey-hey.
103,Rachel,Hi Monica!
104,Monica,Hey.
105,Rachel,Hi boots.
106,Monica,See Chandler?
107,Monica,I'm getting a lot of use out of them already!
108,Monica,They're very practical.
109,Monica,"See, you can wear them with dresses, with skirts, with pants"
110,Chandler,You can wear them with shorts on a street corner and earn the money to pay for them.
111,Phoebe,Wow!
112,Phoebe,They're beautiful!
113,Rachel,Ahh
114,Monica,They hurt so much!
115,Phoebe,What?
116,Monica,The guy who made these hates feet and wants to see them die!
117,Rachel,Well-well you can give them to me!
118,Rachel,I haven't felt my feet in years!
119,Monica,I can't!
120,Monica,"I spent so much money on them and I told Chandler that I'd wear them all the time, I just can't give them away!"
121,Phoebe,Well then get your money back and return them!
122,Monica,I can't do that either!
123,Monica,The soles' are already a little scuffed up and the insides are filled with my blood.
124,Ross,Hey!
125,Chandler,Hey!
126,Ross,Hey I uh just picked up Ben from school
127,Chandler,I don't think you did a very thorough job!
128,Ross,I dropped him off at Carol's.
129,Ross,"Anyway, it turns out that I'm not going to be able to get those tickets though."
130,Phoebe,Oh no!
131,Phoebe,Why not?
