,Person,Said
0,Joey,"Okay Rach, that muffin and espresso, $4.50."
1,Joey,"Ross, double latte, $2.75."
2,Joey,"Chandler, coffee and a scone, $4.25."
3,Joey,"And Pheebs, herbal tea, $1.25."
4,Joey,"So, all together that's  $12.75."
5,Chandler,This coming from the man who couldn't split our 80 dollar phone bill in half.
6,Joey,Hi!
7,Joey,Oh that's on the house courtesy of Joey Tribbiani.
8,Joey,"Well, he's not used to women being so forward with him; but uh, I good check with himHe says it's okay."
9,Joey,Great!
10,Joey,Thanks!
11,Joey,Bye-bye!
12,Ross,"Hey Joey, how come our stuff isn't free?"
13,Joey,It will be when you look like that in a tight skirt!
14,Joey,This is great!
15,Joey,I'm getting more dates than ever!
16,Rachel,"Wait a minute, you're only giving free stuff away to the pretty girls?"
17,Phoebe,Yeah Joey that is so gross!
18,Joey,How about a scone on the house baby?
19,Phoebe,I'm pretty.
20,Phoebe,Opening Credits
21,Ross,Hey does anyone have any gum?
22,Phoebe,Oh I do!
23,Phoebe,"Oh, y'know what?"
24,Phoebe,No.
25,Phoebe,Wait a second.
26,Phoebe,I know it's in here somewhere.
27,Ross,Y'know what?
28,Ross,I'm good!
29,Ross,I'm good!
30,Monica,Hey!
31,Ross,Hey!
32,Chandler,"Hey, what are you doing here?"
33,Chandler,Shouldn't you be at work?
34,Monica,"Ugh, they sent me home."
35,Monica,They said I can't work if I'm sick.
36,Chandler,I'm so sorry you're sick.
37,Monica,I'm not sick!!
38,Monica,I don't get sick!
39,Monica,Getting sick is for weaklings and for pansies!
40,Rachel,"Honey, no one thinks you're a pansy, but we do think you need a tissue."
41,Monica,I have not been sick in over three years!
42,Chandler,I'm gonna grab you some tissue.
43,Monica,I don't need a tissue!
44,Monica,I'm fine-d!
45,Ross,When you put a D' at the end of Fine' you're not fine.
46,Monica,I'm fine-d.
47,Monica,I'm fine-d!
48,Monica,"Y'know, it's a really hard word to say."
49,Chandler,Yes?
50,Rachel,"Oh my God, Jill!"
51,Chandler,"Oh my God, introduce us!"
52,Rachel,This is Chandler.
53,Rachel,And you know Monica and Ross!
54,Ross,Hi Jill.
55,Rachel,"And that's Phoebe , and that's Joey."
56,Joey,"Hey,  how you doin'?"
57,Rachel,Don't!!
58,Rachel,"Honey, what are you doing here?"
59,Phoebe,Which-which sister is this?
