,Person,Said
0,Joey,Hey!
1,Joey,Hey!
2,Joey,Hey!
3,Joey,Hey!!
4,Joey,"None of that, not while you're living under my roof!"
5,Monica,What?
6,Joey,"Look, just because I know about you two, doesn't mean I like looking at it."
7,Chandler,Aren't you supposed to be at an audition for another hour?
8,Joey,"Well, I'm sorry if I'm not a middle-aged black woman!"
9,Joey,And I'm also sorry if sometimes I go to the wrong audition!
10,Joey,"Okay, look, if I have to pretend I don't know about you two, then you two are gonna have to pretend there's nothing to know about."
11,Joey,Chandler and
12,Monica,Okay.
13,Monica,Sorry.
14,Chandler,Sorry.
15,Joey,I can hear that!
16,Monica,Rachel's at work.
17,Joey,I can still hear you!
18,Joey,Opening Credits
19,Phoebe,Hey!
20,Joey,Hey!
21,Chandler,Hello!
22,Monica,"Hey, what's that?"
23,Phoebe,"Yeah, my mom sent me a family heirloom that once belonged to my grandmother."
24,Phoebe,Can you believe it?!
25,Phoebe,"A year ago I didn't even have a family, and now I have heirlooms for crying out loud."
26,Phoebe,Eeeee--ohh!!
27,Phoebe,God!
28,Joey,Argh-argh!!
29,Joey,"Ooh, soft."
30,Joey,Is this mink?
31,Phoebe,Yeah!
32,Phoebe,Why would my mother send me a fur?
33,Phoebe,Doesn't she know me but at all!
34,Phoebe,"Plus, I have a perfectly fine coat that no innocent animal suffered to make!"
35,Chandler,"Yeah, just some 9-year-old Filipino kids who worked their fingers bloody for 12 cents an hour."
36,Chandler,"That didn't happen, I made that up!"
37,Ross,Hey!
38,Ross,How come?
39,Ross,Everybody else does.
40,Monica,What is that?
41,Ross,"Oh, umm, I'm just getting rid of a couple of things."
42,Monica,This is all of your things.
43,Ross,"Yes, yes it is!"
44,Ross,"No, but it's good it'sEmily thinks we should get all new stuff."
45,Ross,"Stuff that's just ours, together."
46,Ross,Y'know brand new.
47,Monica,"So basically, this is a getting-rid-of-everything-Rachel-ever-used sale."
48,Ross,Touched.
49,Ross,Used.
50,Ross,Sat on.
51,Ross,Sleep on.
52,Joey,"Hey, Ross, you're okay with that?"
53,Ross,"Look, if I can just do what Emily wants and get her to New York, I'm sure everything will be fine."
54,Chandler,"Okay, but don't you think this is a little extreme?"
55,Ross,After what I did?
56,Ross,Can you blame her?
57,Phoebe,Oh my God!
58,Phoebe,You got off easy!
59,Phoebe,"When my friend Silvie's husband said someone else's name in bed, she cursed him and turned his thingy green."
60,Joey,What is he doing?
61,Joey,"What, Emily, thinks Ross's furniture has got Rachel coodies?"
62,Monica,Now calm down Joey.
63,Joey,No!
64,Joey,"Everything's gettin' all messed up, y'know?"
65,Joey,"Emily won't let Ross see Rachel, we're not gonna stop seeing Rachel, hence Ross stops seeing us!"
66,Phoebe,"Oh, I hate this."
67,Phoebe,Everything's changing.
68,Chandler,"Yeah I know, we're losing Ross, Joey said hence"
69,Monica,"Look, I'm not happy about this either, but y'know if-if Ross says he's happy then we're just gonna have to keep our feelings about Emily to ourselves."
70,Monica,Are you cool with that?
71,Joey,No!
72,Joey,"But y'know, I'm an actor, I'll act cool."
73,Rachel,"Ohh, whoa God!"
74,Rachel,Storage rooms give me the creeps!
75,Rachel,"Monica, come on please hurry up honey!"
76,Rachel,Please?
77,Monica,"Rachel, if you want the little round waffles, you gotta have to wait until I find the little waffle iron."
78,Rachel,I want the little round waffles.
79,Monica,All right.
80,Monica,"Op, here it is!"
81,Monica,Right underneath the can of-of bug bomb.
82,Monica,I wonder if the best place to put something that cooks food is underneath the can of poison?
83,Rachel,"Okay, y'know what?"
84,Rachel,I'll-I'll have toast!
85,Rachel,Arghhhh!!!!!
86,Monica,Oh my God!
87,Monica,Fog him!
88,Monica,Fog him!
89,Phoebe,I don't know what I'm gonna do about this coat.
90,Joey,I'll take it!
91,Phoebe,That might work!
92,Joey,"Ooh-ooh-ooh, yeah!"
93,Joey,Enh?
94,Joey,"All right, what do you think?"
95,Chandler,You're on in 5 Ms. Minnelli.
96,Ross,"No-no-no, it's just a bit sudden."
97,Ross,"No, it's great."
98,Ross,Okay?
99,Ross,I'm totally on board.
100,Ross,"I love you too, all righty."
101,Ross,Bye.
102,Joey,What's the matter Ross?
103,Ross,Nothing.
104,Ross,"Oh, actually, great news!"
105,Ross,I just got off the phone with Emily and it looks like I'm moving to a new apartment.
106,Ross,Woo-hoo!
107,Phoebe,Why?
108,Ross,"Well, her thought is, and I agree, fresh new furniture, why not a fresh new apartment?"
109,Ross,"Her cousin has this great place to sublet, it's got a view of the river on one side and Columbia on the other."
110,Joey,That's way uptown!
111,Joey,That's like three trains away!
112,Joey,Which is great!
113,Joey,I love to ride that rail!
114,Chandler,So you're really okay with this?
115,Ross,Yes!
116,Ross,Yes!
117,Ross,"I mean it's-it's kinda far from work, but uh, y'know, I'll get so much done on the commute."
118,Ross,I-I've been given the gift of time!
119,Chandler,"Now that's so funny, because last Christmas I got the gift of space."
120,Chandler,We should get them together and make a continuum.
121,Joey,Now he's movin'?
122,Joey,"Man, what is Emily doing to him?"
123,Joey,Ow!!
124,Joey,He's not even here!!
125,Rachel,You guys!
126,Rachel,You guys!
127,Monica,"We were, we were just in the storage area and we saw this really creepy man!"
128,Rachel,"It was like this crazy-eyed, hairy beast man!"
129,Rachel,"He was like a, like a bigfoot or a yeti or something!"
130,Monica,"And he came at us with an axe, so Rachel had to use a bug bomb on him!"
131,Rachel,"Yeah, I-I-I just pulled the tab and I just fogged his yeti ass!"
132,Joey,"Uhh, like dark hair, bushy beard?"
133,Rachel,Yeah!
134,Joey,"Yeah, you fogged Danny."
135,Rachel,Please!
136,Rachel,We did not fog Danny!
137,Rachel,Who's Danny?
138,Joey,Dan just moved in downstairs.
139,Joey,"Yeah, he just got back from like this four-month trek in the Andes."
140,Joey,Nice fella.
141,Monica,Oh he's nice.
142,Monica,He's nice!
143,Monica,"Y'know, you always stick up for the people we fog!"
144,Rachel,Hi!
145,Rachel,"You might not remember us, but we are the girls that fogged you."
146,Monica,We're-we're really sorry we fogged you.
147,Rachel,Hi!
148,Rachel,"Just so you know, we-we didn't mean to fog you, we thought you were like a yeti or something."
149,Rachel,Hi!
150,Rachel,"Sorry to bother you, but I don't think we can accept your acceptance of our apology, it just doesn't really seem like you mean it."
151,Monica,Yeah.
152,Monica,Wow!
153,Monica,That guy is so rude!
154,Rachel,Really!
155,Rachel,What is with that guy?
156,Rachel,I mean you'd forgive me if I fogged you.
157,Monica,Well you did a little bit.
158,Rachel,"Oh my God, honey, I'm so sorry!"
159,Monica,I totally forgive you!
160,Rachel,Really?
161,Monica,Yes!
162,Phoebe,Hey!
163,Monica,Hey!
164,Phoebe,"So listen, you know my friend Chris who owns the crematorium?"
165,Monica,Crematorium Chris?
166,Monica,Sure!
167,Phoebe,"He says, that he would cremate my fur coat for free if I umm, y'know, bring in the next person I know who dies."
168,Rachel,Oh my God!
169,Rachel,"Oh my God, look at these pelts!"
170,Monica,"Don't get too attached, she's having it cremated."
171,Rachel,What?
