,Person,Said
0,Monica,"Ok, these were unbelievably expensive, and I know he's gonna grow out of them in like, 20 minutes, but I couldn't resist."
1,Phoebe,"Oh, look at these!"
2,Phoebe,"Hey, Ben."
3,Phoebe,Just do it.
4,Phoebe,"Oh my God, oh, ok, was that too much pressure for him?"
5,Chandler,"You know, it's...  something funny about sneakers."
6,Chandler,I'll be right back.
7,Joey,"I gotta get one, too."
8,Ross,What are you guys doing?
9,Chandler,We're just hanging out by the spoons.
10,Chandler,Ladle?
11,Ross,"Look, would you guys grow up?"
12,Ross,That is the most natural beautiful thing in the world.
13,Joey,"Yeah, we know, but there's a baby suckin' on it."
14,Ross,"This is my son having lunch, ok?"
15,Ross,"It's gonna happen a lot, so you'd better get used to it."
16,Ross,"Now if you have any problem with it, if you're uncomfortable, just ask questions."
17,Ross,"Carol's fine with it, now come on."
18,Ross,Carol?
19,Chandler,Carol?
20,Chandler,I was just wondering if Joey could ask you a question about breast-feeding?
21,Joey,"Uh, does it hurt?"
22,Joey,Chandler?
23,Chandler,"So, uh, how often can you do it?"
24,Joey,"Ok, I got one, I got one."
25,Joey,"Uh, if he blows into one, does the other one get bigger?"
26,Joey,Opening Credits
27,Rachel,"Yeah, I forget which ones."
28,Rachel,Thank you.
29,Rachel,What a bitch.
30,Phoebe,"I can't, I have to take my grandmother to the vet."
31,Monica,"Ok, um, I'll go with you."
32,Ross,"Hi, honey."
33,Chandler,"Hey, sweetums."
34,Ross,Hello to the rest.
35,Joey,Monica what're you doin'?
36,Joey,You can't go shopping with her?
37,Joey,What about Rachel?
38,Monica,"It's gonna be a problem, isn't it?"
39,Chandler,"Come on, you're going to Bloomingdale's with Julie?"
40,Chandler,That's like cheating on Rachel in her house of worship.
41,Monica,But I'm...
42,Phoebe,"Monica, she will kill you."
43,Phoebe,She will kill you like a dog in the street.
44,Ross,"So, uh, Jules tells me you guys are going shopping tomorrow?"
45,Monica,"Yeah, uh, it's actually not that big a deal."
46,Ross,It's a big deal to me.
47,Ross,"This is great, Monica."
48,Ross,I really appreciate this.
49,Monica,You're welcome.
50,Phoebe,"Woof, woof."
51,Joey,Bijan for men?
52,Joey,Bijan for men?
53,Joey,Bijan for men?
54,Joey,Hey Annabelle.
55,Joey,Who?
56,Joey,What's he doin' in my section?
57,Joey,"Well, he's gonna."
58,Joey,"I'll see you a little later, ok?"
59,Joey,"Hey, how ya doin'?"
60,Joey,Hombre
61,Joey,"Listen, I know you're new, but it's kinda understood that everything from Young Men's to the escalator is my territory."
62,Joey,Hombre
63,Joey,Yeah.
64,Joey,Bijan for men?
65,Monica,"Phoebe, listen."
66,Monica,"You were with me, and we were shopping all day."
67,Phoebe,What?
68,Monica,"We were shopping, and we had lunch."
69,Phoebe,"Oh, all right."
70,Phoebe,What did I have?
71,Monica,You had a salad.
72,Phoebe,"Oh, no wonder I don't feel full."
73,Rachel,"Hey, guys, what's up."
74,Phoebe,"I went shopping with Monica all day, and I had a salad."
75,Rachel,"Good, Pheebs."
76,Rachel,What'd you buy?
77,Phoebe,"Um, we went shopping for um, for, fur."
78,Rachel,You went shopping for fur?
79,Phoebe,"Yes, and then I realized I'm against that, and uh, so then we bought some,  uh, boobs."
80,Rachel,You bought boobs?
81,Phoebe,Bras!
82,Phoebe,We bought bras!
83,Phoebe,We bought bras.
84,Joey,Bijan for men?
85,Joey,Bijan for men?
86,Joey,"Bijan for...   Hey, Annabelle, Uh, listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee."
