,Person,Said
0,Phoebe,Hi
1,Rachel,How was the honeymoon?
2,Rachel,"Phoebe; Oh, incredible!"
3,Rachel,Oh!
4,Rachel,"Champagne, candle-lit dinners, moonlight walks on the beach, it was sooo ro-man-tic!"
5,Rachel,Oh!
6,Chandler,"So, where's Mike?"
7,Phoebe,"Oh, he's at the doctor, he didn't poop the whole time we were there!"
8,Joey,"Well anyway, I'm glad you're back, I really need your help."
9,Phoebe,"Oh, why?"
10,Phoebe,What's up?
11,Joey,I have an audition for this play and for some of it I have to speak French.
12,Joey,"Which, according to my résumé, I'm fluent in."
13,Ross,"Joey, you shouldn't lie on your résumé."
14,Monica,"Yeah, you really shouldn't."
15,Monica,"By the way, how was that year-long dig in Cairo?"
16,Ross,It was ok...
17,Rachel,I did not know you spoke French.
18,Phoebe,"Oui, bien sur je parle Français!"
19,Phoebe,Qu'est-ce que tu penses alors?
20,Rachel,Oh... you're so sexy!
21,Joey,"Well, so, will you help me?"
22,Joey,I really wanna be in this play.
23,Phoebe,Sure!
24,Phoebe,"Tout le plaisir est pour moi, mon ami."
25,Rachel,"Seriously stop it, or I'm gonna jump on ya."
26,Rachel,OPENING CREDITS
27,Chandler,Hey.
28,Monica,Hey.
29,Chandler,Why are you wearing my apron?
30,Monica,I'm making cookies for Erica.
31,Monica,"And oh, by the way, we have to leave for the airport soon, her plane comes in about an hour."
32,Chandler,"Oh, hey, when she gets here, is it ok if I introduce you two as ""my wife"" and ""the woman who's carrying my child""?"
33,Chandler,No?
34,Chandler,Divorce?
35,Ross,Hey.
36,Monica,Hey.
37,Ross,You guys know where Rachel is?
38,Monica,"No, we haven't seen her since this morning."
39,Ross,So unbelievable.
40,Ross,She was supposed to meet me half an hour ago with Emma.
41,Monica,Hey!
42,Ross,Hey!
43,Monica,These are for Erica!
44,Ross,What?
45,Ross,She's gonna eat all those cookies?
46,Monica,"Well, I want he baby to come out all cute and fat!"
47,Ross,"So, why is Erica coming to visit?"
48,Monica,"Well, because we want to get to know her better and she's never been to New York so she wants to see all the tourists' spots... you know, Statue of Liberty, Empire State Building..."
49,Chandler,"Oh, those places!"
50,Chandler,"There's always so many people, their being corralled like cattle, and... you know, there's always some idiot who goes ""Mooooo""!"
51,Monica,"Well, if it annoys you so much, then why do you do it?"
52,Ross,"Oh, hi!"
53,Ross,Hi!
54,Ross,Thanks for showing you up thirty minutes late!
55,Rachel,Ross...
56,Ross,"No, no, no, I'm sure you have a great excuse, wh-was it a hair appointment, a mani-pedi or was there a sale at Barney's?"
57,Rachel,My father had an heart attack...  ...while I was at Barney’s.
58,Ross,Oh my God.
59,Monica,Honey.
60,Chandler,I'm so sorry...
61,Ross,Is-is he ok?
62,Rachel,"Yeah, they said he's gonna be fine, but he's still heavily sedated."
63,Ross,"Ok, ok."
64,Ross,"I'm gonna come out to Long Island with you, I mean, you can't be alone right now."
65,Rachel,"No, come on, I'm totally ok."
66,Rachel,I don't need you to come!
67,Rachel,I can totally handle this on my own.
68,Ross,"Still-still, let me come... for me."
69,Rachel,Ok.
70,Rachel,If you really need to.
71,Ross,I bet someone could use one of Monica's freshly baked cookies.
72,Rachel,"Oh, I really could."
73,Ross,Oh!
74,Rachel,Ohh...
75,Phoebe,"All right, it seems pretty simple."
76,Phoebe,"Your first line is ""My name is Claude"", so, just repeat after me."
77,Phoebe,"""Je m'appelle Claude""."
78,Joey,Je de coup Clow.
79,Phoebe,"Well, just... let's try it again."
80,Joey,Ok.
81,Phoebe,Je m'appelle Claude.
82,Joey,Je depli mblue.
83,Phoebe,Uh.
84,Phoebe,It's not... quite what I'm saying.
85,Joey,Really?
86,Joey,It sounds exactly the same to me.
