,Person,Said
0,Joey,"Alright, no peeking."
1,Joey,"No peeking, no peeking, no peeking."
2,Chandler,"Alright, alright, but you better be wearing clothes when I open my eyes."
3,Joey,Alright open your eyes.
4,Chandler,Sweet mother of all that is good and pure.
5,Joey,Huh?
6,Joey,Days of our Lives picked up my option.
7,Chandler,Congratulations!
8,Joey,I know.
9,Joey,Uh-huh.
10,Chandler,"So uh, which one is mine?"
11,Joey,"Whichever one you want, man."
12,Joey,Whichever one you want.
13,Joey,Not that one.
14,Chandler,Ohh yes.
15,Joey,"Ohh yeah, that's the stuff."
16,Chandler,Do we dare?
17,Joey,We dare.
18,Phoebe,I can't believe two cows made the ultimate sacrifice so you guys could watch TV with your feet up.
19,Chandler,Well they were chair-shaped cows.
20,Chandler,They never would have survived in the wild.
21,Ross,"This screen is amazing, I mean Dick Van Dyke is practically life-size."
22,Monica,"Rose Marie really belongs on a smaller screen, doesn't she?"
23,Rachel,Hi you guys.
24,Rachel,Hey you.
25,Ross,Hey you.
26,Ross,CHANDLER and
27,Joey,"Woah, hey, yo."
28,Rachel,"So, uh, how was your day?"
29,Ross,"Oh you know, pretty much the usual, uh, sun shining, birds chirping."
30,Rachel,Really?
31,Rachel,Mine too.
32,Phoebe,"Hey cool, mine too."
33,Ross,"Yeah, yeah, yeah."
34,Ross,I got to get to the museum.
35,Ross,"So um, I'll see you tonight."
36,Rachel,OK.
37,Ross,Bye guys.
38,Monica,Tonight?
39,Monica,CHANDLER and
40,Joey,"Hey, yo."
41,Monica,What's tonight?
42,Rachel,It is our first official date.
43,Rachel,Our first date.
44,Monica,"Uh, hello."
45,Rachel,Hi.
46,Monica,"Tonight you're supposed to waitress for me, my catering thing, any of those words trigger anything for you?"
47,Rachel,"God, oh God Monica, I forgot."
48,Rachel,This is our first date.
49,Monica,Yes but my mom got me this job.
50,Phoebe,"OK, I can be a waitress, I can be a waitress."
51,Rachel,"Oh, thank you, thank you, thank you, thank you."
52,Rachel,"See Phoebe, Phoebe."
53,Monica,Really Phoebs?
54,Monica,"Because, you know, you'd have to be an actual waitress."
55,Monica,This can't be like your 'I can be a bear cub' thing.
56,Phoebe,I can be a waitress.
57,Phoebe,OK watch this.
58,Phoebe,"Um, gimme two number ones, 86 the bacon, one Adam and Eve on a raft and rick'em, la-la-la-la-la, la-la-la-la-la."
59,Phoebe,It's James Bond.
60,Monica,Sorry we're late.
61,Monica,DR.
62,Monica,"Dr. Burke, it, it's me."
63,Monica,DR.
64,Monica,Thank you.
65,Monica,This is my friend Phoebe.
66,Monica,She's gonna be helping me tonight.
67,Monica,DR.
68,Monica,"I've been great, just great."
69,Monica,How have you been?
70,Monica,DR.
71,Monica,The head tilt?
72,Monica,DR.
73,Monica,I'm sorry.
74,Monica,DR.
75,Monica,"Oh, that's too bad."
76,Monica,DR.
77,Chandler,"Uh, two larges, extra cheese on both."
78,Chandler,"But listen, don't ring the buzzer for 19, ring 20, Geller-Green, they'll let you in, OK."
79,Chandler,"If you buzz our door, there's no tip for you."
80,Chandler,"OK, thanks."
81,Chandler,Pizza's on the way.
82,Chandler,I told you we wouldn't have to get up.
83,Joey,What if we have to pee?
84,Chandler,I'll cancel the sodas.
85,Monica,"You've got to get back out there, it's your party."
86,Monica,DR.
87,Monica,You're an opthamologist.
88,Monica,DR.
89,Phoebe,"That's funny, no."
90,Phoebe,"Cadillac, cataract, I get it, no I get it, you stay out there."
91,Phoebe,DR.
92,Monica,"Alright, I'll tell you what."
93,Monica,"I'll come get you in 5 minutes with some sort of um, kabob emergency."
94,Monica,DR.
95,Phoebe,You are so smitten.
96,Monica,I am not.
97,Phoebe,"Oh, you are so much the smitten kitten."
98,Phoebe,You should ask him out.
99,Monica,Dr. Burke?
100,Monica,I don't think so.
101,Monica,"I mean, like, he's a grown up."
102,Phoebe,So.
103,Phoebe,You two are totally into each other.
104,Monica,"Phoebe, he's a friend of my parents."
105,Monica,He's like 20 years older than me.
106,Phoebe,"OK, so what, you're just never gonna see him again?"
107,Monica,Not never.
108,Monica,"I mean, I'm gonna see him tomorrow at my eye appointment."
109,Phoebe,"Didn't you like, just get your eyes checked?"
110,Monica,"Well yeah, but, you know, uh, 27 is a dangerous eye age."
111,Rachel,"C'mon, I'm not saying it was a bad movie, I'm just saying, you know, it was a little."
112,Rachel,hard to follow.
113,Ross,I told you there was going to be sub-titles.
114,Rachel,"I know, I just didn't want to wear my glasses on my first date."
115,Rachel,Monica.
116,Ross,It would really help when I'm kissing you if you didn't shout out my sister's name.
117,Rachel,"Honey, I'm just checking."
118,Ross,Oh.
119,Rachel,Monica.
120,Ross,Mon.
121,Rachel,Monica.
122,Ross,Mon.
123,Ross,"What, what."
124,Rachel,I'm sorry.
125,Rachel,"Oh God, I'm sorry, it's just that when you moved your hands down to my butt, it was like woah, Ross's hands are on my butt."
