,Person,Said
0,Joey,"Hey, wouldn't be cool if our duck and chick had a little baby?"
1,Joey,We could call it Chuck.
2,Chandler,Or... Dick.
3,Ross,Hey.
4,Ross,Chandler and
5,Joey,Hey.
6,Ross,"Listen, I-I need a favor."
7,Ross,"Umm, I was in the shower, and as I was cleansing myself, I ah, I-I, well I felt something."
8,Chandler,Was it like a sneeze only better?
9,Ross,"No, no, I mean, I mean a thing on my body."
10,Joey,What was it?
11,Ross,"Well, I don't know, it's-it's kinda in a place that's not..."
12,Ross,"It's not visually accessible to me, and I was hoping maybe you guys could-could help me out."
13,Ross,Chandler and
14,Joey,Whoa!!
15,Chandler,No!
16,Ross,"Come on you guys, it's no big deal!"
17,Chandler,Whoa-heeeiiiiii-iiiii-ah!!
18,Chandler,Huh.
19,Ross,Well what is it?
20,Ross,Is it a mole?
21,Joey,"No, it's too wrinkly to be a mole."
22,Ross,"Well, eww."
23,Ross,What?
24,Ross,Is it a pimple?
25,Chandler,"No, it's... fancier than a pimple."
26,Chandler,"Look Ross, why don't you just go see a"
27,Rachel,Hey guys!
28,Rachel,What's...
29,Chandler,"Okay, well, it's definite, two more weeks of winter."
30,Ross,Ahhh.
31,Joey,"Yeah, right."
32,Joey,Opening Credits
33,Phoebe,"Okay, and then this is the coffee house."
34,Phoebe,This is where I play my music.
35,Phoebe,"Yeah, and these are my friends."
36,Phoebe,People.
37,Phoebe,"This is Vince, Vince the people."
38,Rachel,Hi!
39,Chandler,Hey!
40,Phoebe,Vince is a fireman.
41,Rachel,Wow!
42,Rachel,Have you ever rescued anyone from a burning building before?
43,Chandler,"Well, y'know if Joey and I played with matches we could get you up to an even hundred."
44,Chandler,"You're right, I know."
45,Phoebe,Okay.
46,Rachel,"Wow, he's cute, Pheebs!"
47,Rachel,But I thought you just started dating that Kindergarten teacher.
48,Phoebe,"Oh, Jason?"
49,Phoebe,"Yeah, uh-huh, we're seeing each other tonight."
50,Rachel,What-Pheebs?!
51,Rachel,Two dates in one day?
52,Rachel,That's so unlike you.
53,Phoebe,"I know, I know!"
54,Phoebe,I'm like playing the field.
55,Phoebe,Y'know?
56,Phoebe,"Like, juggling two guys, I'm sowing my wild oats."
57,Phoebe,Y'know?
58,Phoebe,"Y'know, this kind've like y'know oat-sowin', field-playin' juggler."
59,Joey,"So Pheebs, do they know about each other?"
60,Phoebe,Does a dog's lips move when he reads?
61,Phoebe,"Okay, no they don't."
62,Ross,Hey guys!
63,Joey,Hey.
64,Rachel,Hi!
65,Joey,Well?
66,Chandler,"Okay, how'd it go at the doctor's?"
67,Ross,"Well, he said there's definitely nothing to worry about, it's totally benign."
68,Joey,Well what is it?
69,Ross,He couldn't even tell me!
70,Ross,He said it was just some sort of skin... abnormality.
71,Ross,"And the worst thing is he-he-he said, he said, without being able to identify it, he was reluctant to remove it."
72,Chandler,Y'know what?
73,Chandler,"You should go to my guy, because when I went in there with my third nipple."
74,Chandler,He just lopped it right off.
75,Chandler,Y'know?
76,Chandler,So I guess I'm lucky.
77,Chandler,I mean not as lucky as people who were born with two nipples.
78,Ross,At least they knew what yours was.
79,Ross,"Y'know, yours had a name."
80,Joey,Oh!
81,Joey,Maybe they'll name yours after you!
82,Joey,"Y'know, they'll call it, The Ross."
83,Joey,"And then people would be like, ""Awww, he's got a Ross."""
84,Ross,"Yeah, that'd be cool!"
85,Monica,Pete's breaking up with me.
86,Monica,"I just checked my messages, and he said that when he gets back from Atlanta, we need to talk."
87,Rachel,And?
88,Monica,Well that's it.
89,Monica,People never say `We need to talk' unless it's something bad.
90,Joey,"Whoa, that doesn't necessarily mean that he's breaking up with you."
91,Monica,Really?
92,Joey,"Yeah, maybe he just cheated on you."
93,Phoebe,That is so great!
94,Phoebe,"Oh, I...  Oh my God!"
95,Phoebe,Oh my God!!
96,Phoebe,No!
97,Phoebe,No!
98,Phoebe,"Well, we don't n-n-n-n-need a fireman, we'd, we'd like a good mechanic."
99,Phoebe,"Oh my God, here they come!"
100,Phoebe,"Well, we gotta get out of here!"
101,Phoebe,"Well look, if I wanted to see a fireman, I would date one."
102,Phoebe,Okay?
103,Ross,"Th-th-that's all it is, a third nipple."
104,Ross,Y'know?
105,Ross,Just your run-of-the-mill third nipple.
106,Ross,Y'know?
107,Ross,You can take it off.
108,Ross,Just slice that baby right off!
109,Ross,Dr.
110,Ross,Just showing you my run-of-the-mill-slice-it-right-off third nipple.
111,Ross,Dr.
112,Ross,No?
113,Ross,Dr.
114,Ross,"Well then, what is it?!"
115,Ross,Dr.
116,Monica,I gotta go water Pete's plants.
117,Monica,"Y'know what, if he's gonna break up with me, maybe I won't water his plants."
118,Chandler,"Well, if he's gonna break up with you, maybe Joey and I should water his plants."
119,Chandler,If y'know what I mean.
120,Joey,"Or ha-ha, we could go over there and pee on them."
121,Phoebe,and I-I can't take it!
122,Phoebe,Y'know?
123,Phoebe,"I'm just, always afraid one of them is gonna catch me with the other one."
124,Phoebe,It's making me crazy.
125,Rachel,"Well honey, then why don't you break up with one of them?"
126,Phoebe,Uh.
127,Joey,Whoa-whoa-whoa.
128,Joey,"What ah, what happened to playing the field?"
129,Phoebe,"Well, it just, it doesn't feel like playing anymore, it feels like work."
130,Phoebe,It's like I'm working in the field.
131,Rachel,"So Pheebs, pick one of them."
132,Monica,Yeah.
133,Monica,Which one do you like more?
134,Phoebe,"Well, Vince is great, y'know `cause, he's like a guy, guy."
135,Phoebe,Y'know?
136,Phoebe,"He's so burly, he's sooo very burly."
137,Joey,"Okay, good, so there you go."
138,Joey,Go with Vince.
139,Phoebe,"Yeah, but Jason's really sensitive."
140,Chandler,"Well sensitive is important, pick him."
141,Phoebe,Yeah.
142,Joey,"Oh sure, go with the sissy."
143,Phoebe,Jason is not a sissy!
144,Joey,"Oh no-no-no-no, I meant Chandler."
145,Ross,Y'know I have dinner plans!!
146,Ross,Dr.
147,Monica,"Okay, this is the den."
148,Monica,"All right, check this out."
149,Monica,Lights!
150,Monica,Whoa!
151,Monica,All right.
152,Monica,Less lights!
153,Monica,Bad lights!
154,Monica,Lights go away!
