,Person,Said
0,Joey,Man this is weird.
1,Joey,You ever realize Captain Crunch's eyebrows are actually on his hat?
2,Chandler,That's what's weird?
3,Chandler,"Joey, the man's been captain of a cereal for the last 40 years."
4,Chandler,Waaa-aaah.
5,Joey,What?
6,Chandler,The spoon.
7,Chandler,You licked and-and you put.
8,Chandler,You licked and you put.
9,Joey,"Yeah, so."
10,Chandler,Well don't you see how gross that is?
11,Chandler,I mean that's like you using my toothbrush.
12,Chandler,You used my toothbrush?
13,Joey,"Well, that was only 'cause I used the red one to unclog the drain."
14,Chandler,Mine is the red one!
15,Chandler,Oh God.
16,Chandler,"Can open, worms everywhere."
17,Joey,"Hey, why can't we use the same toothbrush, but we can use the same soap?"
18,Chandler,Because soap is soap.
19,Chandler,It's self-cleaning.
20,Joey,"Alright, well next time you take a shower, think about the last thing I wash and the first thing you wash."
21,Joey,OPENING TITLES
22,Chandler,Hey.
23,Chandler,MONICA and
24,Phoebe,Hey.
25,Joey,Hey.
26,Phoebe,"Ooh, look at you fancy lads."
27,Phoebe,What's the occasion?
28,Joey,"Well, you know that guy that's on my show that's in a coma?"
29,Joey,He's havin' a brunch.
30,Phoebe,Ahh.
31,Rachel,"OK, ready when you are."
32,Phoebe,Okey-doke.
33,Monica,I can't believe you guys are actually getting tattoos.
34,Chandler,"Excuse me, you guys are getting tattoos?"
35,Rachel,"Yes, but you can not tell Ross 'cause I want to surprise him."
36,Joey,"Wow, this is wild."
37,Joey,What're you gonna get?
38,Phoebe,"Um, I'm getting a lily for my Mom."
39,Phoebe,'Cause her name's Lily.
40,Chandler,"Wow, that's lucky."
41,Chandler,What if her name was Big Ugly Splotch?
42,Joey,So where you gettin' it?
43,Phoebe,I think on my shoulder.
44,Ross,What?
45,Ross,What's on your shoulder?
46,Phoebe,"Um, a chip."
47,Phoebe,"A tattoo, I'm getting a tattoo."
48,Ross,A tattoo?
49,Ross,"Why, why would you want to do that?"
50,Ross,Hi.
51,Rachel,Hi.
52,Rachel,"Well hey, you don't - you don't think they're kind of cool?"
53,Ross,"No, sorry I don't."
54,Ross,Tell me why would anyone pay someone to scar their body for life?
55,Ross,What if it doesn't come out right Phoebe?
56,Ross,"Then it's like, I don't know, havin' a bad hair cut all the time."
57,Ross,Why's everyone staring at me?
58,Monica,"Ross, come sign this birthday card for dad."
59,Monica,Rich is gonna be here any minute.
60,Chandler,"Oooh, Rich is goin' to the party too, huh?"
61,Monica,"Well, he's my parents' best friend, he has to be there."
62,Joey,"Oh, is today the day you're gonna tell them about you two?"
63,Monica,Yeah.
64,Monica,"It's my dad's birthday, I decided to give him a stroke."
65,Phoebe,"No, I think you should tell them."
66,Monica,"No, I don't even know how serious he is about me."
67,Monica,"Until I do, I'm not telling them anything."
68,Ross,"I don't know, I don't think mom and dad would mind."
69,Ross,"Remember when you were 9 and Richard was 30, how dad used to say, 'God I hope they get together.'"
70,Ross,"Alright, shall we?"
71,Monica,"OK, wait, wait, wait, wait."
72,Monica,You know what?
73,Monica,"Ross, let's - let's switch places."
74,Monica,You get in the middle.
75,Monica,"No un-, ya know, unless this looks like we're trying to cover something up."
76,Ross,"Monica, Monica, you could come in straddling him, they still wouldn't believe it."
77,Ross,We're here.
78,Ross,MRS.
79,Monica,Happy birthday dad.
80,Monica,MR.
81,Ross,Hi ma.
82,Ross,"Uh, actually mom, I think Monica thanked him for the both of us."
83,Monica,Finger cramp.
84,Monica,"Oh God, sorry."
85,Monica,"Here, let me get that mom."
86,Monica,MRS.
87,Monica,Are we still on that?
88,Monica,MRS.
89,Joey,Can you believe this place?
90,Chandler,"I know, this is a great apartment."
91,Joey,"Ah, I was just in the bathroom, and there's mirrors on both sides of you."
92,Joey,So when you're in there it's like you're peein' with the Rockettes.
93,Chandler,"Wow, there's my fantasy come true."
94,Chandler,"No, seriously."
95,Chandler,JOEY'S CO-STAR
96,Joey,Hey!
97,Joey,"We were just sayin', great apartment man."
98,Joey,JOEY'S CO-STAR
99,Joey,Huh?
100,Joey,JOEY'S CO-STAR
101,Joey,"Yeah, can you see me in a place like this?"
102,Joey,JOEY'S CO-STAR
103,Chandler,"Oh that's all right fellas, I saw a kitchen this morning - on TV."
104,Chandler,Stop talking.
105,Chandler,OK.
106,Ross,"Dad, you really don't want to do that."
107,Ross,MR.
108,Ross,"Dad, I beg you not to finish that sentence."
109,Ross,MR.
110,Phoebe,"OK Rach, which, which lily?"
111,Phoebe,This lily or that lily?
112,Rachel,Well I. .
113,Phoebe,I like this lily.
114,Phoebe,"It's more open, ya know, and that's like my mom."
115,Phoebe,"She had a more open, giving spirit."
116,Phoebe,"Ooh, Foghorn Leghorn, ooh."
117,Phoebe,TATTOO
118,Phoebe,Here we go.
119,Rachel,Uh-huh.
120,Phoebe,You're not going?
121,Rachel,Uh-huh.
122,Phoebe,What?
123,Phoebe,Is it - is this 'cause of what Ross said?
124,Rachel,No.
125,Rachel,"Well, yeah, maybe."
126,Phoebe,I don't believe this.
127,Phoebe,Is this how this relationship's gonna work?
128,Phoebe,Ross equals boss.
129,Phoebe,"I mean, c'mon what is this, 1922?"
130,Rachel,What's 1922?
131,Phoebe,"Just, you know, long time ago."
132,Phoebe,"Well, when men used to tell women what to do - a lot."
133,Phoebe,"And then there was suffrage, which is a good thing but is sounds horrible."
134,Phoebe,Do you want to get this tattoo?
135,Rachel,"Yes I do, it's just that Ross is."
136,Phoebe,"OK, hey, HEY."
137,Phoebe,Is your boyfriend the boss of you?
138,Rachel,No.
139,Phoebe,"OK, who is the boss of you?!"
140,Rachel,You?
141,Phoebe,No.
142,Phoebe,You are the boss of you.
143,Phoebe,Now you march your heinie in there and get that heart tattooed on your hip.
144,Phoebe,GO!
145,Monica,I'm a twinkie.
146,Monica,"Oh, this is so hard."
147,Monica,Maybe we should just tell your parents first.
148,Monica,"God, you are so lucky."
149,Monica,"I mean, I mean."
150,Monica,you know what I mean.
151,Monica,Alright.
152,Joey,Can we drop this?
153,Joey,I am not interested in the guy's apartment.
154,Chandler,"Oh please, I saw the way you were checking out his mouldings."
155,Chandler,You want it.
156,Joey,"Why would I want another apartment, huh?"
157,Joey,I've already got an apartment that I love.
