,Person,Said
0,Phoebe,Hi guys!
1,Ross,Hey.
2,Ross,"Oh, oh, how'd it go?"
3,Phoebe,"Um, not so good."
4,Phoebe,He walked me to the subway and said 'We should do this again!'
5,Rachel,What?
6,Rachel,"He said 'we should do it again', that's good, right?"
7,Monica,"Uh, no."
8,Monica,Loosely translated 'We should do this again' means 'You will never see me naked'.
9,Rachel,Since when?
10,Joey,Since always.
11,Joey,It's like dating language.
12,Joey,"Y'know, like 'It's not you' means 'It is you'."
13,Chandler,Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearing alcoholics and complaining about them to you'.
14,Phoebe,"Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha, I already am'."
15,Rachel,And everybody knows this?
16,Joey,Yeah.
17,Joey,Cushions the blow.
18,Chandler,"Yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm."
19,Ross,"That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm."
20,Monica,"Uh, Ross."
21,Ross,What?
22,Ross,Wh- hello?
23,Ross,The Millners' farm in Connecticut?
24,Ross,"The Millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was- it w- .....Oh my God, Chi Chi!"
25,Ross,Opening Credits
26,Chandler,"""So how does it feel knowing you're about to die?"""
27,Joey,"""Warden, in five minutes my pain will be over."
28,Joey,"But you'll have to live with the knowledge that you sent an honest man to die."""
29,Chandler,"Hey, that was really good!"
30,Joey,Thanks!
31,Joey,Let's keep going.
32,Chandler,Okay.
33,Chandler,"""So."
34,Chandler,"Whaddya want from me, Damone, huh?"""
35,Joey,"""I just wanna go back to my cell."
36,Joey,"'Cause in my cell, I can smoke."""
37,Chandler,"""Smoke away."""
38,Chandler,I think this is probably why Damone smokes in his cell alone.
39,Joey,What?
40,Chandler,Relax your hand!
41,Chandler,Not so much!
42,Joey,Whoah!
43,Chandler,Hey!
44,Joey,Hey!
45,Chandler,"Alright, now try taking a puff."
46,Chandler,Alright.. okay.
47,Chandler,No.
48,Chandler,Give it to me.
49,Joey,"No no no, I am not giving you a cigarette."
50,Chandler,"It's fine, it's fine."
51,Chandler,"Look, do you wanna get this part, or not?"
52,Chandler,Here.
53,Chandler,Don't think of it as a cigarette.
54,Chandler,Think of it as the thing that's been missing from your hand.
55,Chandler,"When you're holding it, you feel right."
56,Chandler,You feel complete.
57,Joey,Y'miss it?
58,Chandler,"Nah, not so much."
59,Chandler,"Alright, now we smoke."
60,Chandler,Oh.. my.. God.
61,Monica,"No, no, no."
62,Monica,They say it's the same as the distance from the tip of a guy's thumb to the tip of his index finger.
63,Joey,That's ridiculous!
64,Ross,Can I use.. either thumb?
65,Rachel,"Alright, don't tell me, don't tell me!"
66,Rachel,Decaf cappucino for Joey.. Coffee black.. Late.. And an iced tea.
67,Rachel,I'm getting pretty good at this!
68,Rachel,Good for me!
69,Joey,"Y'okay, Phoebe?"
70,Phoebe,"Yeah- no- I'm just- it's, I haven't worked- It's my bank."
71,Monica,What did they do to you?
72,Phoebe,"It's nothing, it's just- Okay."
73,Phoebe,"I'm going through my mail, and I open up their monthly, you know, STATEMENT-"
74,Ross,Easy.
75,Phoebe,- and there's five hundred extra dollars in my account.
76,Chandler,"Oh, Satan's minions at work again..."
77,Phoebe,"Yes, 'cause now I have to go down there, and deal with them."
78,Joey,What are you talking about?
79,Joey,Keep it!
80,Phoebe,"It's not mine, I didn't earn it, if I kept it, it would be like stealing."
81,Rachel,"Yeah, but if you spent it, it would be like shopping!"
82,Phoebe,Okay.
83,Phoebe,"Okay, let's say I bought a really great pair of shoes."
84,Phoebe,"Do you know what I'd hear, with every step I took?"
85,Phoebe,'Not-mine.
86,Phoebe,Not-mine.
87,Phoebe,Not-mine.'
