,Person,Said
0,Ross,Ok.
1,Ross,"Here's his diaper bag, and his uh, Mr. Winky, and uh...oh, him."
2,Ross,Hi!
3,Ross,"Oh, great."
4,Ross,Great.
5,Ross,"There was a projectile, uh, throwing up incident, but he started it."
6,Ross,Ok.
7,Ross,"Oh, you and me?"
8,Ross,Ok.
9,Ross,"As in, ""I now pronounce you wife and wife"" married?"
10,Ross,Why wouldn't I want to come?
11,Ross,I had fun at the first wedding.
12,Ross,"No no no, I mean, hey, why shouldn't I be happy for you?"
13,Ross,What would it say about me if I couldn't revel in your joy?
14,Ross,"I'm revelling baby, believe me!"
15,Ross,Mmm hmmm.
16,Ross,Uh-huh.
17,Ross,This is so cool.
18,Ross,You're actually gonna be on television.
19,Joey,It really hit me last night.
20,Joey,I'm gonna be on Days of our Lives.
21,Joey,"And then I started thinkin' about all of u, and how these are the days of our lives.."
22,Monica,Yes!
23,Monica,"Carol and Susan's caterer had a mountain bike accident this weekend, and she's in a full body cast."
24,Monica,"ROSS, CHANDLER &"
25,Joey,Yes!
26,Monica,"They want me to do it, which is really cool, seeing as I've never catered before, and I really need the money, and this isn't a problem for you, is it?"
27,Ross,Would it matter?
28,Monica,"Oh, you are so great!"
29,Monica,Thank you!
30,Joey,Are you really not going?
31,Ross,I am really not going.
32,Ross,I don't get it.
33,Ross,"They already live together, why do they need to get married?"
34,Monica,"They love each other, and they wanna celebrate that love with the people that are close with them."
35,Ross,If you wanna call that a reason.
36,Chandler,"Who's the bitterest man in the living room, the bitterest man in the living room?"
37,Chandler,"Hi, neighbor."
38,Monica,"Ross, I thought you were over this."
39,Ross,"Look, that has nothing to do with this, ok?"
40,Ross,She's my ex-wife.
41,Ross,"If she were marrying a guy, none of you'd expect me to be there."
42,Joey,"Hey, if she were marrying a guy, she'd be like the worst lesbian ever."
43,Rachel,Did I miss it?
44,Rachel,Did I miss it?
45,Joey,"No, I'm on right after this guy shoots himself."
46,Chandler,"Whoa, she's pretty."
47,Joey,"Yeah, and she's really nice too."
48,Joey,"She taught me all about how to work the cameras, and smell-the-fart acting."
49,Rachel,"I'm sorry, what?"
50,Monica,What?
51,Joey,"It's like, you got so many lines to learn so fast, that sometimes you need a minute to remember your next one."
52,Joey,"So while you're thinkin' of it, you take this big pause where you look all intense, you know, like this."
53,Chandler,"Oh, ok."
54,Joey,"There's my scene, there's my scene."
55,Joey,"""Mrs. Wallace, I'm Dr. Drake Ramoray, your sister's neurosurgeon."
56,Joey,MRS.
57,Joey,I'm afraid the situation is much worse than we expected.
58,Joey,Your sister is suffering from a..subcranial hematoma.
59,Joey,Perhaps we can discuss this over coffee.
60,Chandler,Nice!
61,Rachel,That's great!
62,Ross,Excellent!
63,Chandler,For a minute there I thought you were actually tryin' to smell something.
64,Ross,That is so good!
65,Ross,Do it again!
66,Joey,"All right, all right."
67,Joey,"""Damnit Braverman, it's right there on the chart!"""
68,Chandler,That's great.
69,Chandler,"All right, I gotta get to work, I got a big dinosaur bone to inspect."
70,Ross,"No no, that's me."
71,Chandler,"Oh, yeah."
72,Ross,"Oh, hello."
73,Phoebe,"Oh, thanks."
74,Phoebe,I couldn't uh...
75,Ross,Is everything ok?
76,Phoebe,"Um, no, huh-uh."
77,Phoebe,One of my clients died on the massage table today.
78,Ross,Oh my god.
79,Chandler,That's a little more relaxed than you want them to get.
80,Phoebe,"Yeah, um, she was 82 years old."
81,Phoebe,"Her name was um, Mrs. Adelman."
82,Monica,"Oh, honey."
83,Phoebe,"Yeah, it's just so strange."
84,Phoebe,"I mean, she probably woke up today and thought, ""ok, I'll have some breakfast, and then I'll take a little walk, and then I'll have my massage."""
85,Phoebe,"Little did she know God was thinking, ""Ok, but that's it."""
86,Phoebe,"Oh, but the weirdest thing was, ok, I was cleansing her aura when she died, and when the spirit left her body, I don't think it went very far."
87,Rachel,What do you mean?
88,Phoebe,I think it went into me.
89,Monica,"God, this is so hard."
90,Monica,I can't decide between lamb or duck.
91,Chandler,"Well, of course, lambs are scarier."
92,Chandler,Otherwise the movie would've been called Silence of the Ducks.
93,Rachel,"Ok, who ordered what?"
94,Ross,"Oh, I believe I had the half-drunk cappuccino with the lipstick on the rim."
95,Chandler,"Yes, and this with the cigarette butt in it, is that decaf?"
96,Rachel,Oh god.
97,Joey,I can't believe you're so uptight about your mom comin'.
98,Rachel,"I know, but it's just it's the first time, and I just don't want her to think that because I didn't marry Barry, that my life is total crap, you know?"
99,Phoebe,Talk about crap.
100,Phoebe,Try listening to Stella Niedman tell the story of her and Rod Steiger for the hundredth time.
101,Joey,"Uh, Pheebs, how long do you think this lady'll be with us?"
102,Phoebe,I don't know.
103,Phoebe,"I mean, she obviously has some kind of unfinished business."
104,Phoebe,Sit up!
105,Phoebe,MRS.
106,Rachel,Mom!
107,Rachel,MRS
108,Rachel,Pretty much.
109,Rachel,MRS
110,Rachel,"This is Joey, and Phoebe, and this is Chandler, and you remember Ross."
111,Rachel,MRS
112,Ross,"Hi, Mrs. Green."
113,Ross,MRS
114,Rachel,Oh Mom!
115,Rachel,MRS
116,Chandler,"Believe me, sometimes that happens."
117,Chandler,MRS
118,Rachel,Really?
119,Rachel,MRS
120,Phoebe,I know who it is you remind me of.
121,Phoebe,Evelyn Dermer.
