,Person,Said
0,Monica,"Guys, hurry up!"
1,Monica,The flight leaves in four hours!
2,Monica,It could take time to get a taxi!
3,Monica,There could be traffic!
4,Monica,The plane could leave early!
5,Monica,"When we get to London, there could be a line at customs!"
6,Monica,Come on!
7,Chandler,Six-hour trip to London.
8,Chandler,That's a lot of Monica.
9,Monica,"Passport, check!"
10,Monica,"Camera, check!"
11,Monica,"Traveller's cheques, check!"
12,Rachel,"Who are you saying ""check"" too?"
13,Monica,Myself.
14,Monica,Y'know for remembering to pack a thing.
15,Monica,"Yeah, you do a good thing, you get a check!"
16,Monica,"My mom does it, I never realized it was weird."
17,Phoebe,"Yeah, my mom used to put her head in the oven."
18,Phoebe,"Well, actually, she only did it the one time."
19,Phoebe,But it was pretty weird.
20,Ross,Hey!
21,Monica,Hey!
22,Ross,Hey!
23,Ross,Are you ready yet?
24,Monica,Yep!
25,Monica,You got the tickets?
26,Ross,Oh!
27,Ross,"Got em right here,  check!"
28,Joey,"It's all London, baby!"
29,Joey,Here we go.
30,Chandler,You got your passport?
31,Joey,"Yeah, in my third drawer on my dresser."
32,Joey,You don't want to lose that.
33,Joey,Ohh!
34,Chandler,There it is.
35,Chandler,Opening Credits
36,Monica,"Okay, if you need the vacuum, it's in my closet on the left-hand side."
37,Monica,"Ah, the garbage bags are next to the refrigerator"
38,Phoebe,"Okay, okay, but Rachel's gonna be here too, can't I just ask her this stuff?"
39,Monica,"Yeah, okay, give that a try!"
40,Chandler,All right!
41,Chandler,Let's do it!
42,Joey,Woo-hoo!
43,Ross,"Yeah, cheerie-o!"
44,Joey,London baby!
45,Chandler,"Okay, cause that's not gonna get annoying."
46,Joey,London baby!
47,Chandler,"Hey, y'know what?"
48,Chandler,I was wrong.
49,Ross,"Well, we're all here!"
50,Ross,I guess we should get going!
51,Phoebe,"Ohhh, I wanna come over there and give you a hug and wish you luck on your wedding, but I don'tcan't get up."
52,Ross,"Oh, I'll-I'll come hug you."
53,Phoebe,Great!
54,Phoebe,"Yeah, could you bring me the newspaper?"
55,Ross,Yeah.
56,Phoebe,"Oh, have a great wedding!"
57,Ross,Thanks.
58,Phoebe,"Oh, hey, Chandler I wanna hug you too!"
59,Chandler,Hey!
60,Phoebe,"Oh, and great!"
61,Phoebe,"You might as well bring me my book, it's on the counter in your apartment."
62,Chandler,Oh.
63,Ross,"So, we're off."
64,Rachel,Have fun!
65,Ross,Thanks!
66,Ross,"Ugh, I can't believe you're not gonna be there!"
67,Rachel,"Oh, I know."
68,Ross,So-so come!
69,Ross,Why don't you come?
70,Rachel,What?
71,Ross,To London!
72,Ross,Come to London.
73,Ross,Please?
74,Ross,It'll mean so much to me.
75,Rachel,"Yeah, well, I gotta work, I'm sorry."
76,Ross,Why-why can't you take a couple of days off?
77,Rachel,"Because, I can't!"
78,Rachel,"Ross, I told you, no."
79,Rachel,I can't.
80,Ross,This is my wedding.
81,Monica,"All right, y'know what?"
82,Monica,We really are late!
83,Monica,Let's go!
84,Monica,Let's go!
85,Monica,Let's go!
86,Ross,Fine.
87,Ross,You'll-you'll watch it on video when we get back.
88,Chandler,Here you go Phoebe!
89,Chandler,Here you go Phobo!
90,Chandler,Phewbedo!
91,Chandler,Phaybobo.
92,Phoebe,Thank you.
93,Phoebe,(Chandler kneels down with his arms spread waiting for his hug.
94,Phoebe,Thank you.
95,Ross,"All right, let's go!"
96,Ross,"Bye, Pheebs!"
97,Joey,"Bye, Pheebs!"
98,Joey,London baby!
99,Phoebe,"Oh, do you need a hug?"
100,Phoebe,You don't have to bring me anything!
101,Joey,Come on!
102,Joey,Do something!
103,Chandler,"I am, I'm ignoring you."
104,Joey,"Okay, here!"
105,Joey,I wanna be the on camera guy.
106,Joey,"All right, first stop, Westminster Abbey."
107,Chandler,"Oh, what the hell is that?"
108,Joey,"It's London, baby!"
109,Joey,"All right, the hotel's here."
110,Joey,Wait.
111,Joey,"No, we wanna go No."
112,Joey,I know.
113,Joey,I'm gonna have to go into the map.
114,Chandler,"Okay, if you see a little version of me in there?"
115,Chandler,Kill it!
116,Joey,I got it!
117,Joey,Here we go.
118,Chandler,Okay.
119,Chandler,"Listen-listen, we're not gonna have to walk this way the entire time are we?"
120,Joey,Shhh!
121,Joey,"Man, you made me lose it!"
122,Ross,Whoa-whoa-whoa!
123,Ross,"Emily,  honey, okay?"
124,Ross,What?!
125,Ross,No!
126,Ross,No!
127,Ross,That's-that's time-out!
128,Ross,"Sweetie, you gotta relax."
129,Ross,"Everything's gonna be great, okay?"
130,Ross,Come on.
131,Ross,Come on.
132,Monica,Chicken Kiev?
133,Ross,Um-hmm!
134,Ross,Doesn't that sound delicious at the last minute?
135,Monica,"Yeah, y'know, but something like salmon which would be so much more elegant than the chicken."
136,Monica,"And, you wouldn't have to worry about the salmonella."
137,Monica,"So, I can't wait to see this place you're getting married!"
138,Ross,Yeah.
139,Ross,Yeah.
