,Person,Said
0,Monica,Hi!
1,Chandler,Hi!
2,Joey,Monica?
3,Joey,What time is it?
4,Chandler,"Uhh, 9."
5,Joey,But it's dark out.
6,Monica,"Well that's because you always sleep to noon, silly!"
7,Monica,This is what 9 looks like.
8,Joey,I guess I'll get washed up then.
9,Joey,Watch that sunrise.
10,Monica,I'm really getting tired of sneaking around.
11,Chandler,"I know, me too."
12,Chandler,Hey!
13,Chandler,Y'know what if we went away for a whole weekend?
14,Chandler,Y'know we'd have no interruptions and we could be naked the entire time.
15,Monica,All weekend?
16,Monica,That's a whole lotta naked.
17,Chandler,"Yeah, I can say that I have a conference and you can say you have a chef thing."
18,Monica,"Ohh, I've always wanted to go to this culinary fair that they have in Jersey!"
19,Chandler,"Okay, y'know your not though."
20,Chandler,Let's go.
21,Monica,Wait!
22,Monica,What about Joey?
23,Monica,Opening Credits
24,Monica,"Hey, guess what I'm doing this weekend!"
25,Monica,I'm going to this culinary fair in New Jersey.
26,Phoebe,"Oh weird, Chandler just told us he's got a conference there!"
27,Monica,"Oh now that-that-that's funny, it seems like Chandler's conference could've been in Connecticut or Vermont."
28,Chandler,I'm not in charge of where the conference is held.
29,Chandler,Do you want people to think it's a fake conference?
30,Chandler,It's a real conference.
31,Ross,Hey.
32,Joey,Hey!
33,Monica,Hey.
34,Ross,Is Rachel here?
35,Ross,I gotta talk to her.
36,Monica,"No, she's out shopping."
37,Ross,Damn!
38,Chandler,What's going on?
39,Ross,I told Emily to come.
40,Ross,"And I just need to y'know, talk to Rachel about it."
41,Phoebe,Wait a minute!
42,Phoebe,"So when Emily comes you're just, you're not gonna see Rachel anymore?"
43,Ross,"Well look, I'm just trying to focus on the ""I get to see my wife,"" part, all right?"
44,Ross,And not the part that makes me do this.
45,Monica,"Wow, so you guys are, you're never gonna be in the same room together?"
46,Monica,How is that even gonna work?
47,Ross,I have no idea.
48,Ross,I mean But-but I assure you I will figure it out.
49,Joey,"Doesn't seem like it's going to work, I mean"
50,Rachel,"Hi, guys!"
51,Joey,Hi!
52,Chandler,"Uh, hey!"
53,Rachel,What's going on?
54,Chandler,We're flipping Monica's mattress.
55,Joey,"So I'm thinking, basically we pick it up and then we flip it."
56,Phoebe,Yeah that's better than my way.
57,Rachel,"Oh okay, hey guys, would you flip mine too?"
58,Chandler,"Aww, man!"
59,Rachel,Oh look!
60,Rachel,A letter from my mom.
61,Ross,"So, Rach, y'know-y'know how Emily's coming right?"
62,Rachel,Oh yeah!
63,Rachel,I know.
64,Phoebe,Can you hear anything?
65,Chandler,"Oh yes, somebody just said, ""Can you hear anything?"""
66,Monica,"Hey, Joey's ass!"
67,Monica,What are you doing?
68,Joey,"Well, remember when they got in that big fight and broke up and we were all stuck in her with no food or anything?"
69,Joey,"Well, when Ross said Rachel at the wedding, I figured it was gonna happen again, so I hid this in here."
70,Monica,"Ooh, candy bars, crossword puzzles"
71,Phoebe,"Ooh, Madlibs, mine!"
72,Chandler,Condoms?
73,Joey,You don't know how long we're gonna be in here!
74,Joey,We may have to repopulate the Earth.
75,Chandler,And condoms are the way to do that?
76,Ross,"Anyway it-it kinda-it all boils down to this, the last time I talked to Emily"
77,Rachel,Oh my God!
78,Rachel,My dog died!
79,Ross,What?
80,Rachel,"Oh my God, Le Poo, our dog!"
81,Ross,Le Poo's still alive?
82,Rachel,"Oh God, it says he was hit by an ice cream truck and dragged for nine--teen blocks."
83,Rachel,Oh.
84,Rachel,Oh my God.
85,Monica,"Sweetie, we heard you crying."
86,Monica,Please don't cry.
87,Rachel,It's Le Poo.
88,Phoebe,"I know it's le poo right now, but it'll get better."
89,Chandler,I can't believe it!
90,Chandler,We're here!
91,Monica,"Ooh, chocolates on the pillows!"
92,Monica,I love that!
93,Chandler,"Oh, you should live with Joey, Roll-os everywhere."
94,Monica,Come here.
95,Monica,"Okay, be right back."
96,Chandler,Oh yes!
97,Chandler,"Monica, get in here!"
98,Chandler,There's a high-speed car chase on!
99,Monica,We're switching rooms.
100,Chandler,"Oh dear God, they gave us glasses!"
101,Monica,"No, they gave us glasses with lipstick on them!"
102,Monica,"I mean, if they didn't change the glasses, who knows what else they didn't change."
103,Monica,"Come on sweetie, I just want this weekend to be perfect, I mean we can change rooms, can't we?"
104,Chandler,"Okay, but let's do it now though, because Chopper 5 just lost it's feed!"
105,Ross,"Hey, so uh, y'know how there's something I wanted to talk to you about?"
106,Rachel,Oh yeah!
107,Ross,"Well, y'know how I'm trying to work things out with Emily."
108,Ross,"Well, there's this one thing Okay,  here goes."
109,Ross,I made a promise that--Oh hey!
110,Rachel,What?
111,Ross,You're nose is bleeding!
112,Rachel,Oh God.
113,Rachel,No!
114,Rachel,Oh not again!
115,Rachel,This-this happened when my grandfather died.
116,Rachel,It's ugh!
117,Rachel,Sorry.
118,Rachel,"Oh, okay, so I'm sorry, what-what were you-what did you want to tell me?"
119,Ross,Umm
120,Rachel,Sorry.
121,Rachel,Sorry.
122,Ross,"Okay, I uh, I can't see you anymore."
123,Rachel,"Yeah, I know."
124,Rachel,It's ridiculous!
125,Rachel,I can't see you either.
126,Chandler,"Okay, great."
127,Chandler,Hotel
128,Chandler,Half a tank?
